"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-02,-1,0,690,7,0
2024-01-02 00:00:15,-1,0,350,8,0
2024-01-02 00:00:30,-1,0,715,7,0
2024-01-02 00:00:45,-1,0,746,7,0
2024-01-02 00:01:00,-1,0,759,7,0
2024-01-02 00:01:15,-1,0,329,7,0
2024-01-02 00:01:30,-1,0,412,7,0
2024-01-02 00:01:45,-1,0,513,8,0
2024-01-02 00:02:00,-1,0,811,8,0
2024-01-02 00:02:15,-1,0,328,8,0
2024-01-02 00:02:30,-1,0,861,8,0
2024-01-02 00:02:45,-1,0,589,8,0
2024-01-02 00:03:00,-1,0,733,8,0
2024-01-02 00:03:15,-1,0,534,8,0
2024-01-02 00:03:30,-1,0,440,8,0
2024-01-02 00:03:45,-1,0,372,8,0
2024-01-02 00:04:00,-1,0,368,8,0
2024-01-02 00:04:15,-1,0,300,8,0
2024-01-02 00:04:30,-1,0,411,8,0
2024-01-02 00:04:45,-1,0,354,8,0
2024-01-02 00:05:00,-1,0,284,8,0
2024-01-02 00:05:15,-1,0,1014,8,0
2024-01-02 00:05:30,-1,0,966,8,0
2024-01-02 00:05:45,-1,0,1020,7,0
2024-01-02 00:06:00,-1,0,253,7,0
2024-01-02 00:06:15,-1,0,1074,7,0
2024-01-02 00:06:30,-1,0,1067,7,0
2024-01-02 00:06:45,-1,0,1071,8,0
2024-01-02 00:07:00,-1,0,1095,8,0
2024-01-02 00:07:15,-1,0,370,8,0
2024-01-02 00:07:30,-1,0,363,8,0
2024-01-02 00:07:45,-1,0,585,8,0
2024-01-02 00:08:00,-1,0,500,8,0
2024-01-02 00:08:15,-1,0,-1,8,0
2024-01-02 00:08:30,-1,0,500,8,0
2024-01-02 00:08:45,-1,0,539,8,0
2024-01-02 00:09:00,-1,0,522,8,0
2024-01-02 00:09:15,-1,0,661,8,0
2024-01-02 00:09:30,-1,0,566,8,0
2024-01-02 00:09:45,-1,0,700,8,0
2024-01-02 00:10:00,-1,0,655,8,0
2024-01-02 00:10:15,-1,0,356,8,0
2024-01-02 00:10:30,-1,0,588,8,0
2024-01-02 00:10:45,-1,0,723,8,0
2024-01-02 00:11:00,-1,0,563,8,0
2024-01-02 00:11:15,-1,0,608,8,0
2024-01-02 00:11:30,-1,0,392,8,0
2024-01-02 00:11:45,-1,0,376,8,0
2024-01-02 00:12:00,-1,0,546,8,0
2024-01-02 00:12:15,-1,0,558,8,0
2024-01-02 00:12:30,-1,0,540,8,0
2024-01-02 00:12:45,-1,0,546,8,0
2024-01-02 00:13:00,-1,0,511,8,0
2024-01-02 00:13:15,-1,0,431,8,0
2024-01-02 00:13:30,-1,0,502,8,0
2024-01-02 00:13:45,-1,0,-1,8,0
2024-01-02 00:14:00,-1,0,475,8,0
2024-01-02 00:14:15,-1,0,633,8,0
2024-01-02 00:14:30,-1,0,414,8,0
2024-01-02 00:14:45,-1,0,466,8,0
2024-01-02 00:15:00,-1,0,428,8,0
2024-01-02 00:15:15,-1,0,543,8,0
2024-01-02 00:15:30,-1,0,509,8,0
2024-01-02 00:15:45,-1,0,493,8,0
2024-01-02 00:16:00,-1,0,403,8,0
2024-01-02 00:16:15,-1,0,-1,8,0
2024-01-02 00:16:30,-1,0,382,8,0
2024-01-02 00:16:45,-1,0,377,8,0
2024-01-02 00:17:00,-1,0,572,8,0
2024-01-02 00:17:15,-1,0,505,8,0
2024-01-02 00:17:30,-1,0,707,8,0
2024-01-02 00:17:45,-1,0,755,8,0
2024-01-02 00:18:00,-1,0,634,8,0
2024-01-02 00:18:15,-1,0,768,8,0
2024-01-02 00:18:30,-1,0,697,8,0
2024-01-02 00:18:45,-1,0,-1,8,0
2024-01-02 00:19:00,-1,0,-1,8,0
2024-01-02 00:19:15,-1,0,-1,7,0
2024-01-02 00:19:30,-1,0,-1,7,0
2024-01-02 00:19:45,-1,0,-1,7,0
2024-01-02 00:20:00,-1,0,851,7,0
2024-01-02 00:20:15,-1,0,828,7,0
2024-01-02 00:20:30,-1,0,817,7,0
2024-01-02 00:20:45,-1,0,797,7,0
2024-01-02 00:21:00,-1,0,297,7,0
2024-01-02 00:21:15,-1,0,-1,7,0
2024-01-02 00:21:30,-1,0,-1,7,0
2024-01-02 00:21:45,-1,0,-1,7,0
2024-01-02 00:22:00,-1,0,757,7,0
2024-01-02 00:22:15,-1,0,-1,7,0
2024-01-02 00:22:30,-1,0,-1,6,0
2024-01-02 00:22:45,-1,0,-1,6,0
2024-01-02 00:23:00,-1,0,-1,6,0
2024-01-02 00:23:15,-1,0,-1,6,0
2024-01-02 00:23:30,-1,0,-1,6,0
2024-01-02 00:23:45,-1,0,-1,6,0
2024-01-02 00:24:00,-1,0,-1,6,0
2024-01-02 00:24:15,-1,0,-1,6,0
2024-01-02 00:24:30,-1,0,-1,6,0
2024-01-02 00:24:45,-1,0,-1,6,0
2024-01-02 00:25:00,-1,0,-1,6,0
2024-01-02 00:25:15,-1,0,-1,6,0
2024-01-02 00:25:30,-1,0,-1,5,0
2024-01-02 00:25:45,-1,0,-1,5,0
2024-01-02 00:26:00,-1,0,-1,5,0
2024-01-02 00:26:15,-1,0,-1,5,0
2024-01-02 00:26:30,-1,0,-1,5,0
2024-01-02 00:26:45,-1,0,-1,5,0
2024-01-02 00:27:00,-1,0,-1,5,0
2024-01-02 00:27:15,-1,0,-1,5,0
2024-01-02 00:27:30,-1,0,-1,5,0
2024-01-02 00:27:45,-1,0,-1,5,0
2024-01-02 00:28:00,-1,0,-1,4,0
2024-01-02 00:28:15,-1,0,-1,4,0
2024-01-02 00:28:30,-1,0,-1,4,0
2024-01-02 00:28:45,-1,0,-1,4,0
2024-01-02 00:29:00,-1,0,-1,4,0
2024-01-02 00:29:15,-1,0,-1,4,0
2024-01-02 00:29:30,-1,0,-1,4,0
2024-01-02 00:29:45,-1,0,863,4,0
2024-01-02 00:30:00,-1,0,856,4,0
2024-01-02 00:30:15,-1,0,-1,4,0
2024-01-02 00:30:30,-1,0,806,4,0
2024-01-02 00:30:45,-1,0,-1,4,0
2024-01-02 00:31:00,-1,0,-1,4,0
2024-01-02 00:31:15,-1,0,-1,4,0
2024-01-02 00:31:30,-1,0,-1,4,0
2024-01-02 00:31:45,-1,0,-1,4,0
2024-01-02 00:32:00,-1,0,-1,4,0
2024-01-02 00:32:15,-1,0,-1,4,0
2024-01-02 00:32:30,-1,0,-1,4,0
2024-01-02 00:32:45,-1,0,-1,3,0
2024-01-02 00:33:00,-1,0,-1,3,0
2024-01-02 00:33:15,-1,0,904,3,0
