"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-19 00:00:06,724,1,-1,0,0
2024-01-19 00:00:21,724,1,-1,0,0
2024-01-19 00:00:36,724,1,-1,0,0
2024-01-19 00:00:51,724,1,-1,0,0
2024-01-19 00:01:06,724,1,-1,0,0
2024-01-19 00:01:21,724,1,-1,0,0
2024-01-19 00:01:36,724,1,-1,0,0
2024-01-19 00:01:51,724,1,-1,0,0
2024-01-19 00:02:06,739,1,-1,0,0
2024-01-19 00:02:21,739,1,-1,0,0
2024-01-19 00:02:36,739,1,-1,0,0
2024-01-19 00:02:51,739,1,-1,0,0
2024-01-19 00:03:06,739,1,-1,0,0
2024-01-19 00:03:21,739,1,-1,0,0
2024-01-19 00:03:36,739,1,-1,0,0
2024-01-19 00:03:51,739,1,-1,0,0
2024-01-19 00:04:06,739,1,-1,0,0
2024-01-19 00:04:21,754,1,-1,0,0
2024-01-19 00:04:36,754,1,-1,0,0
2024-01-19 00:04:51,754,1,-1,0,0
2024-01-19 00:05:06,754,1,-1,0,0
2024-01-19 00:05:21,754,1,-1,0,0
2024-01-19 00:05:36,754,1,-1,0,0
2024-01-19 00:05:51,769,1,-1,0,0
2024-01-19 00:06:06,769,1,-1,0,0
2024-01-19 00:06:21,769,1,-1,0,0
2024-01-19 00:06:36,769,1,-1,0,0
2024-01-19 00:06:51,769,1,-1,0,0
2024-01-19 00:07:06,769,1,-1,0,0
2024-01-19 00:07:21,784,1,-1,0,0
2024-01-19 00:07:36,784,1,-1,0,0
2024-01-19 00:07:51,784,1,-1,0,0
2024-01-19 00:08:06,784,1,-1,0,0
2024-01-19 00:08:21,784,1,-1,0,0
2024-01-19 00:08:36,784,1,-1,0,0
2024-01-19 00:08:51,784,1,-1,0,0
2024-01-19 00:09:06,799,1,-1,0,0
2024-01-19 00:09:21,799,1,-1,0,0
2024-01-19 00:09:36,799,1,-1,0,0
2024-01-19 00:09:51,799,1,-1,0,0
2024-01-19 00:10:06,799,1,-1,0,0
2024-01-19 00:10:21,799,1,-1,0,0
2024-01-19 00:10:36,799,1,-1,0,0
2024-01-19 00:10:51,814,1,-1,0,0
2024-01-19 00:11:06,814,1,-1,0,0
2024-01-19 00:11:21,814,1,-1,0,0
2024-01-19 00:11:36,814,1,-1,0,0
2024-01-19 00:11:51,814,1,-1,0,0
2024-01-19 00:12:06,814,1,-1,0,0
2024-01-19 00:12:21,814,1,-1,0,0
2024-01-19 00:12:36,814,1,-1,0,0
2024-01-19 00:12:51,829,1,-1,0,0
2024-01-19 00:13:06,829,1,-1,0,0
2024-01-19 00:13:21,829,1,-1,0,0
2024-01-19 00:13:36,829,1,-1,0,0
2024-01-19 00:13:51,829,1,-1,0,0
2024-01-19 00:14:06,829,1,-1,0,0
2024-01-19 00:14:21,829,1,-1,0,0
2024-01-19 00:14:36,829,1,-1,0,0
2024-01-19 00:14:51,829,1,-1,0,0
2024-01-19 00:15:06,829,1,-1,0,0
2024-01-19 00:15:21,829,1,-1,0,0
2024-01-19 00:15:36,829,1,-1,0,0
2024-01-19 00:15:51,829,1,-1,0,0
2024-01-19 00:16:06,829,1,-1,0,0
2024-01-19 00:16:21,829,1,-1,0,0
2024-01-19 00:16:36,829,1,-1,0,0
2024-01-19 00:16:51,829,1,-1,0,0
2024-01-19 00:17:06,829,1,-1,0,0
2024-01-19 00:17:21,829,1,-1,0,0
2024-01-19 00:17:36,814,1,-1,0,0
2024-01-19 00:17:51,814,1,-1,0,0
2024-01-19 00:18:06,814,1,-1,0,0
2024-01-19 00:18:21,814,1,-1,0,0
2024-01-19 00:18:36,814,1,-1,0,0
2024-01-19 00:18:51,814,1,-1,0,0
2024-01-19 00:19:06,814,1,-1,0,0
2024-01-19 00:19:21,814,1,-1,0,0
2024-01-19 00:19:36,814,1,-1,0,0
2024-01-19 00:19:51,814,1,-1,0,0
2024-01-19 00:20:06,829,1,-1,0,0
2024-01-19 00:20:21,829,1,-1,0,0
2024-01-19 00:20:36,829,1,-1,0,0
2024-01-19 00:20:51,829,1,-1,0,0
2024-01-19 00:21:06,829,1,-1,0,0
2024-01-19 00:21:21,829,1,-1,0,0
2024-01-19 00:21:36,829,1,-1,0,0
2024-01-19 00:21:51,829,1,-1,0,0
2024-01-19 00:22:06,829,1,-1,0,0
2024-01-19 00:22:21,844,1,-1,0,0
2024-01-19 00:22:36,844,1,-1,0,0
2024-01-19 00:22:51,844,1,-1,0,0
2024-01-19 00:23:06,844,1,-1,0,0
2024-01-19 00:23:21,859,1,-1,0,0
2024-01-19 00:23:36,859,1,-1,0,0
2024-01-19 00:23:51,874,1,-1,0,0
2024-01-19 00:24:06,874,1,-1,0,0
2024-01-19 00:24:21,889,1,-1,0,0
2024-01-19 00:24:36,904,1,-1,0,0
2024-01-19 00:24:51,904,1,-1,0,0
2024-01-19 00:25:06,919,1,-1,0,0
2024-01-19 00:25:21,919,1,-1,0,0
2024-01-19 00:25:36,919,1,-1,0,0
2024-01-19 00:25:51,919,1,-1,0,0
2024-01-19 00:26:06,934,1,-1,0,0
2024-01-19 00:26:21,934,1,-1,0,0
2024-01-19 00:26:36,934,1,-1,0,0
2024-01-19 00:26:51,949,2,-1,0,0
