"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-12 00:00:03,-1,0,419,8,0
2024-01-12 00:00:18,-1,0,451,8,0
2024-01-12 00:00:33,-1,0,423,8,0
2024-01-12 00:00:48,-1,0,421,8,0
2024-01-12 00:01:03,-1,0,423,8,0
2024-01-12 00:01:18,-1,0,424,8,0
2024-01-12 00:01:33,-1,0,422,8,0
2024-01-12 00:01:48,-1,0,420,8,0
2024-01-12 00:02:03,-1,0,419,8,0
2024-01-12 00:02:18,-1,0,413,8,0
2024-01-12 00:02:33,-1,0,411,8,0
2024-01-12 00:02:48,-1,0,412,8,0
2024-01-12 00:03:03,-1,0,413,8,0
2024-01-12 00:03:18,-1,0,411,8,0
2024-01-12 00:03:33,-1,0,410,8,0
2024-01-12 00:03:48,-1,0,405,8,0
2024-01-12 00:04:03,-1,0,407,8,0
2024-01-12 00:04:18,-1,0,401,8,0
2024-01-12 00:04:33,-1,0,405,8,0
2024-01-12 00:04:48,-1,0,415,8,0
2024-01-12 00:05:03,-1,0,428,8,0
2024-01-12 00:05:18,-1,0,419,8,0
2024-01-12 00:05:33,-1,0,414,8,0
2024-01-12 00:05:48,-1,0,422,8,0
2024-01-12 00:06:03,-1,0,416,8,0
2024-01-12 00:06:18,-1,0,408,8,0
2024-01-12 00:06:33,-1,0,411,8,0
2024-01-12 00:06:48,-1,0,416,8,0
2024-01-12 00:07:03,-1,0,427,8,0
2024-01-12 00:07:18,-1,0,417,8,0
2024-01-12 00:07:33,-1,0,419,8,0
2024-01-12 00:07:48,-1,0,434,8,0
2024-01-12 00:08:03,-1,0,428,8,0
2024-01-12 00:08:18,-1,0,417,8,0
2024-01-12 00:08:33,-1,0,412,8,0
2024-01-12 00:08:48,-1,0,411,8,0
2024-01-12 00:09:03,-1,0,409,8,0
2024-01-12 00:09:18,-1,0,404,8,0
2024-01-12 00:09:33,-1,0,405,8,0
2024-01-12 00:09:48,-1,0,413,8,0
2024-01-12 00:10:03,-1,0,412,8,0
2024-01-12 00:10:18,-1,0,408,8,0
2024-01-12 00:10:33,-1,0,410,8,0
2024-01-12 00:10:48,-1,0,421,8,0
2024-01-12 00:11:03,-1,0,417,8,0
2024-01-12 00:11:18,-1,0,409,8,0
2024-01-12 00:11:33,-1,0,399,8,0
2024-01-12 00:11:48,-1,0,403,8,0
2024-01-12 00:12:03,-1,0,407,8,0
2024-01-12 00:12:18,-1,0,400,8,0
2024-01-12 00:12:33,-1,0,405,8,0
2024-01-12 00:12:48,-1,0,400,8,0
2024-01-12 00:13:03,-1,0,406,8,0
2024-01-12 00:13:18,-1,0,406,8,0
2024-01-12 00:13:33,-1,0,398,8,0
2024-01-12 00:13:48,-1,0,401,8,0
2024-01-12 00:14:03,-1,0,398,8,0
2024-01-12 00:14:18,-1,0,394,8,0
2024-01-12 00:14:33,-1,0,401,8,0
2024-01-12 00:14:48,-1,0,416,8,0
2024-01-12 00:15:03,-1,0,414,8,0
2024-01-12 00:15:18,-1,0,413,8,0
2024-01-12 00:15:33,-1,0,412,8,0
2024-01-12 00:15:48,-1,0,407,8,0
2024-01-12 00:16:03,-1,0,396,8,0
2024-01-12 00:16:18,-1,0,402,8,0
2024-01-12 00:16:33,-1,0,401,8,0
2024-01-12 00:16:48,-1,0,400,8,0
2024-01-12 00:17:03,-1,0,405,8,0
2024-01-12 00:17:18,-1,0,403,8,0
2024-01-12 00:17:33,-1,0,408,8,0
2024-01-12 00:17:48,-1,0,402,8,0
2024-01-12 00:18:03,-1,0,404,8,0
2024-01-12 00:18:18,-1,0,398,8,0
2024-01-12 00:18:33,-1,0,402,8,0
2024-01-12 00:18:48,-1,0,474,8,0
2024-01-12 00:19:03,-1,0,429,8,0
2024-01-12 00:19:18,-1,0,429,8,0
2024-01-12 00:19:33,-1,0,430,8,0
2024-01-12 00:19:48,-1,0,422,8,0
2024-01-12 00:20:03,-1,0,409,8,0
2024-01-12 00:20:18,-1,0,407,8,0
2024-01-12 00:20:33,-1,0,400,8,0
2024-01-12 00:20:48,-1,0,441,8,0
2024-01-12 00:21:03,-1,0,434,8,0
2024-01-12 00:21:18,-1,0,439,8,0
2024-01-12 00:21:33,-1,0,438,8,0
2024-01-12 00:21:48,-1,0,425,8,0
2024-01-12 00:22:03,-1,0,424,8,0
2024-01-12 00:22:18,-1,0,423,8,0
2024-01-12 00:22:33,-1,0,422,8,0
2024-01-12 00:22:48,-1,0,422,8,0
2024-01-12 00:23:03,-1,0,413,8,0
2024-01-12 00:23:18,-1,0,411,8,0
2024-01-12 00:23:33,-1,0,409,8,0
2024-01-12 00:23:48,-1,0,405,8,0
2024-01-12 00:24:03,-1,0,404,8,0
2024-01-12 00:24:18,-1,0,401,8,0
2024-01-12 00:24:33,-1,0,406,8,0
2024-01-12 00:24:48,-1,0,405,8,0
2024-01-12 00:25:03,-1,0,401,8,0
2024-01-12 00:25:18,-1,0,398,8,0
2024-01-12 00:25:33,-1,0,407,8,0
2024-01-12 00:25:48,-1,0,409,8,0
2024-01-12 00:26:03,-1,0,406,8,0
2024-01-12 00:26:18,-1,0,394,8,0
2024-01-12 00:26:33,-1,0,400,8,0
2024-01-12 00:26:48,-1,0,399,8,0
2024-01-12 00:27:03,-1,0,395,8,0
2024-01-12 00:27:18,-1,0,388,8,0
2024-01-12 00:27:33,-1,0,383,8,0
2024-01-12 00:27:48,-1,0,389,8,0
2024-01-12 00:28:03,-1,0,399,8,0
2024-01-12 00:28:18,-1,0,394,8,0
2024-01-12 00:28:33,-1,0,387,8,0
2024-01-12 00:28:48,-1,0,381,8,0
2024-01-12 00:29:03,-1,0,387,8,0
2024-01-12 00:29:18,-1,0,384,8,0
2024-01-12 00:29:33,-1,0,381,8,0
2024-01-12 00:29:48,-1,0,376,8,0
2024-01-12 00:30:03,-1,0,371,8,0
2024-01-12 00:30:18,-1,0,371,8,0
2024-01-12 00:30:33,-1,0,376,8,0
2024-01-12 00:30:48,-1,0,370,8,0
2024-01-12 00:31:03,-1,0,365,8,0
2024-01-12 00:31:18,-1,0,366,8,0
2024-01-12 00:31:33,-1,0,365,8,0
2024-01-12 00:31:48,-1,0,364,8,0
2024-01-12 00:32:03,-1,0,363,8,0
2024-01-12 00:32:18,-1,0,366,8,0
2024-01-12 00:32:33,-1,0,370,8,0
2024-01-12 00:32:48,-1,0,370,8,0
2024-01-12 00:33:03,-1,0,376,8,0
2024-01-12 00:33:18,-1,0,381,8,0
2024-01-12 00:33:33,-1,0,439,8,0
2024-01-12 00:33:48,-1,0,424,8,0
2024-01-12 00:34:03,-1,0,438,8,0
2024-01-12 00:34:18,-1,0,430,8,0
2024-01-12 00:34:33,-1,0,430,8,0
2024-01-12 00:34:48,-1,0,431,8,0
2024-01-12 00:35:03,-1,0,445,8,0
2024-01-12 00:35:18,-1,0,430,8,0
2024-01-12 00:35:33,-1,0,408,8,0
2024-01-12 00:35:48,-1,0,397,8,0
2024-01-12 00:36:03,-1,0,452,8,0
2024-01-12 00:36:18,-1,0,452,8,0
2024-01-12 00:36:33,-1,0,460,8,0
2024-01-12 00:36:48,-1,0,454,8,0
2024-01-12 00:37:03,-1,0,452,8,0
2024-01-12 00:37:18,-1,0,455,8,0
2024-01-12 00:37:33,-1,0,466,8,0
2024-01-12 00:37:48,-1,0,457,8,0
2024-01-12 00:38:03,-1,0,457,8,0
2024-01-12 00:38:18,-1,0,464,8,0
2024-01-12 00:38:33,-1,0,458,8,0
2024-01-12 00:38:48,-1,0,468,8,0
2024-01-12 00:39:03,-1,0,458,8,0
2024-01-12 00:39:18,-1,0,456,8,0
2024-01-12 00:39:33,-1,0,454,8,0
2024-01-12 00:39:48,-1,0,475,8,0
2024-01-12 00:40:03,-1,0,488,8,0
2024-01-12 00:40:18,-1,0,487,8,0
2024-01-12 00:40:33,-1,0,470,8,0
2024-01-12 00:40:48,-1,0,469,8,0
2024-01-12 00:41:03,-1,0,458,8,0
2024-01-12 00:41:18,-1,0,458,8,0
2024-01-12 00:41:33,-1,0,438,8,0
2024-01-12 00:41:48,-1,0,422,8,0
2024-01-12 00:42:03,-1,0,423,8,0
2024-01-12 00:42:18,-1,0,421,8,0
2024-01-12 00:42:33,-1,0,417,8,0
2024-01-12 00:42:48,-1,0,419,8,0
2024-01-12 00:43:03,-1,0,413,8,0
2024-01-12 00:43:18,-1,0,419,8,0
2024-01-12 00:43:33,-1,0,443,8,0
2024-01-12 00:43:48,-1,0,479,8,0
2024-01-12 00:44:03,-1,0,477,8,0
2024-01-12 00:44:18,-1,0,471,8,0
2024-01-12 00:44:33,-1,0,468,8,0
2024-01-12 00:44:48,-1,0,475,8,0
2024-01-12 00:45:03,-1,0,455,8,0
2024-01-12 00:45:18,-1,0,445,8,0
2024-01-12 00:45:33,-1,0,447,8,0
2024-01-12 00:45:48,-1,0,445,8,0
2024-01-12 00:46:03,-1,0,441,8,0
2024-01-12 00:46:18,-1,0,430,8,0
2024-01-12 00:46:33,-1,0,418,8,0
2024-01-12 00:46:48,-1,0,481,8,0
2024-01-12 00:47:03,-1,0,464,8,0
2024-01-12 00:47:18,-1,0,456,8,0
2024-01-12 00:47:33,-1,0,456,8,0
2024-01-12 00:47:48,-1,0,452,8,0
2024-01-12 00:48:03,-1,0,444,8,0
2024-01-12 00:48:18,-1,0,429,8,0
2024-01-12 00:48:33,-1,0,416,8,0
2024-01-12 00:48:48,-1,0,428,8,0
2024-01-12 00:49:03,-1,0,418,8,0
2024-01-12 00:49:18,-1,0,417,8,0
2024-01-12 00:49:33,-1,0,421,8,0
2024-01-12 00:49:48,-1,0,435,8,0
2024-01-12 00:50:03,-1,0,439,8,0
2024-01-12 00:50:18,-1,0,430,8,0
2024-01-12 00:50:33,-1,0,442,8,0
2024-01-12 00:50:48,-1,0,438,8,0
2024-01-12 00:51:03,-1,0,442,8,0
2024-01-12 00:51:18,-1,0,428,8,0
2024-01-12 00:51:33,-1,0,464,8,0
2024-01-12 00:51:48,-1,0,475,8,0
2024-01-12 00:52:03,-1,0,437,8,0
2024-01-12 00:52:18,-1,0,454,8,0
2024-01-12 00:52:33,-1,0,459,8,0
2024-01-12 00:52:48,-1,0,454,8,0
2024-01-12 00:53:03,-1,0,459,8,0
2024-01-12 00:53:18,-1,0,453,8,0
2024-01-12 00:53:33,-1,0,454,8,0
2024-01-12 00:53:48,-1,0,457,8,0
2024-01-12 00:54:03,-1,0,460,8,0
2024-01-12 00:54:18,-1,0,451,8,0
2024-01-12 00:54:33,-1,0,452,8,0
2024-01-12 00:54:48,-1,0,445,8,0
2024-01-12 00:55:03,-1,0,432,8,0
2024-01-12 00:55:18,-1,0,416,8,0
2024-01-12 00:55:33,-1,0,419,8,0
2024-01-12 00:55:48,-1,0,420,8,0
2024-01-12 00:56:03,-1,0,427,8,0
2024-01-12 00:56:18,-1,0,420,8,0
2024-01-12 00:56:33,-1,0,411,8,0
2024-01-12 00:56:48,-1,0,472,8,0
2024-01-12 00:57:03,-1,0,459,8,0
2024-01-12 00:57:18,-1,0,451,8,0
2024-01-12 00:57:33,-1,0,456,8,0
2024-01-12 00:57:48,-1,0,435,8,0
2024-01-12 00:58:03,-1,0,424,8,0
2024-01-12 00:58:18,-1,0,426,8,0
2024-01-12 00:58:33,-1,0,428,8,0
2024-01-12 00:58:48,-1,0,426,8,0
2024-01-12 00:59:03,-1,0,427,8,0
2024-01-12 00:59:18,-1,0,429,8,0
2024-01-12 00:59:33,-1,0,422,8,0
2024-01-12 00:59:48,-1,0,416,8,0
2024-01-12 01:00:03,-1,0,417,8,0
2024-01-12 01:00:18,-1,0,422,8,0
2024-01-12 01:00:33,-1,0,444,8,0
2024-01-12 01:00:48,-1,0,423,8,0
2024-01-12 01:01:03,-1,0,450,8,0
2024-01-12 01:01:18,-1,0,416,8,0
2024-01-12 01:01:33,-1,0,420,8,0
2024-01-12 01:01:48,-1,0,400,8,0
2024-01-12 01:02:03,-1,0,404,8,0
2024-01-12 01:02:18,-1,0,413,8,0
2024-01-12 01:02:33,-1,0,409,8,0
2024-01-12 01:02:48,-1,0,403,8,0
2024-01-12 01:03:03,-1,0,415,8,0
2024-01-12 01:03:18,-1,0,417,8,0
2024-01-12 01:03:33,-1,0,403,8,0
2024-01-12 01:03:48,-1,0,406,8,0
2024-01-12 01:04:03,-1,0,408,8,0
2024-01-12 01:04:18,-1,0,405,8,0
