"datetime","pbl","pbs","cbh","ttc","sci"
2024-01-11 00:00:03,-1,0,-1,2,0
2024-01-11 00:00:18,-1,0,-1,2,0
2024-01-11 00:00:33,-1,0,-1,2,0
2024-01-11 00:00:48,-1,0,-1,2,0
2024-01-11 00:01:03,-1,0,-1,2,0
2024-01-11 00:01:18,-1,0,-1,2,0
2024-01-11 00:01:33,-1,0,-1,2,0
2024-01-11 00:01:48,-1,0,-1,2,0
2024-01-11 00:02:03,-1,0,-1,2,0
2024-01-11 00:02:18,-1,0,-1,2,0
2024-01-11 00:02:33,-1,0,-1,2,0
2024-01-11 00:02:48,-1,0,-1,2,0
2024-01-11 00:03:03,-1,0,-1,2,0
2024-01-11 00:03:18,-1,0,-1,2,0
2024-01-11 00:03:33,-1,0,-1,2,0
2024-01-11 00:03:48,-1,0,-1,2,0
2024-01-11 00:04:03,-1,0,-1,2,0
2024-01-11 00:04:18,-1,0,-1,2,0
2024-01-11 00:04:33,-1,0,-1,2,0
2024-01-11 00:04:48,-1,0,-1,2,0
2024-01-11 00:05:03,-1,0,-1,1,0
2024-01-11 00:05:18,-1,0,-1,1,0
2024-01-11 00:05:33,-1,0,-1,1,0
2024-01-11 00:05:48,-1,0,-1,1,0
2024-01-11 00:06:03,-1,0,-1,1,0
2024-01-11 00:06:18,-1,0,-1,1,0
2024-01-11 00:06:33,-1,0,-1,1,0
2024-01-11 00:06:48,664,3,-1,1,0
2024-01-11 00:07:03,664,2,-1,1,0
2024-01-11 00:07:18,664,2,-1,1,0
2024-01-11 00:07:33,664,2,-1,1,0
2024-01-11 00:07:48,664,2,-1,1,0
2024-01-11 00:08:03,664,1,-1,1,0
2024-01-11 00:08:18,664,1,-1,1,0
2024-01-11 00:08:33,664,1,-1,1,0
2024-01-11 00:08:48,664,1,-1,1,0
2024-01-11 00:09:03,664,1,-1,1,0
2024-01-11 00:09:18,664,1,-1,1,0
2024-01-11 00:09:33,664,1,-1,1,0
2024-01-11 00:09:48,664,1,-1,1,0
2024-01-11 00:10:03,664,1,-1,1,0
2024-01-11 00:10:18,664,1,-1,1,0
2024-01-11 00:10:33,679,1,-1,1,0
2024-01-11 00:10:48,-1,0,613,1,0
2024-01-11 00:11:03,-1,0,-1,1,0
2024-01-11 00:11:18,-1,0,-1,1,0
2024-01-11 00:11:33,-1,0,-1,1,0
2024-01-11 00:11:48,-1,0,612,1,0
2024-01-11 00:12:03,-1,0,584,1,0
2024-01-11 00:12:18,-1,0,576,1,0
2024-01-11 00:12:33,-1,0,588,2,0
2024-01-11 00:12:48,-1,0,557,2,0
2024-01-11 00:13:03,-1,0,555,2,0
2024-01-11 00:13:18,-1,0,543,2,0
2024-01-11 00:13:33,-1,0,573,2,0
2024-01-11 00:13:48,-1,0,562,2,0
2024-01-11 00:14:03,-1,0,597,2,0
2024-01-11 00:14:18,-1,0,569,2,0
2024-01-11 00:14:33,-1,0,556,2,0
2024-01-11 00:14:48,-1,0,600,2,0
2024-01-11 00:15:03,-1,0,-1,2,0
2024-01-11 00:15:18,-1,0,-1,2,0
2024-01-11 00:15:33,-1,0,-1,2,0
2024-01-11 00:15:48,-1,0,612,3,0
2024-01-11 00:16:03,-1,0,-1,2,0
2024-01-11 00:16:18,-1,0,-1,2,0
2024-01-11 00:16:33,-1,0,-1,2,0
2024-01-11 00:16:48,-1,0,-1,2,0
2024-01-11 00:17:03,-1,0,-1,2,0
2024-01-11 00:17:18,-1,0,-1,2,0
2024-01-11 00:17:33,-1,0,-1,2,0
2024-01-11 00:17:48,-1,0,-1,2,0
2024-01-11 00:18:03,-1,0,-1,2,0
2024-01-11 00:18:18,-1,0,-1,2,0
2024-01-11 00:18:33,-1,0,-1,2,0
2024-01-11 00:18:48,-1,0,-1,2,0
2024-01-11 00:19:03,-1,0,-1,2,0
2024-01-11 00:19:18,-1,0,600,2,0
2024-01-11 00:19:33,-1,0,-1,2,0
2024-01-11 00:19:48,-1,0,-1,2,0
2024-01-11 00:20:03,-1,0,-1,2,0
2024-01-11 00:20:18,-1,0,-1,2,0
2024-01-11 00:20:33,-1,0,-1,2,0
2024-01-11 00:20:48,-1,0,-1,2,0
2024-01-11 00:21:03,-1,0,639,2,0
2024-01-11 00:21:18,-1,0,619,2,0
2024-01-11 00:21:33,-1,0,609,2,0
2024-01-11 00:21:48,-1,0,619,2,0
2024-01-11 00:22:03,-1,0,612,2,0
2024-01-11 00:22:18,-1,0,606,3,0
2024-01-11 00:22:33,-1,0,-1,3,0
2024-01-11 00:22:48,-1,0,-1,3,0
2024-01-11 00:23:03,-1,0,-1,2,0
2024-01-11 00:23:18,-1,0,-1,2,0
