"datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
2025-05-03 20:00:00,3612,451,3386,226,425.75,"1b","1b","1b","1b","1b"
2025-05-03 21:00:00,4261,668,3927,334,428.57,"1b","1b","1b","1b","1b"
2025-05-03 22:00:00,3522,448,3298,224,427.35,"1b","1b","1b","1b","1b"
2025-05-03 23:00:00,2563,294,2416,147,427.94,"1b","1b","1b","1b","1b"
2025-05-04,2401,241,2280,120,430.97,"1b","1b","1b","1b","1b"
2025-05-04 01:00:00,2048,243,1927,122,432.52,"1b","1b","1b","1b","1b"
2025-05-04 02:00:00,1752,160,1672,80,426.75,"1b","1b","1b","1b","1b"
2025-05-04 03:00:00,1506,114,1449,57,424.38,"1b","1b","1b","1b","1b"
2025-05-04 04:00:00,1568,121,1507,60,424.57,"1b","1b","1b","1b","1b"
2025-05-04 05:00:00,1541,104,1489,52,425.97,"1b","1b","1b","1b","1b"
2025-05-04 06:00:00,1441,85,1399,42,426.51,"1b","1b","1b","1b","1b"
2025-05-04 07:00:00,1495,94,1448,47,428.39,"1b","1b","1b","1b","1b"
2025-05-04 08:00:00,1361,64,1329,32,420.66,"1b","1b","1b","1b","1b"
2025-05-04 09:00:00,1583,82,1542,41,417.94,"1b","1b","1b","1b","1b"
2025-05-04 10:00:00,1721,80,1681,40,415.4,"1b","1b","1b","1b","1b"
2025-05-04 11:00:00,1680,101,1630,50,414.15,"1b","1b","1b","1b","1b"
2025-05-04 12:00:00,1905,89,1861,44,416.76,"1b","1b","1b","1b","1b"
2025-05-04 13:00:00,1919,104,1867,52,417.78,"1b","1b","1b","1b","1b"
2025-05-04 14:00:00,2043,118,1984,59,413.67,"1b","1b","1b","1b","1b"
2025-05-04 15:00:00,2183,124,2121,62,411.51,"1b","1b","1b","1b","1b"
2025-05-04 16:00:00,2169,138,2100,69,410.98,"1b","1b","1b","1b","1b"
2025-05-04 17:00:00,2066,136,1998,68,413.07,"1b","1b","1b","1b","1b"
2025-05-04 18:00:00,2173,154,2096,77,415.45,"1b","1b","1b","1b","1b"
2025-05-04 19:00:00,2385,194,2288,97,417.91,"1b","1b","1b","1b","1b"
2025-05-04 20:00:00,2063,197,1964,98,416.83,"1b","1b","1b","1b","1b"
2025-05-04 21:00:00,2149,235,2032,118,419.31,"1b","1b","1b","1b","1b"
2025-05-04 22:00:00,1884,225,1771,112,421.99,"1b","1b","1b","1b","1b"
2025-05-04 23:00:00,1957,200,1857,100,425.31,"1b","1b","1b","1b","1b"
2025-05-05,1751,200,1651,100,427.94,"1b","1b","1b","1b","1b"
2025-05-05 01:00:00,1576,164,1494,82,425.76,"1b","1b","1b","1b","1b"
2025-05-05 02:00:00,1482,123,1420,62,429.05,"1b","1b","1b","1b","1b"
2025-05-05 03:00:00,1490,91,1444,46,429.92,"1b","1b","1b","1b","1b"
2025-05-05 04:00:00,1571,129,1506,64,430.01,"1b","1b","1b","1b","1b"
2025-05-05 05:00:00,1841,205,1738,102,431.28,"1b","1b","1b","1b","1b"
2025-05-05 06:00:00,1762,145,1689,72,434.81,"1b","1b","1b","1b","1b"
2025-05-05 07:00:00,1572,85,1529,42,427.41,"1b","1b","1b","1b","1b"
2025-05-05 08:00:00,1694,99,1645,50,422.61,"1b","1b","1b","1b","1b"
2025-05-05 09:00:00,1727,109,1673,54,420.69,"1b","1b","1b","1b","1b"
2025-05-05 10:00:00,1917,137,1848,68,419.34,"1b","1b","1b","1b","1b"
2025-05-05 11:00:00,2294,129,2229,64,423.55,"1b","1b","1b","1b","1b"
2025-05-05 12:00:00,2312,113,2255,56,420.26,"1b","1b","1b","1b","1b"
2025-05-05 13:00:00,2406,117,2347,58,415.76,"1b","1b","1b","1b","1b"
2025-05-05 14:00:00,2386,122,2325,61,413.78,"1b","1b","1b","1b","1b"
2025-05-05 15:00:00,2389,109,2335,54,414.93,"1b","1b","1b","1b","1b"
2025-05-05 16:00:00,2526,136,2458,68,417.9,"1b","1b","1b","1b","1b"
2025-05-05 17:00:00,2394,136,2326,68,414.93,"1b","1b","1b","1b","1b"
2025-05-05 18:00:00,2488,143,2416,72,414.87,"1b","1b","1b","1b","1b"
2025-05-05 19:00:00,2407,157,2329,78,416.86,"1b","1b","1b","1b","1b"
2025-05-05 20:00:00,2412,192,2316,96,419.4,"1b","1b","1b","1b","1b"
2025-05-05 21:00:00,2380,246,2257,123,424.15,"1b","1b","1b","1b","1b"
2025-05-05 22:00:00,2377,294,2230,147,426.98,"1b","1b","1b","1b","1b"
2025-05-05 23:00:00,2307,254,2180,127,426.55,"1b","1b","1b","1b","1b"
2025-05-06,2480,286,2337,143,431.36,"1b","1b","1b","1b","1b"
2025-05-06 01:00:00,2128,211,2023,106,436.26,"1b","1b","1b","1b","1b"
2025-05-06 02:00:00,2404,394,2207,197,440.98,"1b","1b","1b","1b","1b"
2025-05-06 03:00:00,2431,393,2235,196,445.21,"1b","1b","1b","1b","1b"
2025-05-06 04:00:00,2241,299,2091,150,446.12,"1b","1b","1b","1b","1b"
2025-05-06 05:00:00,2583,361,2403,180,442.94,"1b","1b","1b","1b","1b"
2025-05-06 06:00:00,2516,383,2324,192,443.48,"1b","1b","1b","1b","1b"
2025-05-06 07:00:00,2068,297,1919,148,436.37,"1b","1b","1b","1b","1b"
2025-05-06 08:00:00,1914,199,1815,100,423.36,"1b","1b","1b","1b","1b"
2025-05-06 09:00:00,1950,195,1853,98,419.04,"1b","1b","1b","1b","1b"
2025-05-06 10:00:00,4169,266,4036,133,433.82,"1b","1b","1b","1b","1b"
2025-05-06 11:00:00,2298,213,2192,106,430.33,"1b","1b","1b","1b","1b"
2025-05-06 12:00:00,2537,251,2412,126,421.75,"1b","1b","1b","1b","1b"
2025-05-06 13:00:00,2463,283,2321,142,441.14,"1b","1b","1b","1b","1b"
2025-05-06 14:00:00,2591,257,2463,128,445.24,"1b","1b","1b","1b","1b"
2025-05-06 15:00:00,2600,241,2479,120,433.68,"1b","1b","1b","1b","1b"
2025-05-06 16:00:00,2636,218,2527,109,421.08,"1b","1b","1b","1b","1b"
2025-05-06 17:00:00,2505,212,2399,106,416.46,"1b","1b","1b","1b","1b"
2025-05-06 18:00:00,2753,237,2635,118,416.35,"1b","1b","1b","1b","1b"
2025-05-06 19:00:00,3071,359,2891,180,419.04,"1b","1b","1b","1b","1b"
2025-05-06 20:00:00,2932,294,2785,147,424.8,"1b","1b","1b","1b","1b"
2025-05-06 21:00:00,3608,470,3373,235,434.17,"1b","1b","1b","1b","1b"
2025-05-06 22:00:00,6566,687,6222,344,436.64,"1b","1b","1b","1b","1b"
2025-05-06 23:00:00,8206,865,7773,432,446.03,"1b","1b","1b","1b","1b"
2025-05-07,5933,686,5590,343,454.7,"1b","1b","1b","1b","1b"
2025-05-07 01:00:00,5260,632,4944,316,462.09,"1b","1b","1b","1b","1b"
2025-05-07 02:00:00,4292,520,4032,260,467.23,"1b","1b","1b","1b","1b"
2025-05-07 03:00:00,3696,453,3470,226,465.89,"1b","1b","1b","1b","1b"
2025-05-07 04:00:00,3254,395,3057,198,463,"1b","1b","1b","1b","1b"
2025-05-07 05:00:00,3426,473,3189,236,460.9,"1b","1b","1b","1b","1b"
2025-05-07 06:00:00,4408,718,4049,359,458,"1b","1b","1b","1b","1b"
2025-05-07 07:00:00,4645,786,4252,393,441.88,"1b","1b","1b","1b","1b"
2025-05-07 08:00:00,3881,821,3470,410,450.28,"1b","1b","1b","1b","1b"
2025-05-07 09:00:00,4517,817,4109,408,448.16,"1b","1b","1b","1b","1b"
2025-05-07 10:00:00,4659,736,4291,368,443.56,"1b","1b","1b","1b","1b"
2025-05-07 11:00:00,4276,665,3944,332,444.7,"1b","1b","1b","1b","1b"
2025-05-07 12:00:00,4093,556,3815,278,444.19,"1b","1b","1b","1b","1b"
2025-05-07 13:00:00,3722,417,3514,208,424.9,"1b","1b","1b","1b","1b"
2025-05-07 14:00:00,3335,356,3157,178,425.01,"1b","1b","1b","1b","1b"
2025-05-07 15:00:00,3397,331,3232,166,424.45,"1b","1b","1b","1b","1b"
2025-05-07 16:00:00,3368,295,3221,148,436.89,"1b","1b","1b","1b","1b"
2025-05-07 17:00:00,3298,276,3160,138,426.6,"1b","1b","1b","1b","1b"
2025-05-07 18:00:00,3303,255,3176,128,414.88,"1b","1b","1b","1b","1b"
2025-05-07 19:00:00,3097,235,2979,118,413.47,"1b","1b","1b","1b","1b"
2025-05-07 20:00:00,2863,223,2751,112,414.65,"1b","1b","1b","1b","1b"
2025-05-07 21:00:00,2773,211,2667,106,417.98,"1b","1b","1b","1b","1b"
2025-05-07 22:00:00,2621,239,2502,120,415.93,"1b","1b","1b","1b","1b"
2025-05-07 23:00:00,2335,157,2257,78,416.77,"1b","1b","1b","1b","1b"
2025-05-08,2271,133,2205,66,419.77,"1b","1b","1b","1b","1b"
2025-05-08 01:00:00,2145,132,2079,66,423.08,"1b","1b","1b","1b","1b"
2025-05-08 02:00:00,2265,174,2178,87,428.62,"1b","1b","1b","1b","1b"
2025-05-08 03:00:00,2203,170,2118,85,426.49,"1b","1b","1b","1b","1b"
2025-05-08 04:00:00,2508,193,2412,96,428.07,"1b","1b","1b","1b","1b"
2025-05-08 05:00:00,2220,213,2114,106,428.16,"1b","1b","1b","1b","1b"
2025-05-08 06:00:00,2401,250,2276,125,428.8,"1b","1b","1b","1b","1b"
2025-05-08 07:00:00,2360,258,2231,129,428.26,"1b","1b","1b","1b","1b"
2025-05-08 08:00:00,2216,246,2093,123,431.98,"1b","1b","1b","1b","1b"
2025-05-08 09:00:00,2075,174,1988,87,421.95,"1b","1b","1b","1b","1b"
2025-05-08 10:00:00,2059,152,1983,76,429.06,"1b","1b","1b","1b","1b"
2025-05-08 11:00:00,2180,160,2100,80,423.47,"1b","1b","1b","1b","1b"
2025-05-08 12:00:00,2462,189,2367,94,419.75,"1b","1b","1b","1b","1b"
2025-05-08 13:00:00,2560,199,2461,100,413.8,"1b","1b","1b","1b","1b"
2025-05-08 14:00:00,2496,214,2389,107,410.19,"1b","1b","1b","1b","1b"
2025-05-08 15:00:00,2329,179,2240,90,424.22,"1b","1b","1b","1b","1b"
2025-05-08 16:00:00,2470,196,2372,98,437.14,"1b","1b","1b","1b","1b"
2025-05-08 17:00:00,2755,203,2653,102,424.54,"1b","1b","1b","1b","1b"
2025-05-08 18:00:00,2876,221,2766,110,419.54,"1b","1b","1b","1b","1b"
2025-05-08 19:00:00,2989,236,2871,118,418.88,"1b","1b","1b","1b","1b"
2025-05-08 20:00:00,3105,270,2970,135,419.2,"1b","1b","1b","1b","1b"
2025-05-08 21:00:00,3036,304,2884,152,419.62,"1b","1b","1b","1b","1b"
2025-05-08 22:00:00,2909,307,2755,154,422.2,"1b","1b","1b","1b","1b"
2025-05-08 23:00:00,3041,355,2864,178,426.62,"1b","1b","1b","1b","1b"
2025-05-09,2830,340,2660,170,431.53,"1b","1b","1b","1b","1b"
2025-05-09 01:00:00,2716,310,2561,155,435.39,"1b","1b","1b","1b","1b"
2025-05-09 02:00:00,2373,268,2239,134,436.83,"1b","1b","1b","1b","1b"
2025-05-09 03:00:00,2229,246,2106,123,438.2,"1b","1b","1b","1b","1b"
2025-05-09 04:00:00,2728,324,2566,162,441.73,"1b","1b","1b","1b","1b"
2025-05-09 05:00:00,2975,450,2750,225,442.71,"1b","1b","1b","1b","1b"
2025-05-09 06:00:00,2753,400,2553,200,436.71,"1b","1b","1b","1b","1b"
2025-05-09 07:00:00,2800,422,2589,211,440.82,"1b","1b","1b","1b","1b"
2025-05-09 08:00:00,3348,559,3068,280,434.9,"1b","1b","1b","1b","1b"
2025-05-09 09:00:00,3305,457,3077,228,430.28,"1b","1b","1b","1b","1b"
2025-05-09 10:00:00,3034,283,2892,142,423.92,"1b","1b","1b","1b","1b"
2025-05-09 11:00:00,3310,280,3170,140,420.06,"1b","1b","1b","1b","1b"
2025-05-09 12:00:00,4292,250,4167,125,415.86,"1b","1b","1b","1b","1b"
2025-05-09 13:00:00,3354,176,3266,88,415.29,"1b","1b","1b","1b","1b"
2025-05-09 14:00:00,3977,221,3867,110,409.57,"1b","1b","1b","1b","1b"
2025-05-09 15:00:00,3596,209,3491,104,401.01,"1b","1b","1b","1b","1b"
2025-05-09 16:00:00,3775,222,3664,111,415.11,"1b","1b","1b","1b","1b"
2025-05-09 17:00:00,3652,202,3551,101,408.5,"1b","1b","1b","1b","1b"
2025-05-09 18:00:00,3452,168,3368,84,406.54,"1b","1b","1b","1b","1b"
2025-05-09 19:00:00,3439,200,3339,100,405.71,"1b","1b","1b","1b","1b"
2025-05-09 20:00:00,4504,398,4305,199,409.45,"1b","1b","1b","1b","1b"
2025-05-09 21:00:00,5543,586,5250,293,413.43,"1b","1b","1b","1b","1b"
2025-05-09 22:00:00,4791,427,4577,214,418.78,"1b","1b","1b","1b","1b"
2025-05-09 23:00:00,4573,386,4380,193,424.84,"1b","1b","1b","1b","1b"
2025-05-10,4240,306,4087,153,432.4,"1b","1b","1b","1b","1b"
2025-05-10 01:00:00,3996,311,3841,156,439.07,"1b","1b","1b","1b","1b"
2025-05-10 02:00:00,4312,329,4147,164,447.4,"1b","1b","1b","1b","1b"
2025-05-10 03:00:00,4665,480,4425,240,454.49,"1b","1b","1b","1b","1b"
2025-05-10 04:00:00,4647,519,4387,260,462.78,"1b","1b","1b","1b","1b"
2025-05-10 05:00:00,4676,618,4367,309,468.17,"1b","1b","1b","1b","1b"
2025-05-10 06:00:00,4034,550,3759,275,461.56,"1b","1b","1b","1b","1b"
2025-05-10 07:00:00,3693,449,3468,224,448.61,"1b","1b","1b","1b","1b"
2025-05-10 08:00:00,4105,548,3831,274,440.84,"1b","1b","1b","1b","1b"
2025-05-10 09:00:00,4206,470,3971,235,431.42,"1b","1b","1b","1b","1b"
2025-05-10 10:00:00,4229,301,4079,150,425.09,"1b","1b","1b","1b","1b"
2025-05-10 11:00:00,3863,196,3765,98,414.64,"1b","1b","1b","1b","1b"
2025-05-10 12:00:00,3690,163,3609,82,411.93,"1b","1b","1b","1b","1b"
2025-05-10 13:00:00,4507,181,4417,90,406.33,"1b","1b","1b","1b","1b"
2025-05-10 14:00:00,3909,190,3814,95,407.1,"1b","1b","1b","1b","1b"
2025-05-10 15:00:00,3676,176,3588,88,405.58,"1b","1b","1b","1b","1b"
2025-05-10 16:00:00,3400,172,3314,86,405.35,"1b","1b","1b","1b","1b"
2025-05-10 17:00:00,3584,161,3503,80,402.75,"1b","1b","1b","1b","1b"
2025-05-10 18:00:00,3853,202,3752,101,404.57,"1b","1b","1b","1b","1b"
2025-05-10 19:00:00,4401,279,4261,140,405.43,"1b","1b","1b","1b","1b"
2025-05-10 20:00:00,6530,458,6301,229,411.22,"1b","1b","1b","1b","1b"
2025-05-10 21:00:00,7770,642,7449,321,418.03,"1b","1b","1b","1b","1b"
2025-05-10 22:00:00,5882,605,5580,302,426.17,"1b","1b","1b","1b","1b"
2025-05-10 23:00:00,7272,558,6993,279,431.83,"1b","1b","1b","1b","1b"
2025-05-11,5455,658,5126,329,437.76,"1b","1b","1b","1b","1b"
2025-05-11 01:00:00,5396,623,5084,312,444.13,"1b","1b","1b","1b","1b"
2025-05-11 02:00:00,4587,568,4303,284,450.3,"1b","1b","1b","1b","1b"
2025-05-11 03:00:00,5448,663,5116,332,457.09,"1b","1b","1b","1b","1b"
2025-05-11 04:00:00,4044,525,3781,262,460.33,"1b","1b","1b","1b","1b"
2025-05-11 05:00:00,3620,370,3435,185,456.55,"1b","1b","1b","1b","1b"
2025-05-11 06:00:00,3464,362,3283,181,447.09,"1b","1b","1b","1b","1b"
2025-05-11 07:00:00,4724,339,4555,170,438.55,"1b","1b","1b","1b","1b"
2025-05-11 08:00:00,3486,355,3308,178,433.3,"1b","1b","1b","1b","1b"
2025-05-11 09:00:00,4097,338,3928,169,425.49,"1b","1b","1b","1b","1b"
2025-05-11 10:00:00,3989,314,3832,157,419.01,"1b","1b","1b","1b","1b"
2025-05-11 11:00:00,4138,237,4019,118,411.5,"1b","1b","1b","1b","1b"
2025-05-11 12:00:00,3327,205,3225,102,407.34,"1b","1b","1b","1b","1b"
2025-05-11 13:00:00,4164,232,4048,116,403.22,"1b","1b","1b","1b","1b"
2025-05-11 14:00:00,3735,233,3619,116,402.46,"1b","1b","1b","1b","1b"
2025-05-11 15:00:00,4214,258,4085,129,402.52,"1b","1b","1b","1b","1b"
2025-05-11 16:00:00,3549,243,3427,122,403.5,"1b","1b","1b","1b","1b"
2025-05-11 17:00:00,4143,242,4022,121,400.25,"1b","1b","1b","1b","1b"
2025-05-11 18:00:00,3768,270,3633,135,400.67,"1b","1b","1b","1b","1b"
2025-05-11 19:00:00,4508,321,4347,160,402.13,"1b","1b","1b","1b","1b"
2025-05-11 20:00:00,4504,460,4274,230,409.69,"1b","1b","1b","1b","1b"
2025-05-11 21:00:00,6276,623,5964,312,416.07,"1b","1b","1b","1b","1b"
2025-05-11 22:00:00,4894,537,4625,268,429.16,"1b","1b","1b","1b","1b"
2025-05-11 23:00:00,5823,521,5562,260,441.82,"1b","1b","1b","1b","1b"
2025-05-12,5278,563,4997,282,450.93,"1b","1b","1b","1b","1b"
2025-05-12 01:00:00,5629,511,5374,256,448.37,"1b","1b","1b","1b","1b"
2025-05-12 02:00:00,4080,406,3877,203,447.96,"1b","1b","1b","1b","1b"
2025-05-12 03:00:00,5103,384,4911,192,450.89,"1b","1b","1b","1b","1b"
2025-05-12 04:00:00,4761,561,4481,280,455.26,"1b","1b","1b","1b","1b"
2025-05-12 05:00:00,5815,564,5533,282,453.8,"1b","1b","1b","1b","1b"
2025-05-12 06:00:00,4369,609,4064,304,448.52,"1b","1b","1b","1b","1b"
2025-05-12 09:00:00,10968,737,10599,368,452.65,"1b","1b","1b","1b","1b"
2025-05-12 10:00:00,3248,539,2979,270,438.97,"1b","1b","1b","1b","1b"
2025-05-12 11:00:00,2344,311,2188,156,443.17,"1b","1b","1b","1b","1b"
2025-05-12 12:00:00,2664,310,2509,155,454.88,"1b","1b","1b","1b","1b"
2025-05-12 13:00:00,2679,368,2495,184,456.92,"1b","1b","1b","1b","1b"
2025-05-12 14:00:00,3193,457,2964,228,447.68,"1b","1b","1b","1b","1b"
2025-05-12 15:00:00,2999,511,2743,256,438.08,"1b","1b","1b","1b","1b"
2025-05-12 16:00:00,2956,586,2663,293,451.31,"1b","1b","1b","1b","1b"
2025-05-12 17:00:00,3038,682,2697,341,445.17,"1b","1b","1b","1b","1b"
2025-05-12 18:00:00,2903,441,2682,220,434.85,"1b","1b","1b","1b","1b"
2025-05-12 19:00:00,2994,561,2713,280,436.37,"1b","1b","1b","1b","1b"
2025-05-12 20:00:00,4358,937,3890,468,448.47,"1b","1b","1b","1b","1b"
2025-05-12 21:00:00,5465,1729,4601,864,461.77,"1b","1b","1b","1b","1b"
2025-05-12 22:00:00,6800,1911,5844,956,472.31,"1b","1b","1b","1b","1b"
2025-05-12 23:00:00,6207,1537,5438,768,469.16,"1b","1b","1b","1b","1b"
2025-05-13,4161,799,3762,400,457.98,"1b","1b","1b","1b","1b"
2025-05-13 01:00:00,2709,366,2526,183,445.57,"1b","1b","1b","1b","1b"
2025-05-13 02:00:00,2640,323,2479,162,437.99,"1b","1b","1b","1b","1b"
2025-05-13 03:00:00,2615,430,2400,215,434.6,"1b","1b","1b","1b","1b"
2025-05-13 04:00:00,2323,360,2143,180,432.19,"1b","1b","1b","1b","1b"
2025-05-13 05:00:00,1963,258,1834,129,427.74,"1b","1b","1b","1b","1b"
2025-05-13 06:00:00,2442,317,2284,158,425.6,"1b","1b","1b","1b","1b"
2025-05-13 07:00:00,2486,363,2304,182,413.16,"1b","1b","1b","1b","1b"
2025-05-13 08:00:00,3301,479,3061,240,428.74,"1b","1b","1b","1b","1b"
2025-05-13 09:00:00,3173,508,2919,254,434.75,"1b","1b","1b","1b","1b"
2025-05-13 10:00:00,3230,438,3011,219,432.07,"1b","1b","1b","1b","1b"
2025-05-13 11:00:00,2859,322,2698,161,429.73,"1b","1b","1b","1b","1b"
2025-05-13 12:00:00,2795,215,2687,108,429.81,"1b","1b","1b","1b","1b"
2025-05-13 13:00:00,2370,193,2274,96,427.67,"1b","1b","1b","1b","1b"
2025-05-13 14:00:00,2483,190,2388,95,442.88,"1b","1b","1b","1b","1b"
2025-05-13 15:00:00,2059,163,1977,82,431.36,"1b","1b","1b","1b","1b"
2025-05-13 16:00:00,2356,185,2263,92,415.68,"1b","1b","1b","1b","1b"
2025-05-13 17:00:00,2632,208,2528,104,407.14,"1b","1b","1b","1b","1b"
2025-05-13 18:00:00,3040,306,2887,153,402.11,"1b","1b","1b","1b","1b"
2025-05-13 19:00:00,2710,292,2564,146,402.15,"1b","1b","1b","1b","1b"
2025-05-13 20:00:00,2878,334,2711,167,402.34,"1b","1b","1b","1b","1b"
2025-05-13 21:00:00,2286,309,2132,154,409.45,"1b","1b","1b","1b","1b"
2025-05-13 22:00:00,2724,337,2555,168,407.92,"1b","1b","1b","1b","1b"
2025-05-13 23:00:00,2406,346,2233,173,412.68,"1b","1b","1b","1b","1b"
2025-05-14,2536,362,2355,181,414.77,"1b","1b","1b","1b","1b"
2025-05-14 01:00:00,2447,363,2265,182,421.57,"1b","1b","1b","1b","1b"
2025-05-14 02:00:00,2526,355,2349,178,425.72,"1b","1b","1b","1b","1b"
2025-05-14 03:00:00,2244,362,2063,181,431.53,"1b","1b","1b","1b","1b"
2025-05-14 04:00:00,2165,316,2007,158,427.27,"1b","1b","1b","1b","1b"
2025-05-14 05:00:00,2032,323,1871,162,427.98,"1b","1b","1b","1b","1b"
