"datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
2025-02-01,2686,874,2249,437,490.09,"1b","1b","1b","1b","1b"
2025-02-01 01:00:00,2443,846,2020,423,488.99,"1b","1b","1b","1b","1b"
2025-02-01 02:00:00,2754,819,2344,410,495.82,"1b","1b","1b","1b","1b"
2025-02-01 03:00:00,2291,785,1898,392,494.04,"1b","1b","1b","1b","1b"
2025-02-01 04:00:00,1997,580,1707,290,494.62,"1b","1b","1b","1b","1b"
2025-02-01 05:00:00,1804,382,1613,191,487.81,"1b","1b","1b","1b","1b"
2025-02-01 06:00:00,1314,251,1188,126,488.25,"1b","1b","1b","1b","1b"
2025-02-01 07:00:00,966,295,819,148,484.88,"1b","1b","1b","1b","1b"
2025-02-01 08:00:00,1420,435,1203,218,487.83,"1b","1b","1b","1b","1b"
2025-02-01 09:00:00,1525,517,1266,258,486.4,"1b","1b","1b","1b","1b"
2025-02-01 10:00:00,2064,667,1731,334,489.14,"1b","1b","1b","1b","1b"
2025-02-01 11:00:00,1935,525,1672,262,488.39,"1b","1b","1b","1b","1b"
2025-02-01 12:00:00,1420,250,1295,125,486.44,"1b","1b","1b","1b","1b"
2025-02-01 13:00:00,964,250,839,125,476.84,"1b","1b","1b","1b","1b"
2025-02-01 14:00:00,952,236,834,118,478.13,"1b","1b","1b","1b","1b"
2025-02-01 15:00:00,789,234,672,117,500.64,"1b","1b","1b","1b","1b"
2025-02-01 16:00:00,2501,934,2034,467,520.9,"1b","1b","1b","1b","1b"
2025-02-01 17:00:00,2236,532,1970,266,498.6,"1b","1b","1b","1b","1b"
2025-02-01 18:00:00,2324,553,2047,276,490.94,"1b","1b","1b","1b","1b"
2025-02-01 19:00:00,2227,642,1906,321,481.73,"1b","1b","1b","1b","1b"
2025-02-01 20:00:00,1654,316,1496,158,482.23,"1b","1b","1b","1b","1b"
2025-02-01 21:00:00,1285,296,1137,148,478.45,"1b","1b","1b","1b","1b"
2025-02-01 22:00:00,1275,236,1157,118,478.54,"1b","1b","1b","1b","1b"
2025-02-01 23:00:00,1077,213,970,106,474.55,"1b","1b","1b","1b","1b"
2025-02-02,918,152,842,76,475.81,"1b","1b","1b","1b","1b"
2025-02-02 01:00:00,572,120,512,60,471.4,"1b","1b","1b","1b","1b"
2025-02-02 02:00:00,565,96,517,48,473.41,"1b","1b","1b","1b","1b"
2025-02-02 03:00:00,504,94,457,47,469.23,"1b","1b","1b","1b","1b"
2025-02-02 04:00:00,651,116,593,58,469.87,"1b","1b","1b","1b","1b"
2025-02-02 05:00:00,912,151,836,76,467.86,"1b","1b","1b","1b","1b"
2025-02-02 06:00:00,1021,175,933,88,471.72,"1b","1b","1b","1b","1b"
2025-02-02 07:00:00,1099,199,1000,100,470.77,"1b","1b","1b","1b","1b"
2025-02-02 08:00:00,1248,183,1156,92,474.79,"1b","1b","1b","1b","1b"
2025-02-02 09:00:00,1114,233,998,116,471.32,"1b","1b","1b","1b","1b"
2025-02-02 10:00:00,1309,225,1196,112,473.11,"1b","1b","1b","1b","1b"
2025-02-02 11:00:00,1420,240,1300,120,470.48,"1b","1b","1b","1b","1b"
2025-02-02 12:00:00,1343,263,1212,132,472.03,"1b","1b","1b","1b","1b"
2025-02-02 13:00:00,1436,263,1304,132,469.71,"1b","1b","1b","1b","1b"
2025-02-02 14:00:00,1539,281,1398,140,472.49,"1b","1b","1b","1b","1b"
2025-02-02 15:00:00,1852,338,1683,169,469.55,"1b","1b","1b","1b","1b"
2025-02-02 16:00:00,2374,570,2089,285,482.81,"1b","1b","1b","1b","1b"
2025-02-02 17:00:00,2320,583,2029,292,477.2,"1b","1b","1b","1b","1b"
2025-02-02 18:00:00,3288,807,2885,404,480.69,"1b","1b","1b","1b","1b"
2025-02-02 19:00:00,4357,1278,3718,639,481.23,"1b","1b","1b","1b","1b"
