"datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
2026-04-30 13:00:00,20045,250,19920,125,423.4,"1b","1b","1b","1b","1b"
2026-04-30 14:00:00,4709,228,4595,114,426.16,"1b","1b","1b","1b","1b"
2026-04-30 15:00:00,3624,212,3518,106,458.58,"1b","1b","1b","1b","1b"
2026-04-30 16:00:00,2639,243,2517,122,446.18,"1b","1b","1b","1b","1b"
2026-04-30 17:00:00,2522,217,2414,108,415.46,"1b","1b","1b","1b","1b"
2026-04-30 18:00:00,1930,213,1823,106,395.87,"1b","1b","1b","1b","1b"
2026-04-30 19:00:00,2422,340,2252,170,391.39,"1b","1b","1b","1b","1b"
2026-04-30 20:00:00,2824,460,2594,230,391.67,"1b","1b","1b","1b","1b"
2026-04-30 21:00:00,2574,449,2349,224,394.13,"1b","1b","1b","1b","1b"
2026-04-30 22:00:00,2356,447,2133,224,394.05,"1b","1b","1b","1b","1b"
