"","datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
"347","2025-04-15 14:00:00",2123,362,1942,181,428.89,"1b","1b","1b","1b","1b"
"348","2025-04-15 15:00:00",1924,290,1779,145,427.61,"1b","1b","1b","1b","1b"
"349","2025-04-15 16:00:00",1891,285,1748,142,425.3,"1b","1b","1b","1b","1b"
"350","2025-04-15 17:00:00",1930,267,1796,134,421.68,"1b","1b","1b","1b","1b"
"351","2025-04-15 18:00:00",2210,355,2032,178,425.84,"1b","1b","1b","1b","1b"
"352","2025-04-15 19:00:00",2330,383,2138,192,425.73,"1b","1b","1b","1b","1b"
"353","2025-04-15 20:00:00",1804,311,1648,156,426.2,"1b","1b","1b","1b","1b"
"354","2025-04-15 21:00:00",1921,261,1790,130,423.94,"1b","1b","1b","1b","1b"
"355","2025-04-15 22:00:00",1628,256,1500,128,427.7,"1b","1b","1b","1b","1b"
"356","2025-04-15 23:00:00",2126,282,1985,141,427.76,"1b","1b","1b","1b","1b"
"357","2025-04-16 00:00:00",1595,192,1499,96,430.79,"1b","1b","1b","1b","1b"
"358","2025-04-16 01:00:00",1041,40,1021,20,427.74,"1b","1b","1b","1b","1b"
"359","2025-04-16 02:00:00",805,42,784,21,424.76,"1b","1b","1b","1b","1b"
"360","2025-04-16 03:00:00",837,27,824,14,420.75,"1b","1b","1b","1b","1b"
"361","2025-04-16 04:00:00",1005,26,992,13,423.13,"1b","1b","1b","1b","1b"
"362","2025-04-16 05:00:00",1063,29,1048,14,423.33,"1b","1b","1b","1b","1b"
"363","2025-04-16 06:00:00",959,64,927,32,426.96,"1b","1b","1b","1b","1b"
"364","2025-04-16 07:00:00",1147,73,1110,36,432.82,"1b","1b","1b","1b","1b"
"365","2025-04-16 08:00:00",1001,71,966,36,442.52,"1b","1b","1b","1b","1b"
"366","2025-04-16 09:00:00",1527,99,1477,50,490.42,"1b","1b","1b","1b","1b"
"367","2025-04-16 10:00:00",1041,78,1002,39,496.02,"1b","1b","1b","1b","1b"
"368","2025-04-16 11:00:00",1385,136,1317,68,463.75,"1b","1b","1b","1b","1b"
"369","2025-04-16 12:00:00",1468,115,1410,58,443.57,"1b","1b","1b","1b","1b"
"370","2025-04-16 13:00:00",1423,90,1378,45,431.94,"1b","1b","1b","1b","1b"
"371","2025-04-16 14:00:00",1346,103,1295,52,424.13,"1b","1b","1b","1b","1b"
"372","2025-04-17 11:00:00",1599,138,1530,69,480.11,"1b","1b","1b","1b","1b"
"373","2025-04-17 12:00:00",1466,141,1396,70,483.33,"1b","1b","1b","1b","1b"
"374","2025-04-17 13:00:00",1537,120,1477,60,457.11,"1b","1b","1b","1b","1b"
"375","2025-04-17 14:00:00",1725,128,1661,64,438.99,"1b","1b","1b","1b","1b"
"376","2025-04-17 15:00:00",1501,120,1441,60,429.4,"1b","1b","1b","1b","1b"
"377","2025-04-17 16:00:00",1592,133,1526,66,429.08,"1b","1b","1b","1b","1b"
"378","2025-04-17 17:00:00",1767,157,1689,78,433.65,"1b","1b","1b","1b","1b"
"379","2025-04-17 18:00:00",2579,267,2445,134,435.62,"1b","1b","1b","1b","1b"
"380","2025-04-17 19:00:00",3773,485,3530,242,435.18,"1b","1b","1b","1b","1b"
"381","2025-04-17 20:00:00",5412,711,5056,356,433.72,"1b","1b","1b","1b","1b"
"382","2025-04-17 21:00:00",3954,636,3636,318,437.68,"1b","1b","1b","1b","1b"
"383","2025-04-17 22:00:00",4070,510,3815,255,443.94,"1b","1b","1b","1b","1b"
"384","2025-04-17 23:00:00",3781,477,3542,238,451.42,"1b","1b","1b","1b","1b"
"385","2025-04-18 00:00:00",3286,382,3095,191,450.07,"1b","1b","1b","1b","1b"
"386","2025-04-18 01:00:00",2815,343,2644,172,450.6,"1b","1b","1b","1b","1b"
"387","2025-04-18 02:00:00",2757,281,2616,140,447.96,"1b","1b","1b","1b","1b"
"388","2025-04-18 03:00:00",2718,274,2581,137,450.81,"1b","1b","1b","1b","1b"
"389","2025-04-18 04:00:00",2479,249,2355,124,450.19,"1b","1b","1b","1b","1b"
"390","2025-04-18 05:00:00",2646,296,2498,148,453.12,"1b","1b","1b","1b","1b"
"391","2025-04-18 06:00:00",2796,299,2646,150,449.47,"1b","1b","1b","1b","1b"
"392","2025-04-18 07:00:00",2742,305,2589,152,448.05,"1b","1b","1b","1b","1b"
"393","2025-04-18 08:00:00",3030,359,2850,180,441.59,"1b","1b","1b","1b","1b"
"394","2025-04-18 09:00:00",2697,360,2517,180,432.28,"1b","1b","1b","1b","1b"
"395","2025-04-18 10:00:00",2230,226,2117,113,433.86,"1b","1b","1b","1b","1b"
"396","2025-04-18 11:00:00",2084,157,2006,78,430.1,"1b","1b","1b","1b","1b"
"397","2025-04-18 12:00:00",2148,118,2089,59,422.93,"1b","1b","1b","1b","1b"
"398","2025-04-18 13:00:00",2139,143,2067,72,421.31,"1b","1b","1b","1b","1b"
"399","2025-04-18 14:00:00",2184,122,2123,61,417.72,"1b","1b","1b","1b","1b"
"400","2025-04-18 15:00:00",2265,153,2189,76,419.15,"1b","1b","1b","1b","1b"
"401","2025-04-18 16:00:00",2433,182,2342,91,412.55,"1b","1b","1b","1b","1b"
"402","2025-04-18 17:00:00",2749,212,2643,106,431.83,"1b","1b","1b","1b","1b"
"403","2025-04-18 18:00:00",2558,159,2479,80,430.15,"1b","1b","1b","1b","1b"
"404","2025-04-18 19:00:00",2330,144,2258,72,427.61,"1b","1b","1b","1b","1b"
"405","2025-04-18 20:00:00",2410,167,2327,84,425.57,"1b","1b","1b","1b","1b"
"406","2025-04-18 21:00:00",3654,339,3485,170,429.39,"1b","1b","1b","1b","1b"
"407","2025-04-18 22:00:00",3028,377,2840,188,429.18,"1b","1b","1b","1b","1b"
"408","2025-04-18 23:00:00",2241,242,2120,121,430.8,"1b","1b","1b","1b","1b"
"409","2025-04-19 00:00:00",2262,244,2140,122,430.11,"1b","1b","1b","1b","1b"
"410","2025-04-19 01:00:00",1944,252,1818,126,433.47,"1b","1b","1b","1b","1b"
"411","2025-04-19 02:00:00",1866,244,1744,122,432.72,"1b","1b","1b","1b","1b"
"412","2025-04-19 03:00:00",4630,903,4178,452,435.05,"1b","1b","1b","1b","1b"
"413","2025-04-19 04:00:00",3062,731,2696,366,433.78,"1b","1b","1b","1b","1b"
"414","2025-04-19 05:00:00",1684,219,1574,110,435.86,"1b","1b","1b","1b","1b"
"415","2025-04-19 06:00:00",1806,225,1693,112,433.44,"1b","1b","1b","1b","1b"
"416","2025-04-19 07:00:00",1849,253,1722,126,433.75,"1b","1b","1b","1b","1b"
"417","2025-04-19 08:00:00",2196,292,2050,146,432.32,"1b","1b","1b","1b","1b"
"418","2025-04-19 09:00:00",1931,281,1790,140,431.25,"1b","1b","1b","1b","1b"
"419","2025-04-19 10:00:00",2060,223,1948,112,425.91,"1b","1b","1b","1b","1b"
"420","2025-04-19 11:00:00",2008,198,1909,99,445.92,"1b","1b","1b","1b","1b"
"421","2025-04-19 12:00:00",2105,293,1959,146,443.5,"1b","1b","1b","1b","1b"
"422","2025-04-19 13:00:00",2206,333,2040,166,432.56,"1b","1b","1b","1b","1b"
"423","2025-04-19 14:00:00",2143,278,2004,139,423.84,"1b","1b","1b","1b","1b"
"424","2025-04-19 15:00:00",1936,237,1817,118,420.04,"1b","1b","1b","1b","1b"
"425","2025-04-19 16:00:00",2042,217,1934,108,416.54,"1b","1b","1b","1b","1b"
"426","2025-04-19 17:00:00",2120,300,1970,150,420.7,"1b","1b","1b","1b","1b"
"427","2025-04-19 18:00:00",2240,378,2051,189,422.87,"1b","1b","1b","1b","1b"
"428","2025-04-19 19:00:00",1897,277,1759,138,422.56,"1b","1b","1b","1b","1b"
"429","2025-04-19 20:00:00",2217,405,2014,202,419.33,"1b","1b","1b","1b","1b"
"430","2025-04-19 21:00:00",2599,655,2271,328,420.4,"1b","1b","1b","1b","1b"
"431","2025-04-19 22:00:00",2193,527,1930,264,420.37,"1b","1b","1b","1b","1b"
"432","2025-04-19 23:00:00",1226,150,1151,75,423.87,"1b","1b","1b","1b","1b"
"433","2025-04-20 00:00:00",1316,109,1261,54,423.61,"1b","1b","1b","1b","1b"
"434","2025-04-20 01:00:00",1100,94,1053,47,425.54,"1b","1b","1b","1b","1b"
"435","2025-04-20 02:00:00",1194,72,1158,36,423.78,"1b","1b","1b","1b","1b"
"436","2025-04-20 03:00:00",1154,73,1118,36,425.72,"1b","1b","1b","1b","1b"
"437","2025-04-20 04:00:00",1272,116,1214,58,425.68,"1b","1b","1b","1b","1b"
"438","2025-04-20 05:00:00",1125,102,1074,51,427.54,"1b","1b","1b","1b","1b"
"439","2025-04-20 06:00:00",1237,126,1174,63,425.78,"1b","1b","1b","1b","1b"
"440","2025-04-20 07:00:00",1511,208,1407,104,425.08,"1b","1b","1b","1b","1b"
"441","2025-04-20 08:00:00",1948,364,1766,182,423.61,"1b","1b","1b","1b","1b"
"442","2025-04-20 09:00:00",1995,327,1832,164,426.65,"1b","1b","1b","1b","1b"
"443","2025-04-20 10:00:00",6442,1594,5645,797,422.82,"1b","1b","1b","1b","1b"
"444","2025-04-20 11:00:00",1611,149,1536,74,421.31,"1b","1b","1b","1b","1b"
"445","2025-04-20 12:00:00",1923,146,1850,73,418.39,"1b","1b","1b","1b","1b"
"446","2025-04-20 13:00:00",1987,150,1912,75,417.67,"1b","1b","1b","1b","1b"
"447","2025-04-20 14:00:00",2379,173,2293,86,415.52,"1b","1b","1b","1b","1b"
"448","2025-04-20 15:00:00",2076,146,2003,73,415.27,"1b","1b","1b","1b","1b"
"449","2025-04-20 16:00:00",1963,155,1885,78,411.63,"1b","1b","1b","1b","1b"
"450","2025-04-20 17:00:00",1812,132,1746,66,412.22,"1b","1b","1b","1b","1b"
"451","2025-04-20 18:00:00",2437,225,2325,112,412.53,"1b","1b","1b","1b","1b"
"452","2025-04-20 19:00:00",2669,250,2544,125,419.59,"1b","1b","1b","1b","1b"
"453","2025-04-20 20:00:00",4610,517,4352,258,422.79,"1b","1b","1b","1b","1b"
"454","2025-04-20 21:00:00",3431,484,3189,242,426.56,"1b","1b","1b","1b","1b"
"455","2025-04-20 22:00:00",3025,459,2795,230,427.92,"1b","1b","1b","1b","1b"
"456","2025-04-20 23:00:00",2592,309,2438,154,433.04,"1b","1b","1b","1b","1b"
"457","2025-04-21 00:00:00",2815,260,2685,130,436.04,"1b","1b","1b","1b","1b"
"458","2025-04-21 01:00:00",2756,289,2612,144,444.91,"1b","1b","1b","1b","1b"
"459","2025-04-21 02:00:00",3271,310,3116,155,448.41,"1b","1b","1b","1b","1b"
"460","2025-04-21 03:00:00",3145,332,2979,166,452.8,"1b","1b","1b","1b","1b"
"461","2025-04-21 04:00:00",3201,338,3032,169,451.54,"1b","1b","1b","1b","1b"
"462","2025-04-21 05:00:00",3070,341,2900,170,451.76,"1b","1b","1b","1b","1b"
"463","2025-04-21 06:00:00",2937,335,2770,168,445.69,"1b","1b","1b","1b","1b"
"464","2025-04-21 07:00:00",2812,384,2620,192,455.33,"1b","1b","1b","1b","1b"
"465","2025-04-21 08:00:00",3140,415,2932,208,452.01,"1b","1b","1b","1b","1b"
"466","2025-04-21 09:00:00",3375,445,3152,222,451.76,"1b","1b","1b","1b","1b"
"467","2025-04-21 10:00:00",3414,453,3187,226,449.2,"1b","1b","1b","1b","1b"
"468","2025-04-21 11:00:00",2684,378,2495,189,447.15,"1b","1b","1b","1b","1b"
"469","2025-04-21 12:00:00",2457,279,2317,140,439.26,"1b","1b","1b","1b","1b"
"470","2025-04-21 13:00:00",2207,225,2094,112,425.19,"1b","1b","1b","1b","1b"
"471","2025-04-21 14:00:00",2059,176,1971,88,432.1,"1b","1b","1b","1b","1b"
"472","2025-04-21 15:00:00",1976,132,1910,66,431.09,"1b","1b","1b","1b","1b"
"473","2025-04-21 16:00:00",1886,113,1829,56,429.19,"1b","1b","1b","1b","1b"
"474","2025-04-21 17:00:00",2378,265,2245,132,430.07,"1b","1b","1b","1b","1b"
"475","2025-04-21 18:00:00",3001,461,2771,230,431.27,"1b","1b","1b","1b","1b"
"476","2025-04-21 19:00:00",3475,555,3198,278,437.68,"1b","1b","1b","1b","1b"
"477","2025-04-21 20:00:00",2583,364,2401,182,439.28,"1b","1b","1b","1b","1b"
"478","2025-04-21 21:00:00",2409,340,2239,170,443.84,"1b","1b","1b","1b","1b"
"479","2025-04-21 22:00:00",2764,346,2591,173,446.1,"1b","1b","1b","1b","1b"
"480","2025-04-21 23:00:00",2452,320,2292,160,454.22,"1b","1b","1b","1b","1b"
"481","2025-04-22 00:00:00",2215,222,2104,111,453.52,"1b","1b","1b","1b","1b"
"482","2025-04-22 01:00:00",1804,104,1752,52,456.38,"1b","1b","1b","1b","1b"
"483","2025-04-22 02:00:00",1645,83,1603,42,454.36,"1b","1b","1b","1b","1b"
"484","2025-04-22 03:00:00",1563,82,1522,41,457.96,"1b","1b","1b","1b","1b"
"485","2025-04-22 04:00:00",1798,114,1741,57,456.24,"1b","1b","1b","1b","1b"
"486","2025-04-22 05:00:00",1629,158,1550,79,455.84,"1b","1b","1b","1b","1b"
"487","2025-04-22 06:00:00",2100,234,1983,117,452.21,"1b","1b","1b","1b","1b"
"488","2025-04-22 07:00:00",1664,220,1554,110,447.71,"1b","1b","1b","1b","1b"
"489","2025-04-22 08:00:00",1954,216,1846,108,438.45,"1b","1b","1b","1b","1b"
"490","2025-04-22 09:00:00",1803,179,1713,90,431.22,"1b","1b","1b","1b","1b"
"491","2025-04-22 10:00:00",1896,138,1827,69,423.89,"1b","1b","1b","1b","1b"
"492","2025-04-22 11:00:00",1828,116,1770,58,421.25,"1b","1b","1b","1b","1b"
"493","2025-04-22 12:00:00",2018,123,1956,62,419.55,"1b","1b","1b","1b","1b"
"494","2025-04-22 13:00:00",1814,97,1765,48,419.36,"1b","1b","1b","1b","1b"
"495","2025-04-22 14:00:00",2057,142,1986,71,411.36,"1b","1b","1b","1b","1b"
"496","2025-04-22 15:00:00",1796,147,1722,74,418.06,"1b","1b","1b","1b","1b"
"497","2025-04-22 16:00:00",1995,124,1933,62,440.38,"1b","1b","1b","1b","1b"
"498","2025-04-22 17:00:00",2250,183,2158,92,432.88,"1b","1b","1b","1b","1b"
"499","2025-04-22 18:00:00",2304,208,2200,104,425,"1b","1b","1b","1b","1b"
"500","2025-04-22 19:00:00",2198,181,2108,90,428.3,"1b","1b","1b","1b","1b"
"501","2025-04-22 20:00:00",2389,208,2285,104,423.77,"1b","1b","1b","1b","1b"
"502","2025-04-22 21:00:00",2074,175,1987,88,427.61,"1b","1b","1b","1b","1b"
"503","2025-04-22 22:00:00",1772,88,1728,44,427.2,"1b","1b","1b","1b","1b"
"504","2025-04-22 23:00:00",1518,75,1481,38,433.54,"1b","1b","1b","1b","1b"
"505","2025-04-23 00:00:00",1846,81,1805,40,428.75,"1b","1b","1b","1b","1b"
"506","2025-04-23 01:00:00",1834,69,1799,34,430.66,"1b","1b","1b","1b","1b"
"507","2025-04-23 02:00:00",1852,84,1810,42,428.59,"1b","1b","1b","1b","1b"
"508","2025-04-23 03:00:00",1627,77,1589,38,430.93,"1b","1b","1b","1b","1b"
"509","2025-04-23 04:00:00",1723,73,1687,36,429.49,"1b","1b","1b","1b","1b"
"510","2025-04-23 05:00:00",1562,84,1520,42,434.4,"1b","1b","1b","1b","1b"
"511","2025-04-23 06:00:00",1880,189,1786,94,430.01,"1b","1b","1b","1b","1b"
"512","2025-04-23 07:00:00",1894,220,1784,110,434.1,"1b","1b","1b","1b","1b"
"513","2025-04-23 08:00:00",2313,363,2131,182,430.98,"1b","1b","1b","1b","1b"
"514","2025-04-23 09:00:00",2240,425,2028,212,443.71,"1b","1b","1b","1b","1b"
"515","2025-04-23 10:00:00",2417,359,2238,180,455.14,"1b","1b","1b","1b","1b"
"516","2025-04-23 11:00:00",2130,299,1981,150,456.82,"1b","1b","1b","1b","1b"
"517","2025-04-23 12:00:00",2138,238,2019,119,442.82,"1b","1b","1b","1b","1b"
"518","2025-04-23 13:00:00",2324,329,2159,164,431.94,"1b","1b","1b","1b","1b"
"519","2025-04-23 14:00:00",2579,289,2434,144,422.43,"1b","1b","1b","1b","1b"
"520","2025-04-23 15:00:00",2489,353,2313,176,426.93,"1b","1b","1b","1b","1b"
"521","2025-04-23 16:00:00",2787,328,2623,164,426.57,"1b","1b","1b","1b","1b"
"522","2025-04-23 17:00:00",2539,300,2389,150,429.39,"1b","1b","1b","1b","1b"
"523","2025-04-23 18:00:00",3185,477,2946,238,433.18,"1b","1b","1b","1b","1b"
"524","2025-04-23 19:00:00",3645,615,3338,308,444.61,"1b","1b","1b","1b","1b"
"525","2025-04-23 20:00:00",4410,712,4054,356,450.28,"1b","1b","1b","1b","1b"
"526","2025-04-23 21:00:00",3142,432,2926,216,451.55,"1b","1b","1b","1b","1b"
"527","2025-04-23 22:00:00",2738,374,2551,187,443.89,"1b","1b","1b","1b","1b"
"528","2025-04-23 23:00:00",2038,343,1867,172,437.29,"1b","1b","1b","1b","1b"
"529","2025-04-24 00:00:00",1793,203,1692,102,432,"1b","1b","1b","1b","1b"
"530","2025-04-24 01:00:00",1584,220,1474,110,432.72,"1b","1b","1b","1b","1b"
"531","2025-04-24 02:00:00",1867,219,1757,110,432.15,"1b","1b","1b","1b","1b"
"532","2025-04-24 03:00:00",1600,227,1487,114,435.04,"1b","1b","1b","1b","1b"
"533","2025-04-24 04:00:00",1629,231,1514,116,437.12,"1b","1b","1b","1b","1b"
"534","2025-04-24 05:00:00",1597,271,1461,136,435.47,"1b","1b","1b","1b","1b"
"535","2025-04-24 06:00:00",1921,294,1774,147,432.57,"1b","1b","1b","1b","1b"
"536","2025-04-24 07:00:00",1595,201,1494,100,435.29,"1b","1b","1b","1b","1b"
"537","2025-04-24 08:00:00",1777,183,1685,92,419.93,"1b","1b","1b","1b","1b"
"538","2025-04-24 09:00:00",1754,285,1612,142,421.43,"1b","1b","1b","1b","1b"
"539","2025-04-24 10:00:00",1906,315,1749,158,454.03,"1b","1b","1b","1b","1b"
"540","2025-04-24 11:00:00",1978,283,1837,142,448.11,"1b","1b","1b","1b","1b"
"541","2025-04-24 12:00:00",2057,204,1955,102,438.52,"1b","1b","1b","1b","1b"
"542","2025-04-24 13:00:00",2394,214,2287,107,426.15,"1b","1b","1b","1b","1b"
"543","2025-04-24 14:00:00",2323,208,2219,104,421.88,"1b","1b","1b","1b","1b"
"544","2025-04-24 15:00:00",2593,321,2433,160,418.41,"1b","1b","1b","1b","1b"
"545","2025-04-24 16:00:00",2626,271,2490,136,418.08,"1b","1b","1b","1b","1b"
"546","2025-04-24 17:00:00",2358,204,2256,102,413.51,"1b","1b","1b","1b","1b"
"547","2025-04-24 18:00:00",2491,218,2382,109,416.31,"1b","1b","1b","1b","1b"
"548","2025-04-24 19:00:00",2959,277,2820,138,421.3,"1b","1b","1b","1b","1b"
"549","2025-04-24 20:00:00",4897,664,4565,332,435.02,"1b","1b","1b","1b","1b"
"550","2025-04-24 21:00:00",5510,861,5080,430,444.09,"1b","1b","1b","1b","1b"
"551","2025-04-24 22:00:00",3476,484,3234,242,443.64,"1b","1b","1b","1b","1b"
"552","2025-04-24 23:00:00",2262,252,2136,126,440.74,"1b","1b","1b","1b","1b"
"553","2025-04-25 00:00:00",3319,398,3120,199,446.98,"1b","1b","1b","1b","1b"
"554","2025-04-25 01:00:00",3491,709,3137,354,449.77,"1b","1b","1b","1b","1b"
"555","2025-04-25 02:00:00",2585,360,2405,180,454.9,"1b","1b","1b","1b","1b"
"556","2025-04-25 03:00:00",2226,242,2105,121,453.26,"1b","1b","1b","1b","1b"
"557","2025-04-25 04:00:00",2316,266,2183,133,459.08,"1b","1b","1b","1b","1b"
"558","2025-04-25 05:00:00",2528,422,2317,211,459.96,"1b","1b","1b","1b","1b"
"559","2025-04-25 06:00:00",3010,504,2758,252,459.43,"1b","1b","1b","1b","1b"
"560","2025-04-25 07:00:00",2183,285,2041,142,451.33,"1b","1b","1b","1b","1b"
"561","2025-04-25 08:00:00",2287,259,2158,130,443.16,"1b","1b","1b","1b","1b"
"562","2025-04-25 09:00:00",2190,285,2048,142,431.57,"1b","1b","1b","1b","1b"
"563","2025-04-25 10:00:00",2192,242,2071,121,445.41,"1b","1b","1b","1b","1b"
"564","2025-04-25 11:00:00",2426,237,2308,118,438.75,"1b","1b","1b","1b","1b"
"565","2025-04-25 12:00:00",2423,208,2319,104,426.36,"1b","1b","1b","1b","1b"
"566","2025-04-25 13:00:00",2602,243,2481,122,416.13,"1b","1b","1b","1b","1b"
"567","2025-04-25 14:00:00",2466,247,2342,124,422.63,"1b","1b","1b","1b","1b"
"568","2025-04-25 15:00:00",2442,244,2320,122,422.61,"1b","1b","1b","1b","1b"
"569","2025-04-25 16:00:00",2633,245,2511,122,414.93,"1b","1b","1b","1b","1b"
"570","2025-04-25 17:00:00",2539,240,2419,120,414.84,"1b","1b","1b","1b","1b"
"571","2025-04-25 18:00:00",2699,270,2564,135,415.11,"1b","1b","1b","1b","1b"
"572","2025-04-25 19:00:00",3478,425,3265,212,425.61,"1b","1b","1b","1b","1b"
"573","2025-04-25 20:00:00",4832,736,4464,368,440.86,"1b","1b","1b","1b","1b"
"574","2025-04-25 21:00:00",7838,1562,7057,781,458.35,"1b","1b","1b","1b","1b"
"575","2025-04-25 22:00:00",6875,1080,6335,540,455.07,"1b","1b","1b","1b","1b"
"576","2025-04-25 23:00:00",3388,521,3128,260,450.08,"1b","1b","1b","1b","1b"
"577","2025-04-26 00:00:00",2938,444,2716,222,442.19,"1b","1b","1b","1b","1b"
"578","2025-04-26 01:00:00",2723,399,2523,200,442.43,"1b","1b","1b","1b","1b"
"579","2025-04-26 02:00:00",2589,347,2415,174,441.78,"1b","1b","1b","1b","1b"
"580","2025-04-26 03:00:00",2194,286,2051,143,438.49,"1b","1b","1b","1b","1b"
"581","2025-04-26 04:00:00",2316,270,2181,135,435.98,"1b","1b","1b","1b","1b"
"582","2025-04-26 05:00:00",1973,257,1844,128,438.47,"1b","1b","1b","1b","1b"
"583","2025-04-26 06:00:00",2036,261,1906,130,434.3,"1b","1b","1b","1b","1b"
"584","2025-04-26 07:00:00",2451,339,2282,170,435.95,"1b","1b","1b","1b","1b"
"585","2025-04-26 08:00:00",2517,327,2353,164,433.69,"1b","1b","1b","1b","1b"
"586","2025-04-26 09:00:00",2761,407,2558,204,428.16,"1b","1b","1b","1b","1b"
"587","2025-04-26 10:00:00",2368,252,2242,126,422.13,"1b","1b","1b","1b","1b"
"588","2025-04-26 11:00:00",2226,202,2125,101,419.29,"1b","1b","1b","1b","1b"
"589","2025-04-26 12:00:00",2481,281,2341,140,415.13,"1b","1b","1b","1b","1b"
"590","2025-04-26 13:00:00",2408,338,2239,169,416.55,"1b","1b","1b","1b","1b"
"591","2025-04-26 14:00:00",2738,329,2573,164,415.01,"1b","1b","1b","1b","1b"
"592","2025-04-26 15:00:00",2444,258,2315,129,410.58,"1b","1b","1b","1b","1b"
"593","2025-04-26 16:00:00",2627,272,2491,136,408.61,"1b","1b","1b","1b","1b"
"594","2025-04-26 17:00:00",3102,441,2881,220,413.47,"1b","1b","1b","1b","1b"
"595","2025-04-26 18:00:00",3637,640,3317,320,417.27,"1b","1b","1b","1b","1b"
"596","2025-04-26 19:00:00",4494,812,4088,406,427.84,"1b","1b","1b","1b","1b"
"597","2025-04-26 20:00:00",4860,720,4500,360,437.43,"1b","1b","1b","1b","1b"
"598","2025-04-26 21:00:00",5991,896,5543,448,451.33,"1b","1b","1b","1b","1b"
"599","2025-04-26 22:00:00",5830,935,5363,468,453.45,"1b","1b","1b","1b","1b"
"600","2025-04-26 23:00:00",4991,705,4638,352,460.06,"1b","1b","1b","1b","1b"
"601","2025-04-27 00:00:00",4355,590,4060,295,459.86,"1b","1b","1b","1b","1b"
"602","2025-04-27 01:00:00",3750,573,3463,286,463.63,"1b","1b","1b","1b","1b"
"603","2025-04-27 02:00:00",3728,474,3491,237,463.4,"1b","1b","1b","1b","1b"
"604","2025-04-27 03:00:00",3585,453,3359,226,465.35,"1b","1b","1b","1b","1b"
"605","2025-04-27 04:00:00",2819,298,2670,149,462.67,"1b","1b","1b","1b","1b"
"606","2025-04-27 05:00:00",2201,234,2084,117,458.13,"1b","1b","1b","1b","1b"
"607","2025-04-27 06:00:00",1892,159,1812,80,448.31,"1b","1b","1b","1b","1b"
"608","2025-04-27 07:00:00",1602,129,1537,64,442.01,"1b","1b","1b","1b","1b"
"609","2025-04-27 08:00:00",1866,129,1801,64,431.82,"1b","1b","1b","1b","1b"
"610","2025-04-27 09:00:00",1836,153,1759,76,428.23,"1b","1b","1b","1b","1b"
"611","2025-04-27 10:00:00",1853,97,1804,48,424.27,"1b","1b","1b","1b","1b"
"612","2025-04-27 11:00:00",1678,120,1618,60,422.82,"1b","1b","1b","1b","1b"
"613","2025-04-27 12:00:00",1999,97,1951,48,418.48,"1b","1b","1b","1b","1b"
"614","2025-04-27 13:00:00",1981,106,1928,53,419.56,"1b","1b","1b","1b","1b"
"615","2025-04-27 14:00:00",2055,98,2006,49,412.04,"1b","1b","1b","1b","1b"
"616","2025-04-27 15:00:00",2219,124,2157,62,412.18,"1b","1b","1b","1b","1b"
"617","2025-04-27 16:00:00",2094,110,2039,55,410.42,"1b","1b","1b","1b","1b"
"618","2025-04-27 17:00:00",2474,144,2402,72,411.44,"1b","1b","1b","1b","1b"
"619","2025-04-27 18:00:00",2264,150,2189,75,411.19,"1b","1b","1b","1b","1b"
"620","2025-04-27 19:00:00",3210,449,2985,224,420.19,"1b","1b","1b","1b","1b"
"621","2025-04-27 20:00:00",3686,720,3326,360,423.4,"1b","1b","1b","1b","1b"
"622","2025-04-27 21:00:00",2968,540,2698,270,433.72,"1b","1b","1b","1b","1b"
"623","2025-04-27 22:00:00",3492,675,3155,338,439.6,"1b","1b","1b","1b","1b"
"624","2025-04-27 23:00:00",3181,474,2944,237,450.83,"1b","1b","1b","1b","1b"
"625","2025-04-28 00:00:00",3053,308,2899,154,459.1,"1b","1b","1b","1b","1b"
"626","2025-04-28 01:00:00",2732,265,2599,132,474.58,"1b","1b","1b","1b","1b"
"627","2025-04-28 02:00:00",3351,368,3167,184,482.06,"1b","1b","1b","1b","1b"
"628","2025-04-28 03:00:00",2986,311,2831,156,489.34,"1b","1b","1b","1b","1b"
"629","2025-04-28 04:00:00",2698,329,2534,164,489.78,"1b","1b","1b","1b","1b"
"630","2025-04-28 05:00:00",3509,592,3213,296,493.05,"1b","1b","1b","1b","1b"
"631","2025-04-28 06:00:00",4433,1211,3827,606,484.69,"1b","1b","1b","1b","1b"
"632","2025-04-28 07:00:00",2331,479,2092,240,464.34,"1b","1b","1b","1b","1b"
"633","2025-04-28 08:00:00",2155,261,2025,130,444.9,"1b","1b","1b","1b","1b"
"634","2025-04-28 09:00:00",2479,281,2338,140,438.03,"1b","1b","1b","1b","1b"
"635","2025-04-28 10:00:00",2192,170,2107,85,439.46,"1b","1b","1b","1b","1b"
"636","2025-04-28 11:00:00",2412,175,2325,88,448.95,"1b","1b","1b","1b","1b"
"637","2025-04-28 12:00:00",2391,177,2302,88,442.24,"1b","1b","1b","1b","1b"
"638","2025-04-28 13:00:00",2478,205,2375,102,431.95,"1b","1b","1b","1b","1b"
"639","2025-04-28 14:00:00",2507,208,2403,104,437.14,"1b","1b","1b","1b","1b"
"640","2025-04-28 15:00:00",2624,210,2519,105,434.05,"1b","1b","1b","1b","1b"
"641","2025-04-28 16:00:00",2792,244,2670,122,434.53,"1b","1b","1b","1b","1b"
"642","2025-04-28 17:00:00",3108,286,2965,143,422.91,"1b","1b","1b","1b","1b"
