"","datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
"20","2026-02-01 19:00:00",4828,1342,4157,671,422.83,"1b","1b","1b","1b","1b"
"21","2026-02-01 20:00:00",3270,793,2874,396,423.82,"1b","1b","1b","1b","1b"
"22","2026-02-01 21:00:00",2752,714,2395,357,420.12,"1b","1b","1b","1b","1b"
"23","2026-02-01 22:00:00",2897,744,2525,372,424.42,"1b","1b","1b","1b","1b"
"24","2026-02-01 23:00:00",2544,645,2221,322,424.38,"1b","1b","1b","1b","1b"
"25","2026-02-02 00:00:00",2592,618,2283,309,418.75,"1b","1b","1b","1b","1b"
"26","2026-02-02 01:00:00",1614,373,1428,186,413.5,"1b","1b","1b","1b","1b"
"27","2026-02-02 02:00:00",1452,372,1266,186,416.21,"1b","1b","1b","1b","1b"
"28","2026-02-02 03:00:00",1679,350,1504,175,413.72,"1b","1b","1b","1b","1b"
"29","2026-02-02 04:00:00",1203,227,1089,114,412.22,"1b","1b","1b","1b","1b"
"30","2026-02-02 05:00:00",1139,266,1006,133,412.37,"1b","1b","1b","1b","1b"
"31","2026-02-02 06:00:00",1134,294,987,147,413.35,"1b","1b","1b","1b","1b"
"32","2026-02-02 07:00:00",1348,342,1177,171,410.67,"1b","1b","1b","1b","1b"
"33","2026-02-02 08:00:00",1839,609,1535,304,416.52,"1b","1b","1b","1b","1b"
"34","2026-02-02 09:00:00",2246,780,1856,390,414.2,"1b","1b","1b","1b","1b"
"35","2026-02-02 10:00:00",1709,447,1486,224,410.12,"1b","1b","1b","1b","1b"
"36","2026-02-02 11:00:00",1967,601,1667,300,418.46,"1b","1b","1b","1b","1b"
"37","2026-02-02 12:00:00",2323,790,1928,395,475.38,"1b","1b","1b","1b","1b"
"38","2026-02-02 13:00:00",2496,803,2095,402,466.93,"1b","1b","1b","1b","1b"
"39","2026-02-02 14:00:00",2817,760,2437,380,443.74,"1b","1b","1b","1b","1b"
"40","2026-02-02 15:00:00",2808,894,2361,447,428.99,"1b","1b","1b","1b","1b"
"41","2026-02-02 16:00:00",2800,867,2367,434,423.69,"1b","1b","1b","1b","1b"
"42","2026-02-02 17:00:00",3302,850,2877,425,423.2,"1b","1b","1b","1b","1b"
"43","2026-02-02 18:00:00",3116,833,2699,416,423.18,"1b","1b","1b","1b","1b"
"44","2026-02-02 19:00:00",3581,958,3102,479,418.8,"1b","1b","1b","1b","1b"
"45","2026-02-02 20:00:00",3698,1021,3187,510,423.08,"1b","1b","1b","1b","1b"
"46","2026-02-02 21:00:00",3334,861,2903,430,419.73,"1b","1b","1b","1b","1b"
"47","2026-02-02 22:00:00",3502,881,3062,440,421.72,"1b","1b","1b","1b","1b"
"48","2026-02-02 23:00:00",2935,810,2530,405,419.49,"1b","1b","1b","1b","1b"
"49","2026-02-03 00:00:00",2395,647,2071,324,417.54,"1b","1b","1b","1b","1b"
"50","2026-02-03 01:00:00",1479,429,1264,214,416.84,"1b","1b","1b","1b","1b"
"51","2026-02-03 02:00:00",1592,362,1411,181,411.92,"1b","1b","1b","1b","1b"
"52","2026-02-03 03:00:00",2330,702,1979,351,409.08,"1b","1b","1b","1b","1b"
"53","2026-02-03 04:00:00",2736,687,2392,344,412.57,"1b","1b","1b","1b","1b"
"54","2026-02-03 05:00:00",2840,825,2427,412,408.92,"1b","1b","1b","1b","1b"
"55","2026-02-03 06:00:00",3251,852,2825,426,410.52,"1b","1b","1b","1b","1b"
"56","2026-02-03 07:00:00",2937,829,2523,414,412.62,"1b","1b","1b","1b","1b"
"57","2026-02-03 08:00:00",3311,821,2900,410,411.67,"1b","1b","1b","1b","1b"
"58","2026-02-03 09:00:00",3598,1172,3012,586,416.69,"1b","1b","1b","1b","1b"
"59","2026-02-03 10:00:00",4829,1398,4130,699,426.19,"1b","1b","1b","1b","1b"
"60","2026-02-03 11:00:00",4281,1407,3577,704,413.87,"1b","1b","1b","1b","1b"
"61","2026-02-03 12:00:00",5140,1284,4498,642,431.33,"1b","1b","1b","1b","1b"
"62","2026-02-03 13:00:00",4477,1224,3865,612,425.13,"1b","1b","1b","1b","1b"
"63","2026-02-03 14:00:00",5961,1362,5280,681,417.42,"1b","1b","1b","1b","1b"
"64","2026-02-03 15:00:00",4931,1443,4209,722,416.48,"1b","1b","1b","1b","1b"
"65","2026-02-03 16:00:00",5516,1480,4776,740,416.98,"1b","1b","1b","1b","1b"
"66","2026-02-03 17:00:00",4238,1347,3565,674,439.55,"1b","1b","1b","1b","1b"
"67","2026-02-03 18:00:00",5319,1240,4699,620,424.56,"1b","1b","1b","1b","1b"
"68","2026-02-03 19:00:00",3403,1032,2887,516,425.14,"1b","1b","1b","1b","1b"
"69","2026-02-03 20:00:00",4350,976,3862,488,425.13,"1b","1b","1b","1b","1b"
"70","2026-02-03 21:00:00",3643,1354,2966,677,425.19,"1b","1b","1b","1b","1b"
"71","2026-02-03 22:00:00",4782,1335,4115,668,423.01,"1b","1b","1b","1b","1b"
"72","2026-02-03 23:00:00",3240,1225,2628,612,429.43,"1b","1b","1b","1b","1b"
"73","2026-02-04 00:00:00",5251,1502,4500,751,430.08,"1b","1b","1b","1b","1b"
"74","2026-02-04 01:00:00",3010,1315,2353,658,429.29,"1b","1b","1b","1b","1b"
"75","2026-02-04 02:00:00",4657,1174,4070,587,428.11,"1b","1b","1b","1b","1b"
"76","2026-02-04 03:00:00",2874,1114,2317,557,433.01,"1b","1b","1b","1b","1b"
"77","2026-02-04 04:00:00",4044,992,3548,496,431.37,"1b","1b","1b","1b","1b"
"78","2026-02-04 05:00:00",2056,847,1632,424,438.34,"1b","1b","1b","1b","1b"
"79","2026-02-04 06:00:00",3483,993,2986,496,435.18,"1b","1b","1b","1b","1b"
"80","2026-02-04 07:00:00",2101,1077,1563,538,444.66,"1b","1b","1b","1b","1b"
"81","2026-02-04 08:00:00",4229,1510,3474,755,447.79,"1b","1b","1b","1b","1b"
"82","2026-02-04 09:00:00",2148,1253,1522,626,449.57,"1b","1b","1b","1b","1b"
"83","2026-02-04 10:00:00",2340,649,2015,324,431.28,"1b","1b","1b","1b","1b"
"84","2026-02-04 11:00:00",1056,526,793,263,430.42,"1b","1b","1b","1b","1b"
"85","2026-02-04 15:00:00",5113,658,4784,329,448.98,"1b","1b","1b","1b","1b"
"86","2026-02-04 16:00:00",2132,668,1798,334,431.78,"1b","1b","1b","1b","1b"
"87","2026-02-04 17:00:00",1714,556,1436,278,414.95,"1b","1b","1b","1b","1b"
"88","2026-02-04 18:00:00",1795,543,1524,272,412.46,"1b","1b","1b","1b","1b"
"89","2026-02-04 19:00:00",1701,465,1469,232,408.82,"1b","1b","1b","1b","1b"
"90","2026-02-04 20:00:00",1871,489,1627,244,410.85,"1b","1b","1b","1b","1b"
"91","2026-02-04 21:00:00",1779,470,1544,235,403.84,"1b","1b","1b","1b","1b"
"92","2026-02-04 22:00:00",1996,508,1742,254,414.19,"1b","1b","1b","1b","1b"
"93","2026-02-04 23:00:00",1986,543,1715,272,406.75,"1b","1b","1b","1b","1b"
"94","2026-02-05 00:00:00",1860,563,1579,282,416.48,"1b","1b","1b","1b","1b"
"95","2026-02-05 01:00:00",1948,616,1640,308,411.04,"1b","1b","1b","1b","1b"
"96","2026-02-05 02:00:00",2875,803,2473,402,420.21,"1b","1b","1b","1b","1b"
"97","2026-02-05 03:00:00",3135,907,2681,454,415.62,"1b","1b","1b","1b","1b"
"98","2026-02-05 04:00:00",3433,975,2946,488,421.91,"1b","1b","1b","1b","1b"
"99","2026-02-05 05:00:00",3200,890,2755,445,414.3,"1b","1b","1b","1b","1b"
"100","2026-02-05 06:00:00",2586,724,2224,362,421.71,"1b","1b","1b","1b","1b"
"101","2026-02-05 07:00:00",2201,610,1896,305,416.66,"1b","1b","1b","1b","1b"
"102","2026-02-05 08:00:00",2194,681,1853,340,420.31,"1b","1b","1b","1b","1b"
"103","2026-02-05 09:00:00",2576,774,2189,387,417.27,"1b","1b","1b","1b","1b"
"104","2026-02-05 10:00:00",2478,795,2080,398,422.85,"1b","1b","1b","1b","1b"
"105","2026-02-05 11:00:00",2067,685,1724,342,420.14,"1b","1b","1b","1b","1b"
"106","2026-02-05 12:00:00",2168,684,1826,342,422.11,"1b","1b","1b","1b","1b"
"107","2026-02-05 13:00:00",1981,598,1682,299,422.54,"1b","1b","1b","1b","1b"
"108","2026-02-05 14:00:00",1962,596,1664,298,424.16,"1b","1b","1b","1b","1b"
"109","2026-02-05 15:00:00",2434,705,2081,352,420.69,"1b","1b","1b","1b","1b"
"110","2026-02-05 16:00:00",2499,774,2112,387,423.84,"1b","1b","1b","1b","1b"
"111","2026-02-05 17:00:00",3185,976,2697,488,421.18,"1b","1b","1b","1b","1b"
"112","2026-02-05 18:00:00",3368,1061,2837,530,426.92,"1b","1b","1b","1b","1b"
"113","2026-02-05 19:00:00",3016,897,2567,448,420.41,"1b","1b","1b","1b","1b"
"114","2026-02-05 20:00:00",2760,771,2374,386,426.15,"1b","1b","1b","1b","1b"
"115","2026-02-05 21:00:00",2069,611,1764,306,422.27,"1b","1b","1b","1b","1b"
"116","2026-02-05 22:00:00",1750,490,1505,245,429.77,"1b","1b","1b","1b","1b"
"117","2026-02-05 23:00:00",1561,466,1328,233,431.38,"1b","1b","1b","1b","1b"
"118","2026-02-06 00:00:00",1536,440,1316,220,428.33,"1b","1b","1b","1b","1b"
"119","2026-02-06 01:00:00",1394,421,1183,210,425.73,"1b","1b","1b","1b","1b"
"120","2026-02-06 02:00:00",1567,469,1332,234,429.85,"1b","1b","1b","1b","1b"
"121","2026-02-06 03:00:00",1427,464,1195,232,423.18,"1b","1b","1b","1b","1b"
"122","2026-02-06 04:00:00",1616,485,1374,242,432.22,"1b","1b","1b","1b","1b"
"123","2026-02-06 05:00:00",1397,470,1162,235,422.69,"1b","1b","1b","1b","1b"
"124","2026-02-06 06:00:00",1659,517,1400,258,432.78,"1b","1b","1b","1b","1b"
"125","2026-02-06 07:00:00",1812,564,1530,282,431.28,"1b","1b","1b","1b","1b"
"126","2026-02-06 08:00:00",2219,702,1868,351,441.32,"1b","1b","1b","1b","1b"
"127","2026-02-06 09:00:00",1839,696,1491,348,439.62,"1b","1b","1b","1b","1b"
"128","2026-02-06 10:00:00",1890,681,1550,340,440.09,"1b","1b","1b","1b","1b"
"129","2026-02-06 11:00:00",1944,692,1598,346,435.28,"1b","1b","1b","1b","1b"
"130","2026-02-06 12:00:00",2151,671,1815,336,436.2,"1b","1b","1b","1b","1b"
"131","2026-02-06 13:00:00",2455,828,2041,414,458.24,"1b","1b","1b","1b","1b"
"132","2026-02-06 14:00:00",2446,883,2005,442,464.99,"1b","1b","1b","1b","1b"
"133","2026-02-06 15:00:00",2868,930,2403,465,451.42,"1b","1b","1b","1b","1b"
"134","2026-02-06 16:00:00",3289,1103,2737,552,452.75,"1b","1b","1b","1b","1b"
"135","2026-02-06 17:00:00",3239,1051,2714,526,442.95,"1b","1b","1b","1b","1b"
"136","2026-02-06 18:00:00",3042,1004,2540,502,453.34,"1b","1b","1b","1b","1b"
"137","2026-02-06 19:00:00",3517,1243,2895,622,451.73,"1b","1b","1b","1b","1b"
"138","2026-02-06 20:00:00",3635,1345,2962,672,457.62,"1b","1b","1b","1b","1b"
"139","2026-02-06 21:00:00",4181,1486,3438,743,455.44,"1b","1b","1b","1b","1b"
"140","2026-02-06 22:00:00",4460,1516,3702,758,475.48,"1b","1b","1b","1b","1b"
"141","2026-02-06 23:00:00",3795,1287,3151,644,462.63,"1b","1b","1b","1b","1b"
"142","2026-02-07 00:00:00",2199,689,1855,344,456.36,"1b","1b","1b","1b","1b"
"143","2026-02-07 01:00:00",1136,249,1012,124,430.87,"1b","1b","1b","1b","1b"
"144","2026-02-07 02:00:00",830,209,725,104,425.48,"1b","1b","1b","1b","1b"
"145","2026-02-07 03:00:00",703,211,597,106,412.74,"1b","1b","1b","1b","1b"
"146","2026-02-07 04:00:00",689,151,614,76,412.41,"1b","1b","1b","1b","1b"
"147","2026-02-07 05:00:00",563,144,491,72,404.97,"1b","1b","1b","1b","1b"
"148","2026-02-07 06:00:00",563,144,491,72,409.36,"1b","1b","1b","1b","1b"
"149","2026-02-07 07:00:00",708,164,626,82,402.42,"1b","1b","1b","1b","1b"
"150","2026-02-07 08:00:00",731,160,651,80,408.04,"1b","1b","1b","1b","1b"
"151","2026-02-07 09:00:00",416,156,338,78,407.71,"1b","1b","1b","1b","1b"
"152","2026-02-07 10:00:00",637,144,565,72,406.2,"1b","1b","1b","1b","1b"
"153","2026-02-07 11:00:00",528,133,461,66,398.33,"1b","1b","1b","1b","1b"
"154","2026-02-07 12:00:00",744,125,681,62,405.38,"1b","1b","1b","1b","1b"
"155","2026-02-07 13:00:00",855,226,742,113,401.49,"1b","1b","1b","1b","1b"
"156","2026-02-07 14:00:00",797,184,705,92,404.74,"1b","1b","1b","1b","1b"
"157","2026-02-07 15:00:00",1287,257,1158,128,398.35,"1b","1b","1b","1b","1b"
"158","2026-02-07 16:00:00",936,191,840,96,405.41,"1b","1b","1b","1b","1b"
"159","2026-02-07 17:00:00",942,188,848,94,399.35,"1b","1b","1b","1b","1b"
"160","2026-02-07 18:00:00",944,180,854,90,407.07,"1b","1b","1b","1b","1b"
"161","2026-02-07 19:00:00",1021,176,933,88,403.99,"1b","1b","1b","1b","1b"
"162","2026-02-07 20:00:00",923,172,837,86,407.85,"1b","1b","1b","1b","1b"
"163","2026-02-07 21:00:00",742,151,666,76,402.85,"1b","1b","1b","1b","1b"
"164","2026-02-07 22:00:00",817,174,730,87,407.58,"1b","1b","1b","1b","1b"
"165","2026-02-07 23:00:00",771,139,702,70,405.25,"1b","1b","1b","1b","1b"
"166","2026-02-08 00:00:00",748,133,682,66,408.97,"1b","1b","1b","1b","1b"
"167","2026-02-08 01:00:00",895,144,823,72,402.99,"1b","1b","1b","1b","1b"
"168","2026-02-08 02:00:00",731,115,674,58,409.78,"1b","1b","1b","1b","1b"
"169","2026-02-08 03:00:00",698,97,649,48,406.56,"1b","1b","1b","1b","1b"
"170","2026-02-08 04:00:00",566,77,528,38,412.9,"1b","1b","1b","1b","1b"
"171","2026-02-08 05:00:00",540,83,499,42,407.85,"1b","1b","1b","1b","1b"
"172","2026-02-08 06:00:00",488,80,448,40,412.53,"1b","1b","1b","1b","1b"
"173","2026-02-08 07:00:00",495,88,451,44,406.69,"1b","1b","1b","1b","1b"
"174","2026-02-08 08:00:00",747,107,694,54,416.01,"1b","1b","1b","1b","1b"
"175","2026-02-08 09:00:00",746,142,675,71,406.35,"1b","1b","1b","1b","1b"
"176","2026-02-08 10:00:00",578,114,521,57,409.83,"1b","1b","1b","1b","1b"
"177","2026-02-08 11:00:00",638,126,575,63,401.18,"1b","1b","1b","1b","1b"
"178","2026-02-08 12:00:00",592,150,517,75,406.32,"1b","1b","1b","1b","1b"
"179","2026-02-08 13:00:00",940,175,853,88,401.07,"1b","1b","1b","1b","1b"
"180","2026-02-08 14:00:00",797,161,716,80,404.61,"1b","1b","1b","1b","1b"
"181","2026-02-08 15:00:00",761,158,682,79,398.55,"1b","1b","1b","1b","1b"
"182","2026-02-08 16:00:00",879,185,787,92,405.53,"1b","1b","1b","1b","1b"
"183","2026-02-08 17:00:00",939,183,848,92,401.57,"1b","1b","1b","1b","1b"
"184","2026-02-08 18:00:00",1537,281,1396,140,408.69,"1b","1b","1b","1b","1b"
"185","2026-02-08 19:00:00",1416,265,1284,132,402.5,"1b","1b","1b","1b","1b"
"186","2026-02-08 20:00:00",1457,271,1322,136,416.06,"1b","1b","1b","1b","1b"
"187","2026-02-08 21:00:00",1457,268,1323,134,404.19,"1b","1b","1b","1b","1b"
"188","2026-02-08 22:00:00",994,177,905,88,410.17,"1b","1b","1b","1b","1b"
"189","2026-02-08 23:00:00",1079,144,1007,72,402.62,"1b","1b","1b","1b","1b"
"190","2026-02-09 00:00:00",947,134,880,67,408.09,"1b","1b","1b","1b","1b"
"191","2026-02-09 01:00:00",804,136,736,68,402.5,"1b","1b","1b","1b","1b"
"192","2026-02-09 02:00:00",852,141,782,70,411.61,"1b","1b","1b","1b","1b"
"193","2026-02-09 03:00:00",792,139,723,70,400.85,"1b","1b","1b","1b","1b"
"194","2026-02-09 04:00:00",747,128,683,64,409.93,"1b","1b","1b","1b","1b"
"195","2026-02-09 05:00:00",707,81,667,40,403.54,"1b","1b","1b","1b","1b"
"196","2026-02-09 06:00:00",629,93,582,46,409.83,"1b","1b","1b","1b","1b"
"197","2026-02-09 07:00:00",783,173,697,86,401.26,"1b","1b","1b","1b","1b"
"198","2026-02-09 08:00:00",1094,245,971,122,410.32,"1b","1b","1b","1b","1b"
"199","2026-02-09 09:00:00",874,225,762,112,402.45,"1b","1b","1b","1b","1b"
"200","2026-02-09 10:00:00",950,209,846,104,410.59,"1b","1b","1b","1b","1b"
"201","2026-02-09 11:00:00",1039,224,927,112,402.15,"1b","1b","1b","1b","1b"
"202","2026-02-09 12:00:00",959,209,855,104,404.3,"1b","1b","1b","1b","1b"
"203","2026-02-09 13:00:00",1062,199,962,100,392.39,"1b","1b","1b","1b","1b"
"204","2026-02-09 14:00:00",1427,278,1288,139,410.93,"1b","1b","1b","1b","1b"
"205","2026-02-09 15:00:00",1536,340,1366,170,406.91,"1b","1b","1b","1b","1b"
"206","2026-02-09 16:00:00",2042,405,1839,202,405.76,"1b","1b","1b","1b","1b"
"207","2026-02-09 17:00:00",2532,504,2280,252,404.38,"1b","1b","1b","1b","1b"
"208","2026-02-09 18:00:00",2784,593,2488,296,411.3,"1b","1b","1b","1b","1b"
"209","2026-02-09 19:00:00",2406,514,2149,257,400.69,"1b","1b","1b","1b","1b"
"210","2026-02-09 20:00:00",2349,458,2120,229,409.44,"1b","1b","1b","1b","1b"
"211","2026-02-09 21:00:00",2477,461,2246,230,402.77,"1b","1b","1b","1b","1b"
"212","2026-02-09 22:00:00",2639,476,2401,238,408,"1b","1b","1b","1b","1b"
"213","2026-02-09 23:00:00",2708,476,2470,238,403.66,"1b","1b","1b","1b","1b"
"214","2026-02-10 00:00:00",2729,489,2485,244,407.83,"1b","1b","1b","1b","1b"
"215","2026-02-10 01:00:00",2723,481,2482,240,402.24,"1b","1b","1b","1b","1b"
"216","2026-02-10 02:00:00",2717,466,2484,233,409.42,"1b","1b","1b","1b","1b"
"217","2026-02-10 03:00:00",2614,450,2389,225,402.56,"1b","1b","1b","1b","1b"
"218","2026-02-10 04:00:00",2461,413,2254,206,410.85,"1b","1b","1b","1b","1b"
"219","2026-02-10 05:00:00",2285,375,2098,188,403.17,"1b","1b","1b","1b","1b"
"220","2026-02-10 06:00:00",2384,442,2163,221,412.12,"1b","1b","1b","1b","1b"
"221","2026-02-10 07:00:00",2659,498,2410,249,413.71,"1b","1b","1b","1b","1b"
"222","2026-02-10 08:00:00",2362,454,2135,227,414.15,"1b","1b","1b","1b","1b"
"223","2026-02-10 09:00:00",2182,429,1967,214,409.22,"1b","1b","1b","1b","1b"
"224","2026-02-10 10:00:00",1889,402,1688,201,413.95,"1b","1b","1b","1b","1b"
"225","2026-02-10 11:00:00",1803,380,1613,190,438.09,"1b","1b","1b","1b","1b"
"226","2026-02-10 12:00:00",1775,479,1535,240,453.72,"1b","1b","1b","1b","1b"
"227","2026-02-10 13:00:00",1541,476,1303,238,461.23,"1b","1b","1b","1b","1b"
"228","2026-02-10 14:00:00",1433,382,1242,191,436.05,"1b","1b","1b","1b","1b"
"229","2026-02-10 15:00:00",1307,384,1115,192,422.59,"1b","1b","1b","1b","1b"
"230","2026-02-10 16:00:00",1380,372,1194,186,410.48,"1b","1b","1b","1b","1b"
"231","2026-02-10 17:00:00",1378,375,1190,188,409.16,"1b","1b","1b","1b","1b"
"232","2026-02-10 18:00:00",1883,516,1625,258,408.91,"1b","1b","1b","1b","1b"
"233","2026-02-10 19:00:00",1990,468,1756,234,416.98,"1b","1b","1b","1b","1b"
"234","2026-02-10 20:00:00",1952,454,1725,227,408.39,"1b","1b","1b","1b","1b"
"235","2026-02-10 21:00:00",1873,392,1677,196,413.93,"1b","1b","1b","1b","1b"
"236","2026-02-10 22:00:00",1711,373,1525,186,413.12,"1b","1b","1b","1b","1b"
"237","2026-02-10 23:00:00",1809,415,1602,208,418.19,"1b","1b","1b","1b","1b"
"238","2026-02-11 00:00:00",1248,329,1083,164,412.59,"1b","1b","1b","1b","1b"
"239","2026-02-11 01:00:00",1231,301,1080,150,412.93,"1b","1b","1b","1b","1b"
"240","2026-02-11 02:00:00",1214,256,1086,128,412.99,"1b","1b","1b","1b","1b"
"241","2026-02-11 03:00:00",1048,201,947,100,416.18,"1b","1b","1b","1b","1b"
"242","2026-02-11 04:00:00",944,211,838,106,414.4,"1b","1b","1b","1b","1b"
"243","2026-02-11 05:00:00",883,176,795,88,418.21,"1b","1b","1b","1b","1b"
"244","2026-02-11 06:00:00",759,134,692,67,415.45,"1b","1b","1b","1b","1b"
"245","2026-02-11 07:00:00",697,185,605,92,413.23,"1b","1b","1b","1b","1b"
"246","2026-02-11 08:00:00",881,299,731,150,407.95,"1b","1b","1b","1b","1b"
"247","2026-02-11 09:00:00",1049,346,876,173,408.66,"1b","1b","1b","1b","1b"
"248","2026-02-11 10:00:00",907,284,765,142,413.85,"1b","1b","1b","1b","1b"
"249","2026-02-11 11:00:00",1001,300,851,150,402.15,"1b","1b","1b","1b","1b"
"250","2026-02-11 12:00:00",865,211,760,106,403.37,"1b","1b","1b","1b","1b"
"251","2026-02-11 13:00:00",605,178,516,89,397.22,"1b","1b","1b","1b","1b"
"252","2026-02-11 14:00:00",668,198,569,99,402.68,"1b","1b","1b","1b","1b"
"253","2026-02-11 15:00:00",685,180,595,90,394.48,"1b","1b","1b","1b","1b"
"254","2026-02-11 16:00:00",1078,358,899,179,409.9,"1b","1b","1b","1b","1b"
"255","2026-02-11 17:00:00",1788,567,1505,284,407,"1b","1b","1b","1b","1b"
"256","2026-02-11 18:00:00",3615,1318,2956,659,433.14,"1b","1b","1b","1b","1b"
"257","2026-02-11 19:00:00",4215,1619,3405,810,436.96,"1b","1b","1b","1b","1b"
"258","2026-02-11 20:00:00",5643,2031,4627,1016,447.66,"1b","1b","1b","1b","1b"
"259","2026-02-11 21:00:00",5244,1759,4365,880,442.47,"1b","1b","1b","1b","1b"
"260","2026-02-11 22:00:00",3462,1257,2834,628,441.27,"1b","1b","1b","1b","1b"
"261","2026-02-11 23:00:00",2695,609,2391,304,425.57,"1b","1b","1b","1b","1b"
"262","2026-02-12 00:00:00",2941,569,2656,284,424.15,"1b","1b","1b","1b","1b"
"263","2026-02-12 01:00:00",3100,594,2803,297,417.56,"1b","1b","1b","1b","1b"
"264","2026-02-12 02:00:00",2900,538,2631,269,432.77,"1b","1b","1b","1b","1b"
"265","2026-02-12 03:00:00",2016,342,1845,171,421.51,"1b","1b","1b","1b","1b"
"266","2026-02-12 04:00:00",1410,240,1290,120,428.59,"1b","1b","1b","1b","1b"
"267","2026-02-12 05:00:00",1172,222,1061,111,417.95,"1b","1b","1b","1b","1b"
"268","2026-02-12 06:00:00",1207,265,1075,132,427.15,"1b","1b","1b","1b","1b"
"269","2026-02-12 07:00:00",1533,525,1270,262,421.66,"1b","1b","1b","1b","1b"
"270","2026-02-12 08:00:00",1771,632,1455,316,429.28,"1b","1b","1b","1b","1b"
"271","2026-02-12 09:00:00",3169,962,2688,481,420.44,"1b","1b","1b","1b","1b"
"272","2026-02-12 10:00:00",1796,700,1446,350,426.41,"1b","1b","1b","1b","1b"
"273","2026-02-12 11:00:00",1499,642,1178,321,444.94,"1b","1b","1b","1b","1b"
"274","2026-02-12 12:00:00",6838,1267,6205,634,450.72,"1b","1b","1b","1b","1b"
"275","2026-02-12 13:00:00",4653,912,4197,456,430.3,"1b","1b","1b","1b","1b"
"276","2026-02-12 14:00:00",2607,566,2324,283,443.59,"1b","1b","1b","1b","1b"
"277","2026-02-12 15:00:00",2098,528,1834,264,436.45,"1b","1b","1b","1b","1b"
"278","2026-02-12 16:00:00",2014,578,1725,289,433.95,"1b","1b","1b","1b","1b"
"279","2026-02-12 17:00:00",1821,547,1548,274,420.48,"1b","1b","1b","1b","1b"
"280","2026-02-12 18:00:00",1981,524,1719,262,426.82,"1b","1b","1b","1b","1b"
"281","2026-02-12 19:00:00",2310,525,2047,262,419.76,"1b","1b","1b","1b","1b"
"282","2026-02-12 20:00:00",2384,504,2132,252,424.1,"1b","1b","1b","1b","1b"
"283","2026-02-12 21:00:00",1873,436,1655,218,417.4,"1b","1b","1b","1b","1b"
"284","2026-02-12 22:00:00",1670,319,1511,160,427.13,"1b","1b","1b","1b","1b"
"285","2026-02-12 23:00:00",1634,333,1468,166,418.79,"1b","1b","1b","1b","1b"
"286","2026-02-13 00:00:00",1445,299,1295,150,421.83,"1b","1b","1b","1b","1b"
"287","2026-02-13 01:00:00",1278,256,1150,128,418.78,"1b","1b","1b","1b","1b"
"288","2026-02-13 02:00:00",1301,273,1164,136,421.25,"1b","1b","1b","1b","1b"
"289","2026-02-13 03:00:00",1095,273,959,136,413.95,"1b","1b","1b","1b","1b"
"290","2026-02-13 04:00:00",998,201,897,100,420.46,"1b","1b","1b","1b","1b"
"291","2026-02-13 05:00:00",1024,210,919,105,413.91,"1b","1b","1b","1b","1b"
"292","2026-02-13 06:00:00",897,224,785,112,418.08,"1b","1b","1b","1b","1b"
"293","2026-02-13 07:00:00",1002,262,871,131,414.42,"1b","1b","1b","1b","1b"
"294","2026-02-13 08:00:00",3274,478,3035,239,416.72,"1b","1b","1b","1b","1b"
"295","2026-02-13 09:00:00",4210,790,3815,395,409.7,"1b","1b","1b","1b","1b"
"296","2026-02-13 10:00:00",1277,422,1066,211,416.94,"1b","1b","1b","1b","1b"
