"datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
2026-01-07 02:00:00,508,90,463,45,411.67,"1b","1b","1b","1b","1b"
2026-01-07 03:00:00,470,69,435,34,407.81,"1b","1b","1b","1b","1b"
2026-01-07 04:00:00,415,72,379,36,408.35,"1b","1b","1b","1b","1b"
2026-01-07 05:00:00,562,83,521,42,407.61,"1b","1b","1b","1b","1b"
2026-01-07 06:00:00,567,135,499,68,409.05,"1b","1b","1b","1b","1b"
2026-01-07 07:00:00,785,225,673,112,409.72,"1b","1b","1b","1b","1b"
2026-01-07 08:00:00,724,326,561,163,411.77,"1b","1b","1b","1b","1b"
2026-01-07 09:00:00,820,325,657,162,408.69,"1b","1b","1b","1b","1b"
2026-01-07 10:00:00,1090,309,935,154,413.17,"1b","1b","1b","1b","1b"
2026-01-07 11:00:00,986,294,839,147,446.79,"1b","1b","1b","1b","1b"
2026-01-07 12:00:00,1039,227,925,114,565.41,"1b","1b","1b","1b","1b"
2026-01-07 13:00:00,751,271,616,136,571.1,"1b","1b","1b","1b","1b"
2026-01-07 14:00:00,1015,267,881,134,494.81,"1b","1b","1b","1b","1b"
2026-01-07 15:00:00,1332,368,1148,184,450.38,"1b","1b","1b","1b","1b"
2026-01-07 16:00:00,1786,596,1488,298,428.42,"1b","1b","1b","1b","1b"
2026-01-07 17:00:00,2447,786,2054,393,424.93,"1b","1b","1b","1b","1b"
2026-01-07 18:00:00,3331,1222,2720,611,427.41,"1b","1b","1b","1b","1b"
2026-01-07 19:00:00,3370,1119,2810,560,428.75,"1b","1b","1b","1b","1b"
2026-01-07 20:00:00,3368,1039,2848,520,426.71,"1b","1b","1b","1b","1b"
2026-01-07 21:00:00,2904,759,2525,380,436.01,"1b","1b","1b","1b","1b"
2026-01-07 22:00:00,2733,680,2393,340,424.93,"1b","1b","1b","1b","1b"
2026-01-07 23:00:00,1827,497,1579,248,431.23,"1b","1b","1b","1b","1b"
2026-01-08,1485,283,1344,142,421.02,"1b","1b","1b","1b","1b"
2026-01-08 01:00:00,1310,184,1218,92,422.14,"1b","1b","1b","1b","1b"
2026-01-08 02:00:00,1739,243,1617,122,413.96,"1b","1b","1b","1b","1b"
2026-01-08 03:00:00,1652,297,1503,148,424.1,"1b","1b","1b","1b","1b"
2026-01-08 04:00:00,1932,291,1786,146,417.89,"1b","1b","1b","1b","1b"
2026-01-08 05:00:00,2159,328,1995,164,425.94,"1b","1b","1b","1b","1b"
2026-01-08 06:00:00,1158,261,1027,130,428.47,"1b","1b","1b","1b","1b"
2026-01-08 07:00:00,1569,376,1381,188,425.61,"1b","1b","1b","1b","1b"
2026-01-08 08:00:00,1630,466,1397,233,426.09,"1b","1b","1b","1b","1b"
2026-01-08 09:00:00,1973,593,1676,296,433.67,"1b","1b","1b","1b","1b"
2026-01-08 10:00:00,2423,698,2074,349,443.79,"1b","1b","1b","1b","1b"
2026-01-08 11:00:00,2420,757,2042,378,439.09,"1b","1b","1b","1b","1b"
2026-01-08 12:00:00,5385,913,4928,456,444.91,"1b","1b","1b","1b","1b"
2026-01-08 13:00:00,3949,1031,3434,516,451.05,"1b","1b","1b","1b","1b"
2026-01-08 14:00:00,3463,871,3028,436,435.38,"1b","1b","1b","1b","1b"
2026-01-08 15:00:00,2164,526,1901,263,428.53,"1b","1b","1b","1b","1b"
2026-01-08 16:00:00,2475,630,2160,315,414.8,"1b","1b","1b","1b","1b"
2026-01-08 17:00:00,2772,731,2407,366,425.05,"1b","1b","1b","1b","1b"
2026-01-08 18:00:00,1818,511,1562,256,423.02,"1b","1b","1b","1b","1b"
2026-01-08 19:00:00,1256,341,1086,170,426.52,"1b","1b","1b","1b","1b"
2026-01-08 20:00:00,1168,267,1035,134,413.42,"1b","1b","1b","1b","1b"
2026-01-08 21:00:00,933,184,841,92,415.45,"1b","1b","1b","1b","1b"
2026-01-08 22:00:00,699,139,630,70,408.31,"1b","1b","1b","1b","1b"
2026-01-08 23:00:00,719,78,680,39,414.17,"1b","1b","1b","1b","1b"
2026-01-09,520,78,481,39,408.84,"1b","1b","1b","1b","1b"
2026-01-09 01:00:00,460,51,435,26,409.51,"1b","1b","1b","1b","1b"
2026-01-09 02:00:00,612,63,580,32,403.51,"1b","1b","1b","1b","1b"
2026-01-09 03:00:00,559,84,517,42,409.27,"1b","1b","1b","1b","1b"
2026-01-09 04:00:00,559,88,515,44,405.51,"1b","1b","1b","1b","1b"
2026-01-09 05:00:00,583,92,537,46,411.45,"1b","1b","1b","1b","1b"
2026-01-09 06:00:00,605,109,551,54,410.78,"1b","1b","1b","1b","1b"
2026-01-09 07:00:00,919,160,839,80,410.31,"1b","1b","1b","1b","1b"
2026-01-09 08:00:00,839,190,744,95,410.2,"1b","1b","1b","1b","1b"
2026-01-09 09:00:00,898,200,798,100,417.3,"1b","1b","1b","1b","1b"
2026-01-09 10:00:00,1073,230,958,115,410.18,"1b","1b","1b","1b","1b"
2026-01-09 11:00:00,1283,248,1159,124,414.41,"1b","1b","1b","1b","1b"
2026-01-09 12:00:00,1262,265,1130,132,408.43,"1b","1b","1b","1b","1b"
2026-01-09 13:00:00,1661,421,1451,210,418.93,"1b","1b","1b","1b","1b"
2026-01-09 14:00:00,1767,414,1560,207,408.6,"1b","1b","1b","1b","1b"
2026-01-09 15:00:00,1958,394,1761,197,419.69,"1b","1b","1b","1b","1b"
2026-01-09 16:00:00,2076,418,1867,209,408.95,"1b","1b","1b","1b","1b"
2026-01-09 17:00:00,2172,523,1911,262,420.86,"1b","1b","1b","1b","1b"
2026-01-09 18:00:00,2346,525,2084,262,411.69,"1b","1b","1b","1b","1b"
2026-01-09 19:00:00,2727,663,2396,332,420.51,"1b","1b","1b","1b","1b"
2026-01-09 20:00:00,2810,703,2459,352,417.36,"1b","1b","1b","1b","1b"
2026-01-09 21:00:00,3087,763,2705,382,421.47,"1b","1b","1b","1b","1b"
2026-01-09 22:00:00,2695,699,2345,350,420.4,"1b","1b","1b","1b","1b"
2026-01-09 23:00:00,3133,824,2721,412,423.51,"1b","1b","1b","1b","1b"
2026-01-10,2695,774,2308,387,418.63,"1b","1b","1b","1b","1b"
2026-01-10 01:00:00,2407,582,2116,291,422.22,"1b","1b","1b","1b","1b"
2026-01-10 02:00:00,2310,550,2035,275,421.07,"1b","1b","1b","1b","1b"
2026-01-10 03:00:00,2712,719,2352,360,427.96,"1b","1b","1b","1b","1b"
2026-01-10 04:00:00,2533,661,2202,330,424.96,"1b","1b","1b","1b","1b"
2026-01-10 05:00:00,2893,803,2492,402,432.99,"1b","1b","1b","1b","1b"
2026-01-10 06:00:00,3038,740,2668,370,429.63,"1b","1b","1b","1b","1b"
2026-01-10 07:00:00,3137,897,2688,448,441.06,"1b","1b","1b","1b","1b"
2026-01-10 08:00:00,3428,1303,2777,652,443.64,"1b","1b","1b","1b","1b"
2026-01-10 09:00:00,4207,1630,3392,815,455.15,"1b","1b","1b","1b","1b"
2026-01-10 10:00:00,3140,1014,2633,507,438.93,"1b","1b","1b","1b","1b"
2026-01-10 11:00:00,3510,996,3012,498,435.84,"1b","1b","1b","1b","1b"
2026-01-10 12:00:00,3593,1121,3032,560,424.25,"1b","1b","1b","1b","1b"
2026-01-10 13:00:00,2778,791,2383,396,424.92,"1b","1b","1b","1b","1b"
2026-01-10 14:00:00,3560,939,3091,470,418.22,"1b","1b","1b","1b","1b"
2026-01-10 15:00:00,3941,1204,3339,602,429.49,"1b","1b","1b","1b","1b"
2026-01-10 16:00:00,4756,1755,3878,878,438.27,"1b","1b","1b","1b","1b"
2026-01-10 17:00:00,6265,2130,5200,1065,450.47,"1b","1b","1b","1b","1b"
2026-01-10 18:00:00,9327,3195,7730,1598,454.77,"1b","1b","1b","1b","1b"
2026-01-10 19:00:00,8712,2362,7531,1181,459.67,"1b","1b","1b","1b","1b"
2026-01-10 20:00:00,8993,2383,7802,1192,456.4,"1b","1b","1b","1b","1b"
2026-01-10 21:00:00,6961,1631,6145,816,457.86,"1b","1b","1b","1b","1b"
2026-01-10 22:00:00,6343,1347,5670,674,446.75,"1b","1b","1b","1b","1b"
2026-01-10 23:00:00,4446,758,4067,379,438.5,"1b","1b","1b","1b","1b"
2026-01-11,3463,605,3160,302,425.19,"1b","1b","1b","1b","1b"
2026-01-11 01:00:00,3320,558,3041,279,426.11,"1b","1b","1b","1b","1b"
2026-01-11 02:00:00,3131,497,2882,248,413.87,"1b","1b","1b","1b","1b"
2026-01-11 03:00:00,2766,459,2536,230,416.84,"1b","1b","1b","1b","1b"
2026-01-11 04:00:00,2432,378,2243,189,419.22,"1b","1b","1b","1b","1b"
2026-01-11 05:00:00,1710,317,1551,158,414.44,"1b","1b","1b","1b","1b"
2026-01-11 06:00:00,1649,265,1516,132,417.61,"1b","1b","1b","1b","1b"
2026-01-11 07:00:00,1465,251,1340,126,413.04,"1b","1b","1b","1b","1b"
2026-01-11 08:00:00,1227,203,1125,102,406.21,"1b","1b","1b","1b","1b"
2026-01-11 09:00:00,1178,192,1082,96,411.52,"1b","1b","1b","1b","1b"
2026-01-11 10:00:00,1088,185,995,92,406.51,"1b","1b","1b","1b","1b"
2026-01-11 11:00:00,964,158,885,79,412.44,"1b","1b","1b","1b","1b"
2026-01-11 12:00:00,954,161,874,80,405.55,"1b","1b","1b","1b","1b"
2026-01-11 13:00:00,1003,139,933,70,410.71,"1b","1b","1b","1b","1b"
2026-01-11 14:00:00,990,127,926,64,405.59,"1b","1b","1b","1b","1b"
2026-01-11 15:00:00,856,102,805,51,409.76,"1b","1b","1b","1b","1b"
2026-01-11 16:00:00,1018,143,946,72,407.46,"1b","1b","1b","1b","1b"
2026-01-11 17:00:00,1049,126,986,63,413.07,"1b","1b","1b","1b","1b"
2026-01-11 18:00:00,1122,184,1030,92,403.51,"1b","1b","1b","1b","1b"
2026-01-11 19:00:00,935,104,883,52,411.06,"1b","1b","1b","1b","1b"
2026-01-11 20:00:00,991,79,951,40,409.6,"1b","1b","1b","1b","1b"
2026-01-11 21:00:00,1161,79,1122,40,409.45,"1b","1b","1b","1b","1b"
2026-01-11 22:00:00,853,87,810,44,405.43,"1b","1b","1b","1b","1b"
2026-01-11 23:00:00,925,81,884,40,411.84,"1b","1b","1b","1b","1b"
2026-01-12,576,86,533,43,405.69,"1b","1b","1b","1b","1b"
2026-01-12 01:00:00,643,74,606,37,407.53,"1b","1b","1b","1b","1b"
2026-01-12 02:00:00,572,72,536,36,407.03,"1b","1b","1b","1b","1b"
2026-01-12 03:00:00,677,66,644,33,410.92,"1b","1b","1b","1b","1b"
2026-01-12 04:00:00,507,79,468,40,404.77,"1b","1b","1b","1b","1b"
2026-01-12 05:00:00,497,94,450,47,410.22,"1b","1b","1b","1b","1b"
2026-01-12 06:00:00,618,94,571,47,406.87,"1b","1b","1b","1b","1b"
2026-01-12 07:00:00,810,108,756,54,413.6,"1b","1b","1b","1b","1b"
2026-01-12 08:00:00,795,193,698,96,408.65,"1b","1b","1b","1b","1b"
2026-01-12 09:00:00,837,207,734,104,412.14,"1b","1b","1b","1b","1b"
2026-01-12 10:00:00,1064,211,958,106,410.29,"1b","1b","1b","1b","1b"
2026-01-12 11:00:00,1099,259,970,130,423.13,"1b","1b","1b","1b","1b"
2026-01-12 12:00:00,1173,235,1056,118,406.34,"1b","1b","1b","1b","1b"
2026-01-12 13:00:00,1162,243,1040,122,421.73,"1b","1b","1b","1b","1b"
2026-01-12 14:00:00,1071,316,913,158,446.04,"1b","1b","1b","1b","1b"
2026-01-12 15:00:00,1205,337,1036,168,454.22,"1b","1b","1b","1b","1b"
2026-01-12 16:00:00,1187,306,1034,153,429.91,"1b","1b","1b","1b","1b"
2026-01-12 17:00:00,1535,346,1362,173,423.18,"1b","1b","1b","1b","1b"
2026-01-12 18:00:00,1362,323,1200,162,413.8,"1b","1b","1b","1b","1b"
2026-01-12 19:00:00,1454,245,1331,122,416.03,"1b","1b","1b","1b","1b"
2026-01-12 20:00:00,1824,275,1686,138,409.63,"1b","1b","1b","1b","1b"
2026-01-12 21:00:00,1559,265,1426,132,413.2,"1b","1b","1b","1b","1b"
2026-01-12 22:00:00,1443,242,1322,121,407.7,"1b","1b","1b","1b","1b"
2026-01-12 23:00:00,1584,289,1439,144,412.44,"1b","1b","1b","1b","1b"
2026-01-13,1652,314,1495,157,405.88,"1b","1b","1b","1b","1b"
2026-01-13 01:00:00,1087,204,985,102,410.5,"1b","1b","1b","1b","1b"
2026-01-13 02:00:00,1236,201,1135,100,405.62,"1b","1b","1b","1b","1b"
2026-01-13 03:00:00,1102,201,1001,100,411.21,"1b","1b","1b","1b","1b"
2026-01-13 04:00:00,967,157,889,78,407.23,"1b","1b","1b","1b","1b"
2026-01-13 05:00:00,710,138,641,69,412.97,"1b","1b","1b","1b","1b"
2026-01-13 06:00:00,721,104,669,52,413.88,"1b","1b","1b","1b","1b"
2026-01-13 07:00:00,714,151,638,76,414.87,"1b","1b","1b","1b","1b"
2026-01-13 08:00:00,919,211,814,106,413.53,"1b","1b","1b","1b","1b"
2026-01-13 09:00:00,1007,272,871,136,418.7,"1b","1b","1b","1b","1b"
2026-01-13 10:00:00,985,211,880,106,426.67,"1b","1b","1b","1b","1b"
2026-01-13 11:00:00,1212,245,1089,122,419.19,"1b","1b","1b","1b","1b"
2026-01-13 12:00:00,1139,252,1013,126,412.17,"1b","1b","1b","1b","1b"
2026-01-13 13:00:00,1422,328,1258,164,414.09,"1b","1b","1b","1b","1b"
2026-01-13 14:00:00,1357,264,1225,132,420.16,"1b","1b","1b","1b","1b"
2026-01-13 15:00:00,1632,390,1437,195,429.18,"1b","1b","1b","1b","1b"
2026-01-13 16:00:00,1343,413,1137,206,438.2,"1b","1b","1b","1b","1b"
2026-01-13 17:00:00,1701,435,1483,218,431.32,"1b","1b","1b","1b","1b"
2026-01-13 18:00:00,3204,901,2754,450,421.55,"1b","1b","1b","1b","1b"
2026-01-13 19:00:00,4358,1333,3692,666,425.53,"1b","1b","1b","1b","1b"
2026-01-13 20:00:00,4052,1162,3471,581,421.55,"1b","1b","1b","1b","1b"
2026-01-13 21:00:00,5947,1689,5102,844,440.68,"1b","1b","1b","1b","1b"
2026-01-13 22:00:00,4088,1223,3477,612,430.17,"1b","1b","1b","1b","1b"
2026-01-13 23:00:00,3065,694,2718,347,429.2,"1b","1b","1b","1b","1b"
2026-01-14,1563,314,1406,157,419.1,"1b","1b","1b","1b","1b"
2026-01-14 01:00:00,893,151,818,76,420.59,"1b","1b","1b","1b","1b"
2026-01-14 02:00:00,1005,157,926,78,413.96,"1b","1b","1b","1b","1b"
2026-01-14 03:00:00,886,165,803,82,416.43,"1b","1b","1b","1b","1b"
2026-01-14 04:00:00,1048,190,953,95,416.67,"1b","1b","1b","1b","1b"
2026-01-14 05:00:00,965,169,881,84,421.45,"1b","1b","1b","1b","1b"
2026-01-14 06:00:00,939,205,837,102,419.42,"1b","1b","1b","1b","1b"
2026-01-14 07:00:00,1248,475,1011,238,426.16,"1b","1b","1b","1b","1b"
2026-01-14 08:00:00,1904,807,1501,404,428.17,"1b","1b","1b","1b","1b"
2026-01-14 09:00:00,2489,965,2006,482,432.27,"1b","1b","1b","1b","1b"
