"datetime","TCconc","AE33_BC6","OC","EC","CO2","qc_flag_TCconc","qc_flag_AE33_BC6","qc_flag_OC","qc_flag_EC","qc_flag_CO2"
2025-12-01,975,124,913,62,411.03,"1b","1b","1b","1b","1b"
2025-12-01 01:00:00,599,76,561,38,403.06,"1b","1b","1b","1b","1b"
2025-12-01 02:00:00,425,46,402,23,408.77,"1b","1b","1b","1b","1b"
2025-12-01 03:00:00,310,32,294,16,403.49,"1b","1b","1b","1b","1b"
2025-12-01 04:00:00,470,25,458,12,415.58,"1b","1b","1b","1b","1b"
2025-12-01 05:00:00,410,16,402,8,403.19,"1b","1b","1b","1b","1b"
2025-12-01 06:00:00,411,38,392,19,406.72,"1b","1b","1b","1b","1b"
2025-12-01 07:00:00,432,57,403,28,406.21,"1b","1b","1b","1b","1b"
2025-12-01 08:00:00,623,91,578,46,407.59,"1b","1b","1b","1b","1b"
2025-12-01 09:00:00,597,97,549,48,406.9,"1b","1b","1b","1b","1b"
2025-12-01 10:00:00,650,103,599,52,412,"1b","1b","1b","1b","1b"
2025-12-01 11:00:00,503,122,442,61,403.78,"1b","1b","1b","1b","1b"
2025-12-01 12:00:00,623,137,554,68,409.16,"1b","1b","1b","1b","1b"
2025-12-01 13:00:00,905,136,837,68,404.54,"1b","1b","1b","1b","1b"
2025-12-01 14:00:00,650,127,587,64,409.78,"1b","1b","1b","1b","1b"
2025-12-01 16:00:00,2111,113,2055,56,432.92,"1b","1b","1b","1b","1b"
2025-12-01 17:00:00,401,122,340,61,414.95,"1b","1b","1b","1b","1b"
2025-12-01 18:00:00,515,107,461,54,416.09,"1b","1b","1b","1b","1b"
2025-12-01 19:00:00,579,143,508,72,404.1,"1b","1b","1b","1b","1b"
2025-12-01 20:00:00,545,148,471,74,413.15,"1b","1b","1b","1b","1b"
2025-12-01 21:00:00,499,124,437,62,404.67,"1b","1b","1b","1b","1b"
2025-12-01 22:00:00,483,100,433,50,408.89,"1b","1b","1b","1b","1b"
2025-12-01 23:00:00,331,75,294,38,403.33,"1b","1b","1b","1b","1b"
2025-12-02,369,60,339,30,409.18,"1b","1b","1b","1b","1b"
2025-12-02 01:00:00,727,226,614,113,408.04,"1b","1b","1b","1b","1b"
2025-12-02 02:00:00,373,70,338,35,418.42,"1b","1b","1b","1b","1b"
2025-12-02 03:00:00,485,77,447,38,409.17,"1b","1b","1b","1b","1b"
2025-12-02 04:00:00,376,107,322,54,415.27,"1b","1b","1b","1b","1b"
2025-12-02 05:00:00,340,92,294,46,419.25,"1b","1b","1b","1b","1b"
2025-12-02 06:00:00,388,129,323,64,416.25,"1b","1b","1b","1b","1b"
2025-12-02 07:00:00,641,200,541,100,415.96,"1b","1b","1b","1b","1b"
2025-12-02 08:00:00,748,308,594,154,423.02,"1b","1b","1b","1b","1b"
2025-12-02 09:00:00,958,332,792,166,413.93,"1b","1b","1b","1b","1b"
2025-12-02 10:00:00,696,240,576,120,421.52,"1b","1b","1b","1b","1b"
2025-12-02 11:00:00,892,255,764,128,412.2,"1b","1b","1b","1b","1b"
2025-12-02 12:00:00,887,258,758,129,423.76,"1b","1b","1b","1b","1b"
2025-12-02 13:00:00,936,217,827,108,405.24,"1b","1b","1b","1b","1b"
2025-12-02 14:00:00,1472,381,1282,190,413.01,"1b","1b","1b","1b","1b"
2025-12-02 15:00:00,1862,626,1549,313,412.54,"1b","1b","1b","1b","1b"
2025-12-02 16:00:00,2706,841,2285,420,427.51,"1b","1b","1b","1b","1b"
2025-12-02 17:00:00,1848,577,1559,288,416.38,"1b","1b","1b","1b","1b"
2025-12-02 18:00:00,2253,658,1924,329,422.05,"1b","1b","1b","1b","1b"
2025-12-02 19:00:00,2972,799,2573,400,418.05,"1b","1b","1b","1b","1b"
2025-12-02 20:00:00,2311,574,2024,287,430.06,"1b","1b","1b","1b","1b"
2025-12-02 21:00:00,2141,411,1936,206,416.82,"1b","1b","1b","1b","1b"
2025-12-02 22:00:00,2438,465,2206,232,424.46,"1b","1b","1b","1b","1b"
2025-12-02 23:00:00,2417,491,2171,246,417.95,"1b","1b","1b","1b","1b"
2025-12-03,1874,476,1636,238,423.32,"1b","1b","1b","1b","1b"
2025-12-03 01:00:00,1565,364,1383,182,415.16,"1b","1b","1b","1b","1b"
2025-12-03 02:00:00,1408,305,1256,152,420.99,"1b","1b","1b","1b","1b"
2025-12-03 03:00:00,1544,283,1402,142,410.39,"1b","1b","1b","1b","1b"
2025-12-03 04:00:00,1302,261,1171,130,418.15,"1b","1b","1b","1b","1b"
2025-12-03 05:00:00,1254,268,1120,134,420.88,"1b","1b","1b","1b","1b"
2025-12-03 06:00:00,1061,235,944,118,417.59,"1b","1b","1b","1b","1b"
2025-12-03 07:00:00,1228,349,1053,174,424.41,"1b","1b","1b","1b","1b"
2025-12-03 08:00:00,1522,554,1245,277,441.99,"1b","1b","1b","1b","1b"
2025-12-03 09:00:00,1672,671,1337,336,441.23,"1b","1b","1b","1b","1b"
2025-12-03 10:00:00,1414,495,1166,248,450.51,"1b","1b","1b","1b","1b"
2025-12-03 11:00:00,1102,424,890,212,444.27,"1b","1b","1b","1b","1b"
2025-12-03 12:00:00,1369,354,1192,177,429.8,"1b","1b","1b","1b","1b"
2025-12-03 13:00:00,1351,329,1186,164,424.63,"1b","1b","1b","1b","1b"
2025-12-03 14:00:00,1563,385,1371,192,417.36,"1b","1b","1b","1b","1b"
2025-12-03 15:00:00,1574,404,1372,202,417.46,"1b","1b","1b","1b","1b"
2025-12-03 16:00:00,2317,793,1921,396,430.88,"1b","1b","1b","1b","1b"
2025-12-03 17:00:00,2823,1017,2315,508,445.03,"1b","1b","1b","1b","1b"
2025-12-03 18:00:00,2624,816,2216,408,437.7,"1b","1b","1b","1b","1b"
2025-12-03 19:00:00,2006,537,1737,268,429.34,"1b","1b","1b","1b","1b"
2025-12-03 20:00:00,2117,466,1884,233,420.09,"1b","1b","1b","1b","1b"
2025-12-03 21:00:00,1918,456,1690,228,420.28,"1b","1b","1b","1b","1b"
2025-12-03 22:00:00,2025,417,1817,208,417.25,"1b","1b","1b","1b","1b"
2025-12-03 23:00:00,1536,329,1372,164,414.29,"1b","1b","1b","1b","1b"
2025-12-04,998,230,883,115,414.41,"1b","1b","1b","1b","1b"
2025-12-04 01:00:00,950,176,862,88,413.2,"1b","1b","1b","1b","1b"
2025-12-04 02:00:00,1017,183,925,92,411.1,"1b","1b","1b","1b","1b"
2025-12-04 03:00:00,919,169,834,84,410.3,"1b","1b","1b","1b","1b"
2025-12-04 04:00:00,997,167,913,84,408.87,"1b","1b","1b","1b","1b"
2025-12-04 05:00:00,1072,162,991,81,409,"1b","1b","1b","1b","1b"
2025-12-04 06:00:00,880,162,799,81,412.88,"1b","1b","1b","1b","1b"
2025-12-04 07:00:00,889,182,798,91,408.02,"1b","1b","1b","1b","1b"
2025-12-04 08:00:00,1113,231,998,116,411.72,"1b","1b","1b","1b","1b"
2025-12-04 09:00:00,833,184,741,92,409.83,"1b","1b","1b","1b","1b"
2025-12-04 10:00:00,820,176,732,88,410.05,"1b","1b","1b","1b","1b"
2025-12-04 11:00:00,843,257,714,128,411.06,"1b","1b","1b","1b","1b"
2025-12-04 12:00:00,837,224,725,112,406.97,"1b","1b","1b","1b","1b"
2025-12-04 13:00:00,875,287,732,144,406.3,"1b","1b","1b","1b","1b"
2025-12-04 14:00:00,1285,423,1074,212,414.82,"1b","1b","1b","1b","1b"
2025-12-04 15:00:00,1646,708,1292,354,410.8,"1b","1b","1b","1b","1b"
2025-12-04 16:00:00,1743,819,1333,410,436.14,"1b","1b","1b","1b","1b"
2025-12-04 17:00:00,1463,630,1148,315,425.8,"1b","1b","1b","1b","1b"
2025-12-04 18:00:00,1620,576,1332,288,422.95,"1b","1b","1b","1b","1b"
2025-12-04 19:00:00,1699,613,1392,306,423.62,"1b","1b","1b","1b","1b"
2025-12-04 20:00:00,2148,810,1743,405,420.23,"1b","1b","1b","1b","1b"
2025-12-04 21:00:00,1442,502,1191,251,423.71,"1b","1b","1b","1b","1b"
2025-12-04 22:00:00,1598,544,1326,272,421.12,"1b","1b","1b","1b","1b"
2025-12-04 23:00:00,1128,313,972,156,427.97,"1b","1b","1b","1b","1b"
2025-12-05,1256,277,1117,138,415.87,"1b","1b","1b","1b","1b"
2025-12-05 01:00:00,1399,277,1261,138,417.67,"1b","1b","1b","1b","1b"
2025-12-05 02:00:00,2442,605,2140,302,414.01,"1b","1b","1b","1b","1b"
2025-12-05 03:00:00,2031,604,1729,302,420.75,"1b","1b","1b","1b","1b"
2025-12-05 04:00:00,1544,410,1339,205,425.19,"1b","1b","1b","1b","1b"
2025-12-05 05:00:00,1233,284,1091,142,419.71,"1b","1b","1b","1b","1b"
2025-12-05 06:00:00,1200,253,1074,126,418.18,"1b","1b","1b","1b","1b"
2025-12-05 07:00:00,1082,289,937,144,419.76,"1b","1b","1b","1b","1b"
2025-12-05 08:00:00,1395,355,1217,178,424.28,"1b","1b","1b","1b","1b"
2025-12-05 09:00:00,1631,491,1385,246,424.67,"1b","1b","1b","1b","1b"
2025-12-05 10:00:00,1328,394,1131,197,418.98,"1b","1b","1b","1b","1b"
2025-12-05 11:00:00,1378,433,1162,216,437.86,"1b","1b","1b","1b","1b"
2025-12-05 12:00:00,1265,332,1099,166,427.12,"1b","1b","1b","1b","1b"
2025-12-05 13:00:00,1216,302,1065,151,418.03,"1b","1b","1b","1b","1b"
2025-12-05 14:00:00,952,259,822,130,409.18,"1b","1b","1b","1b","1b"
2025-12-05 15:00:00,896,193,799,96,403.76,"1b","1b","1b","1b","1b"
2025-12-05 16:00:00,1018,172,932,86,411.86,"1b","1b","1b","1b","1b"
2025-12-05 17:00:00,657,131,592,66,401.35,"1b","1b","1b","1b","1b"
2025-12-05 18:00:00,521,112,465,56,406.89,"1b","1b","1b","1b","1b"
2025-12-05 19:00:00,657,114,600,57,402.33,"1b","1b","1b","1b","1b"
2025-12-05 20:00:00,502,92,456,46,404.49,"1b","1b","1b","1b","1b"
2025-12-05 21:00:00,676,159,597,80,409.22,"1b","1b","1b","1b","1b"
