"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-12-01,0.418,-2.303,NA
2021-12-01 00:01:00,0.421,-2.203,NA
2021-12-01 00:02:00,0.428,-2.151,NA
2021-12-01 00:03:00,0.43,-2.08,NA
2021-12-01 00:04:00,0.408,-2.103,NA
2021-12-01 00:05:00,0.362,-2.271,NA
2021-12-01 00:06:00,0.336,-2.353,NA
2021-12-01 00:07:00,0.308,-2.388,NA
2021-12-01 00:08:00,0.268,-2.491,NA
2021-12-01 00:09:00,0.247,-2.527,NA
2021-12-01 00:10:00,0.25,-2.546,NA
2021-12-01 00:11:00,0.303,-2.482,NA
2021-12-01 00:12:00,0.336,-2.43,NA
2021-12-01 00:13:00,0.36,-2.399,NA
2021-12-01 00:14:00,0.431,-2.297,NA
2021-12-01 00:15:00,0.453,-2.247,NA
2021-12-01 00:16:00,0.471,-2.213,NA
2021-12-01 00:17:00,0.555,-2.045,NA
2021-12-01 00:18:00,0.635,-1.911,NA
2021-12-01 00:19:00,0.623,-1.909,NA
2021-12-01 00:20:00,0.593,-1.928,NA
2021-12-01 00:21:00,0.579,-1.931,NA
2021-12-01 00:22:00,0.532,-1.978,NA
2021-12-01 00:23:00,0.474,-2.077,NA
2021-12-01 00:24:00,0.458,-2.083,NA
2021-12-01 00:25:00,0.425,-2.172,NA
2021-12-01 00:26:00,0.319,-2.362,NA
2021-12-01 00:27:00,0.274,-2.395,NA
2021-12-01 00:28:00,0.266,-2.358,NA
2021-12-01 00:29:00,0.293,-2.29,NA
2021-12-01 00:30:00,0.301,-2.276,NA
2021-12-01 00:31:00,0.331,-2.203,NA
2021-12-01 00:32:00,0.343,-2.165,NA
2021-12-01 00:33:00,0.402,-2.052,NA
2021-12-01 00:34:00,0.491,-1.853,NA
2021-12-01 00:35:00,0.553,-1.736,NA
2021-12-01 00:36:00,0.556,-1.751,NA
2021-12-01 00:37:00,0.521,-1.844,NA
2021-12-01 00:38:00,0.512,-1.885,NA
2021-12-01 00:39:00,0.483,-1.938,NA
2021-12-01 00:40:00,0.445,-1.993,NA
2021-12-01 00:41:00,0.435,-2.026,NA
2021-12-01 00:42:00,0.337,-2.214,NA
2021-12-01 00:43:00,0.249,-2.41,NA
2021-12-01 00:44:00,0.258,-2.423,NA
2021-12-01 00:45:00,0.404,-1.879,NA
2021-12-01 00:46:00,0.493,-1.429,NA
2021-12-01 00:47:00,0.537,-1.14,NA
2021-12-01 00:48:00,0.57,-1.051,NA
2021-12-01 00:49:00,0.628,-0.99,NA
2021-12-01 00:50:00,0.68,-0.881,NA
2021-12-01 00:51:00,0.708,-0.783,NA
2021-12-01 00:52:00,0.726,-0.73,NA
2021-12-01 00:53:00,0.647,-0.991,NA
2021-12-01 00:54:00,0.519,-1.522,NA
2021-12-01 00:55:00,0.425,-1.93,NA
2021-12-01 00:56:00,0.387,-2.187,NA
2021-12-01 00:57:00,0.355,-2.282,NA
2021-12-01 00:58:00,0.292,-2.412,NA
2021-12-01 00:59:00,0.254,-2.573,NA
2021-12-01 01:00:00,0.211,-2.735,NA
2021-12-01 01:01:00,0.184,-2.832,NA
2021-12-01 01:02:00,0.21,-2.821,NA
2021-12-01 01:03:00,0.235,-2.823,NA
2021-12-01 01:04:00,0.283,-2.777,NA
2021-12-01 01:05:00,0.309,-2.723,NA
2021-12-01 01:06:00,0.376,-2.619,NA
2021-12-01 01:07:00,0.405,-2.535,NA
2021-12-01 01:08:00,0.458,-2.393,NA
2021-12-01 01:09:00,0.493,-2.283,NA
2021-12-01 01:10:00,0.522,-2.218,NA
2021-12-01 01:11:00,0.504,-2.252,NA
2021-12-01 01:12:00,0.492,-2.271,NA
2021-12-01 01:13:00,0.46,-2.313,NA
2021-12-01 01:14:00,0.409,-2.395,NA
2021-12-01 01:15:00,0.361,-2.515,NA
2021-12-01 01:16:00,0.325,-2.625,NA
2021-12-01 01:17:00,0.289,-2.775,NA
2021-12-01 01:18:00,0.26,-2.89,NA
2021-12-01 01:19:00,0.253,-2.951,NA
2021-12-01 01:20:00,0.302,-2.877,NA
2021-12-01 01:21:00,0.322,-2.832,NA
2021-12-01 01:22:00,0.389,-2.668,NA
2021-12-01 01:23:00,0.584,-1.868,NA
2021-12-01 01:24:00,0.719,-1.349,NA
2021-12-01 01:25:00,0.794,-1.189,NA
2021-12-01 01:26:00,0.864,-1.023,NA
2021-12-01 01:27:00,0.879,-0.942,NA
2021-12-01 01:28:00,0.835,-0.966,NA
2021-12-01 01:29:00,0.789,-1.064,NA
2021-12-01 01:30:00,0.76,-1.141,NA
2021-12-01 01:31:00,0.619,-1.657,NA
2021-12-01 01:32:00,0.467,-2.429,NA
2021-12-01 01:33:00,0.356,-2.737,NA
2021-12-01 01:34:00,0.274,-2.94,NA
2021-12-01 01:35:00,0.2,-3.153,NA
2021-12-01 01:36:00,0.223,-3.193,NA
2021-12-01 01:37:00,0.283,-3.17,NA
2021-12-01 01:38:00,0.343,-3.138,NA
2021-12-01 01:39:00,0.408,-3.009,NA
2021-12-01 01:40:00,0.465,-2.922,NA
2021-12-01 01:41:00,0.577,-2.687,NA
2021-12-01 01:42:00,0.64,-2.58,NA
2021-12-01 01:43:00,0.676,-2.51,NA
2021-12-01 01:44:00,0.714,-2.388,NA
2021-12-01 01:45:00,0.684,-2.391,NA
2021-12-01 01:46:00,0.643,-2.461,NA
2021-12-01 01:47:00,0.573,-2.621,NA
2021-12-01 01:48:00,0.506,-2.804,NA
2021-12-01 01:49:00,0.409,-3.023,NA
2021-12-01 01:50:00,0.319,-3.229,NA
2021-12-01 01:51:00,0.272,-3.343,NA
2021-12-01 01:52:00,0.239,-3.459,NA
2021-12-01 01:53:00,0.221,-3.557,NA
2021-12-01 01:54:00,0.232,-3.595,NA
2021-12-01 01:55:00,0.233,-3.566,NA
2021-12-01 01:56:00,0.272,-3.442,NA
2021-12-01 01:57:00,0.285,-3.386,NA
2021-12-01 01:58:00,0.35,-3.237,NA
2021-12-01 01:59:00,0.4,-3.087,NA
2021-12-01 02:00:00,0.445,-2.95,NA
2021-12-01 02:01:00,0.458,-2.885,NA
2021-12-01 02:02:00,0.497,-2.784,NA
2021-12-01 02:03:00,0.516,-2.662,NA
2021-12-01 02:04:00,0.502,-2.685,NA
2021-12-01 02:05:00,0.472,-2.747,NA
2021-12-01 02:06:00,0.456,-2.746,NA
2021-12-01 02:07:00,0.385,-2.877,NA
2021-12-01 02:08:00,0.331,-2.976,NA
2021-12-01 02:09:00,0.285,-3.061,NA
2021-12-01 02:10:00,0.268,-3.075,NA
2021-12-01 02:11:00,0.211,-3.173,NA
2021-12-01 02:12:00,0.206,-3.206,NA
2021-12-01 02:13:00,0.22,-3.194,NA
2021-12-01 02:14:00,0.261,-3.138,NA
2021-12-01 02:15:00,0.29,-3.065,NA
2021-12-01 02:16:00,0.355,-2.974,NA
2021-12-01 02:17:00,0.428,-2.783,NA
2021-12-01 02:18:00,0.454,-2.753,NA
2021-12-01 02:19:00,0.465,-2.668,NA
2021-12-01 02:20:00,0.468,-2.63,NA
2021-12-01 02:21:00,0.472,-2.601,NA
2021-12-01 02:22:00,0.446,-2.572,NA
2021-12-01 02:23:00,0.397,-2.642,NA
2021-12-01 02:24:00,0.399,-2.659,NA
2021-12-01 02:25:00,0.302,-2.82,NA
2021-12-01 02:26:00,0.265,-2.915,NA
2021-12-01 02:27:00,0.235,-2.935,NA
2021-12-01 02:28:00,0.227,-2.961,NA
2021-12-01 02:29:00,0.206,-2.97,NA
2021-12-01 02:30:00,0.197,-2.963,NA
2021-12-01 02:31:00,0.194,-2.968,NA
2021-12-01 02:32:00,0.197,-2.931,NA
2021-12-01 02:33:00,0.208,-2.895,NA
2021-12-01 02:34:00,0.215,-2.883,NA
2021-12-01 02:35:00,0.246,-2.88,NA
2021-12-01 02:36:00,0.273,-2.881,NA
2021-12-01 02:37:00,0.272,-2.934,NA
2021-12-01 02:38:00,0.265,-3.004,NA
2021-12-01 02:39:00,0.271,-3.001,NA
2021-12-01 02:40:00,0.268,-3.016,NA
2021-12-01 02:41:00,0.245,-3.086,NA
2021-12-01 02:42:00,0.24,-3.168,NA
2021-12-01 02:43:00,0.234,-3.202,NA
2021-12-01 02:44:00,0.178,-3.273,NA
2021-12-01 02:45:00,0.171,-3.344,NA
2021-12-01 02:46:00,0.199,-3.254,NA
2021-12-01 02:47:00,0.359,-2.821,NA
2021-12-01 02:48:00,0.499,-2.325,NA
2021-12-01 02:49:00,0.555,-2.026,NA
2021-12-01 02:50:00,0.57,-1.864,NA
2021-12-01 02:51:00,0.58,-1.755,NA
2021-12-01 02:52:00,0.613,-1.644,NA
2021-12-01 02:53:00,0.673,-1.488,NA
2021-12-01 02:54:00,0.72,-1.36,NA
2021-12-01 02:55:00,0.689,-1.532,NA
2021-12-01 02:56:00,0.513,-2.101,NA
2021-12-01 02:57:00,0.419,-2.518,NA
2021-12-01 02:58:00,0.392,-2.695,NA
2021-12-01 02:59:00,0.348,-2.867,NA
2021-12-01 03:00:00,0.316,-2.996,NA
2021-12-01 03:01:00,0.279,-3.13,NA
2021-12-01 03:02:00,0.206,-3.302,NA
2021-12-01 03:03:00,0.157,-3.408,NA
2021-12-01 03:04:00,0.11,-3.45,NA
2021-12-01 03:05:00,0.09,-3.523,NA
2021-12-01 03:06:00,0.093,-3.574,NA
2021-12-01 03:07:00,0.124,-3.553,NA
2021-12-01 03:08:00,0.149,-3.505,NA
2021-12-01 03:09:00,0.187,-3.423,NA
2021-12-01 03:10:00,0.212,-3.348,NA
2021-12-01 03:11:00,0.218,-3.299,NA
2021-12-01 03:12:00,0.24,-3.298,NA
2021-12-01 03:13:00,0.352,-3.135,NA
2021-12-01 03:14:00,0.399,-3.07,NA
2021-12-01 03:15:00,0.43,-2.987,NA
2021-12-01 03:16:00,0.474,-2.948,NA
2021-12-01 03:17:00,0.451,-3.009,NA
2021-12-01 03:18:00,0.431,-3.099,NA
2021-12-01 03:19:00,0.405,-3.193,NA
2021-12-01 03:20:00,0.389,-3.224,NA
2021-12-01 03:21:00,0.325,-3.274,NA
2021-12-01 03:22:00,0.228,-3.43,NA
2021-12-01 03:23:00,0.195,-3.494,NA
2021-12-01 03:24:00,0.081,-3.659,NA
2021-12-01 03:25:00,0.058,-3.677,NA
2021-12-01 03:26:00,0.063,-3.608,NA
2021-12-01 03:27:00,0.056,-3.569,NA
2021-12-01 03:28:00,0.063,-3.523,NA
2021-12-01 03:29:00,0.1,-3.429,NA
2021-12-01 03:30:00,0.107,-3.397,NA
2021-12-01 03:31:00,0.123,-3.345,NA
2021-12-01 03:32:00,0.148,-3.285,NA
2021-12-01 03:33:00,0.203,-3.154,NA
