"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-09-01,0.299,-0.31,NA
2021-09-01 00:01:00,0.295,-0.321,NA
2021-09-01 00:02:00,0.3,-0.341,NA
2021-09-01 00:03:00,0.304,-0.369,NA
2021-09-01 00:04:00,0.317,-0.382,NA
2021-09-01 00:05:00,0.32,-0.384,NA
2021-09-01 00:06:00,0.319,-0.372,NA
2021-09-01 00:07:00,0.321,-0.361,NA
2021-09-01 00:08:00,0.308,-0.403,NA
2021-09-01 00:09:00,0.306,-0.467,NA
2021-09-01 00:10:00,0.311,-0.522,NA
2021-09-01 00:11:00,0.315,-0.533,NA
2021-09-01 00:12:00,0.303,-0.583,NA
2021-09-01 00:13:00,0.284,-0.633,NA
2021-09-01 00:14:00,0.258,-0.71,NA
2021-09-01 00:15:00,0.248,-0.787,NA
2021-09-01 00:16:00,0.269,-0.755,NA
2021-09-01 00:17:00,0.295,-0.671,NA
2021-09-01 00:18:00,0.3,-0.603,NA
2021-09-01 00:19:00,0.3,-0.524,NA
2021-09-01 00:20:00,0.302,-0.43,NA
2021-09-01 00:21:00,0.313,-0.306,NA
2021-09-01 00:22:00,0.334,-0.196,NA
2021-09-01 00:23:00,0.356,-0.091,NA
2021-09-01 00:24:00,0.362,-0.033,NA
2021-09-01 00:25:00,0.348,-0.028,NA
2021-09-01 00:26:00,0.327,-0.047,NA
2021-09-01 00:27:00,0.326,-0.045,NA
2021-09-01 00:28:00,0.317,-0.065,NA
2021-09-01 00:29:00,0.315,-0.128,NA
2021-09-01 00:30:00,0.315,-0.17,NA
2021-09-01 00:31:00,0.325,-0.183,NA
2021-09-01 00:32:00,0.31,-0.237,NA
2021-09-01 00:33:00,0.312,-0.317,NA
2021-09-01 00:34:00,0.321,-0.391,NA
2021-09-01 00:35:00,0.32,-0.419,NA
2021-09-01 00:36:00,0.312,-0.465,NA
2021-09-01 00:37:00,0.31,-0.471,NA
2021-09-01 00:38:00,0.31,-0.494,NA
2021-09-01 00:39:00,0.298,-0.56,NA
2021-09-01 00:40:00,0.291,-0.647,NA
2021-09-01 00:41:00,0.3,-0.688,NA
2021-09-01 00:42:00,0.3,-0.686,NA
2021-09-01 00:43:00,0.304,-0.635,NA
2021-09-01 00:44:00,0.318,-0.585,NA
2021-09-01 00:45:00,0.32,-0.575,NA
2021-09-01 00:46:00,0.314,-0.563,NA
2021-09-01 00:47:00,0.326,-0.558,NA
2021-09-01 00:48:00,0.329,-0.526,NA
2021-09-01 00:49:00,0.329,-0.534,NA
2021-09-01 00:50:00,0.329,-0.593,NA
2021-09-01 00:51:00,0.323,-0.68,NA
2021-09-01 00:52:00,0.308,-0.812,NA
2021-09-01 00:53:00,0.31,-0.928,NA
2021-09-01 00:54:00,0.312,-1.035,NA
2021-09-01 00:55:00,0.308,-1.158,NA
