"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-02-01,0.379,6.371,NA
2021-02-01 00:01:00,0.389,6.32,NA
2021-02-01 00:02:00,0.396,6.3,NA
2021-02-01 00:03:00,0.407,6.302,NA
2021-02-01 00:04:00,0.42,6.33,NA
2021-02-01 00:05:00,0.416,6.343,NA
2021-02-01 00:06:00,0.422,6.335,NA
2021-02-01 00:07:00,0.425,6.313,NA
2021-02-01 00:08:00,0.414,6.321,NA
2021-02-01 00:09:00,0.41,6.358,NA
2021-02-01 00:10:00,0.392,6.424,NA
2021-02-01 00:11:00,0.372,6.48,NA
2021-02-01 00:12:00,0.352,6.523,NA
2021-02-01 00:13:00,0.345,6.596,NA
2021-02-01 00:14:00,0.346,6.687,NA
2021-02-01 00:15:00,0.348,6.744,NA
2021-02-01 00:16:00,0.373,6.812,NA
2021-02-01 00:17:00,0.405,6.957,NA
2021-02-01 00:18:00,0.419,7.069,NA
2021-02-01 00:19:00,0.419,7.103,NA
2021-02-01 00:20:00,0.433,7.089,NA
2021-02-01 00:21:00,0.412,7.066,NA
2021-02-01 00:22:00,0.385,7.026,NA
2021-02-01 00:23:00,0.382,7.02,NA
2021-02-01 00:24:00,0.352,7.05,NA
2021-02-01 00:25:00,0.307,7.019,NA
2021-02-01 00:26:00,0.269,6.913,NA
2021-02-01 00:27:00,0.286,6.886,NA
2021-02-01 00:28:00,0.303,6.915,NA
2021-02-01 00:29:00,0.299,6.967,NA
2021-02-01 00:30:00,0.306,6.971,NA
2021-02-01 00:31:00,0.298,6.975,NA
2021-02-01 00:32:00,0.295,6.953,NA
2021-02-01 00:33:00,0.311,6.917,NA
2021-02-01 00:34:00,0.319,6.895,NA
2021-02-01 00:35:00,0.308,6.923,NA
2021-02-01 00:36:00,0.285,6.927,NA
2021-02-01 00:37:00,0.269,6.915,NA
2021-02-01 00:38:00,0.279,6.907,NA
2021-02-01 00:39:00,0.285,6.902,NA
2021-02-01 00:40:00,0.293,6.91,NA
2021-02-01 00:41:00,0.285,6.941,NA
2021-02-01 00:42:00,0.292,6.986,NA
2021-02-01 00:43:00,0.286,7.07,NA
2021-02-01 00:44:00,0.301,7.111,NA
2021-02-01 00:45:00,0.303,7.164,NA
2021-02-01 00:46:00,0.297,7.204,NA
2021-02-01 00:47:00,0.31,7.251,NA
2021-02-01 00:48:00,0.336,7.346,NA
2021-02-01 00:49:00,0.36,7.495,NA
2021-02-01 00:50:00,0.39,7.586,NA
2021-02-01 00:51:00,0.398,7.601,NA
2021-02-01 00:52:00,0.408,7.681,NA
2021-02-01 00:53:00,0.423,7.805,NA
2021-02-01 00:54:00,0.437,7.853,NA
2021-02-01 00:55:00,0.444,7.966,NA
2021-02-01 00:56:00,0.429,8.059,NA
2021-02-01 00:57:00,0.422,8.144,NA
2021-02-01 00:58:00,0.421,8.169,NA
2021-02-01 00:59:00,0.404,8.264,NA
2021-02-01 01:00:00,0.411,8.292,NA
2021-02-01 01:01:00,0.404,8.274,NA
2021-02-01 01:02:00,0.374,8.254,NA
2021-02-01 01:03:00,0.36,8.278,NA
2021-02-01 01:04:00,0.348,8.257,NA
2021-02-01 01:05:00,0.35,8.243,NA
2021-02-01 01:06:00,0.323,8.222,NA
2021-02-01 01:07:00,0.316,8.238,NA
2021-02-01 01:08:00,0.305,8.279,NA
2021-02-01 01:09:00,0.291,8.325,NA
2021-02-01 01:10:00,0.286,8.332,NA
2021-02-01 01:11:00,0.295,8.383,NA
2021-02-01 01:12:00,0.305,8.466,NA
2021-02-01 01:13:00,0.322,8.573,NA
2021-02-01 01:14:00,0.335,8.622,NA
2021-02-01 01:15:00,0.345,8.637,NA
2021-02-01 01:16:00,0.332,8.62,NA
2021-02-01 01:17:00,0.319,8.63,NA
2021-02-01 01:18:00,0.328,8.635,NA
2021-02-01 01:19:00,0.335,8.642,NA
2021-02-01 01:20:00,0.335,8.604,NA
2021-02-01 01:21:00,0.331,8.504,NA
2021-02-01 01:22:00,0.315,8.457,NA
2021-02-01 01:23:00,0.31,8.425,NA
2021-02-01 01:24:00,0.315,8.422,NA
2021-02-01 01:25:00,0.341,8.371,NA
2021-02-01 01:26:00,0.365,8.271,NA
2021-02-01 01:27:00,0.358,8.22,NA
2021-02-01 01:28:00,0.357,8.172,NA
2021-02-01 01:29:00,0.366,8.123,NA
2021-02-01 01:30:00,0.37,8.12,NA
2021-02-01 01:31:00,0.378,8.096,NA
2021-02-01 01:32:00,0.39,8.078,NA
2021-02-01 01:33:00,0.393,8.059,NA
2021-02-01 01:34:00,0.379,8.132,NA
2021-02-01 01:35:00,0.38,8.192,NA
2021-02-01 01:36:00,0.401,8.211,NA
2021-02-01 01:37:00,0.408,8.252,NA
2021-02-01 01:38:00,0.43,8.312,NA
2021-02-01 01:39:00,0.438,8.26,NA
2021-02-01 01:40:00,0.446,8.18,NA
2021-02-01 01:41:00,0.447,8.106,NA
2021-02-01 01:42:00,0.444,7.998,NA
2021-02-01 01:43:00,0.448,7.758,NA
2021-02-01 01:44:00,0.44,7.571,NA
2021-02-01 01:45:00,0.427,7.408,NA
2021-02-01 01:46:00,0.409,7.246,NA
2021-02-01 01:47:00,0.385,7.065,NA
2021-02-01 01:48:00,0.375,6.898,NA
2021-02-01 01:49:00,0.346,6.751,NA
2021-02-01 01:50:00,0.328,6.658,NA
2021-02-01 01:51:00,0.338,6.615,NA
2021-02-01 01:52:00,0.338,6.599,NA
2021-02-01 01:53:00,0.328,6.557,NA
2021-02-01 01:54:00,0.315,6.542,NA
2021-02-01 01:55:00,0.295,6.496,NA
2021-02-01 01:56:00,0.279,6.457,NA
2021-02-01 01:57:00,0.272,6.433,NA
2021-02-01 01:58:00,0.271,6.373,NA
2021-02-01 01:59:00,0.257,6.321,NA
2021-02-01 02:00:00,0.249,6.292,NA
2021-02-01 02:01:00,0.24,6.257,NA
2021-02-01 02:02:00,0.241,6.204,NA
2021-02-01 02:03:00,0.246,6.156,NA
2021-02-01 02:04:00,0.252,6.161,NA
2021-02-01 02:05:00,0.258,6.132,NA
2021-02-01 02:06:00,0.259,6.086,NA
2021-02-01 02:07:00,0.265,6.075,NA
2021-02-01 02:08:00,0.256,6.03,NA
2021-02-01 02:09:00,0.236,5.967,NA
2021-02-01 02:10:00,0.225,5.948,NA
2021-02-01 02:11:00,0.202,5.923,NA
2021-02-01 02:12:00,0.201,5.854,NA
2021-02-01 02:13:00,0.188,5.811,NA
2021-02-01 02:14:00,0.188,5.83,NA
2021-02-01 02:15:00,0.187,5.859,NA
2021-02-01 02:16:00,0.179,5.928,NA
2021-02-01 02:17:00,0.195,6.005,NA
2021-02-01 02:18:00,0.193,6.044,NA
2021-02-01 02:19:00,0.21,6.066,NA
2021-02-01 02:20:00,0.223,6.104,NA
2021-02-01 02:21:00,0.23,6.157,NA
2021-02-01 02:22:00,0.233,6.209,NA
2021-02-01 02:23:00,0.223,6.299,NA
2021-02-01 02:24:00,0.247,6.379,NA
2021-02-01 02:25:00,0.249,6.402,NA
2021-02-01 02:26:00,0.245,6.472,NA
2021-02-01 02:27:00,0.256,6.568,NA
2021-02-01 02:28:00,0.269,6.687,NA
2021-02-01 02:29:00,0.302,6.811,NA
