"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-08-01,3.218,7.388,NA
2021-08-01 00:01:00,2.905,6.669,NA
2021-08-01 00:02:00,2.665,6.043,NA
2021-08-01 00:03:00,2.533,5.489,NA
2021-08-01 00:04:00,2.428,4.98,NA
2021-08-01 00:05:00,2.283,4.404,NA
2021-08-01 00:06:00,2.135,3.663,NA
2021-08-01 00:07:00,2.003,3.202,NA
2021-08-01 00:08:00,1.874,2.884,NA
2021-08-01 00:09:00,1.786,2.624,NA
2021-08-01 00:10:00,1.703,2.188,NA
2021-08-01 00:11:00,1.61,1.825,NA
2021-08-01 00:12:00,1.545,1.676,NA
2021-08-01 00:13:00,1.494,1.502,NA
2021-08-01 00:14:00,1.506,1.463,NA
2021-08-01 00:15:00,1.563,1.49,NA
2021-08-01 00:16:00,1.553,1.424,NA
2021-08-01 00:17:00,1.65,1.489,NA
2021-08-01 00:18:00,1.723,1.546,NA
2021-08-01 00:19:00,1.731,1.534,NA
2021-08-01 00:20:00,1.741,1.54,NA
2021-08-01 00:21:00,1.744,1.508,NA
2021-08-01 00:22:00,1.709,1.439,NA
2021-08-01 00:23:00,1.649,1.293,NA
2021-08-01 00:24:00,1.678,1.261,NA
2021-08-01 00:25:00,1.653,1.27,NA
2021-08-01 00:26:00,1.534,1.088,NA
2021-08-01 00:27:00,1.474,1.022,NA
2021-08-01 00:28:00,1.49,1.036,NA
2021-08-01 00:29:00,1.525,1.041,NA
2021-08-01 00:30:00,1.613,1.053,NA
2021-08-01 00:31:00,1.643,1.055,NA
2021-08-01 00:32:00,1.711,1.138,NA
2021-08-01 00:33:00,1.772,1.159,NA
2021-08-01 00:34:00,1.78,1.074,NA
2021-08-01 00:35:00,1.778,0.99,NA
2021-08-01 00:36:00,1.747,0.875,NA
2021-08-01 00:37:00,1.668,0.705,NA
2021-08-01 00:38:00,1.583,0.592,NA
2021-08-01 00:39:00,1.578,0.519,NA
2021-08-01 00:40:00,1.654,0.468,NA
2021-08-01 00:41:00,1.633,0.308,NA
2021-08-01 00:42:00,1.64,0.233,NA
2021-08-01 00:43:00,1.713,0.244,NA
2021-08-01 00:44:00,1.855,0.359,NA
2021-08-01 00:45:00,1.959,0.373,NA
2021-08-01 00:46:00,2.091,0.442,NA
2021-08-01 00:47:00,2.173,0.431,NA
2021-08-01 00:48:00,2.208,0.454,NA
2021-08-01 00:49:00,2.131,0.4,NA
2021-08-01 00:50:00,2.088,0.355,NA
2021-08-01 00:51:00,2.111,0.379,NA
2021-08-01 00:52:00,2.056,0.298,NA
2021-08-01 00:53:00,2.057,0.239,NA
2021-08-01 00:54:00,2.064,0.205,NA
2021-08-01 00:55:00,1.891,0.095,NA
2021-08-01 00:56:00,1.759,0.037,NA
2021-08-01 00:57:00,1.701,0.116,NA
2021-08-01 00:58:00,1.636,0.094,NA
2021-08-01 00:59:00,1.538,0.049,NA
2021-08-01 01:00:00,1.508,0.04,NA
2021-08-01 01:01:00,1.411,-0.025,NA
2021-08-01 01:02:00,1.245,-0.02,NA
2021-08-01 01:03:00,1.214,-0.046,NA
2021-08-01 01:04:00,1.183,-0.138,NA
2021-08-01 01:05:00,1.12,-0.284,NA
2021-08-01 01:06:00,1.1,-0.388,NA
2021-08-01 01:07:00,1.089,-0.416,NA
2021-08-01 01:08:00,1.062,-0.48,NA
2021-08-01 01:09:00,1.021,-0.44,NA
2021-08-01 01:10:00,1.017,-0.405,NA
2021-08-01 01:11:00,1.012,-0.402,NA
2021-08-01 01:12:00,1.078,-0.306,NA
2021-08-01 01:13:00,1.152,-0.178,NA
2021-08-01 01:14:00,1.202,-0.083,NA
2021-08-01 01:15:00,1.212,-0.007,NA
2021-08-01 01:16:00,1.207,0.025,NA
2021-08-01 01:17:00,1.206,-0.001,NA
2021-08-01 01:18:00,1.221,-0.062,NA
2021-08-01 01:19:00,1.212,-0.082,NA
2021-08-01 01:20:00,1.235,-0.085,NA
2021-08-01 01:21:00,1.253,-0.096,NA
2021-08-01 01:22:00,1.233,-0.223,NA
2021-08-01 01:23:00,1.26,-0.229,NA
2021-08-01 01:24:00,1.317,-0.233,NA
2021-08-01 01:25:00,1.328,-0.234,NA
2021-08-01 01:26:00,1.396,-0.115,NA
2021-08-01 01:27:00,1.489,0.056,NA
2021-08-01 01:28:00,1.57,0.15,NA
2021-08-01 01:29:00,1.587,0.194,NA
2021-08-01 01:30:00,1.633,0.32,NA
2021-08-01 01:31:00,1.664,0.425,NA
2021-08-01 01:32:00,1.634,0.422,NA
2021-08-01 01:33:00,1.674,0.51,NA
2021-08-01 01:34:00,1.69,0.521,NA
2021-08-01 01:35:00,1.641,0.417,NA
2021-08-01 01:36:00,1.575,0.343,NA
2021-08-01 01:37:00,1.536,0.314,NA
2021-08-01 01:38:00,1.47,0.266,NA
2021-08-01 01:39:00,1.463,0.262,NA
2021-08-01 01:40:00,1.476,0.306,NA
2021-08-01 01:41:00,1.45,0.256,NA
2021-08-01 01:42:00,1.424,0.227,NA
2021-08-01 01:43:00,1.387,0.216,NA
2021-08-01 01:44:00,1.399,0.2,NA
2021-08-01 01:45:00,1.38,0.155,NA
2021-08-01 01:46:00,1.399,0.163,NA
2021-08-01 01:47:00,1.366,0.086,NA
2021-08-01 01:48:00,1.325,0.033,NA
2021-08-01 01:49:00,1.289,-0.127,NA
2021-08-01 01:50:00,1.253,-0.212,NA
2021-08-01 01:51:00,1.228,-0.314,NA
2021-08-01 01:52:00,1.173,-0.485,NA
2021-08-01 01:53:00,1.112,-0.646,NA
2021-08-01 01:54:00,1.059,-0.808,NA
2021-08-01 01:55:00,1.025,-0.95,NA
2021-08-01 01:56:00,0.976,-1.161,NA
2021-08-01 01:57:00,0.929,-1.343,NA
2021-08-01 01:58:00,0.903,-1.421,NA
2021-08-01 01:59:00,0.865,-1.564,NA
2021-08-01 02:00:00,0.821,-1.681,NA
2021-08-01 02:01:00,0.812,-1.714,NA
2021-08-01 02:02:00,0.899,-1.633,NA
2021-08-01 02:03:00,0.915,-1.63,NA
2021-08-01 02:04:00,0.939,-1.55,NA
2021-08-01 02:05:00,1.003,-1.376,NA
2021-08-01 02:06:00,1.017,-1.281,NA
2021-08-01 02:07:00,1.067,-1.141,NA
2021-08-01 02:08:00,1.112,-1.016,NA
2021-08-01 02:09:00,1.157,-0.896,NA
2021-08-01 02:10:00,1.151,-0.777,NA
2021-08-01 02:11:00,1.05,-0.744,NA
2021-08-01 02:12:00,1.049,-0.645,NA
2021-08-01 02:13:00,1.022,-0.656,NA
2021-08-01 02:14:00,1.009,-0.579,NA
2021-08-01 02:15:00,0.977,-0.506,NA
2021-08-01 02:16:00,0.977,-0.421,NA
2021-08-01 02:17:00,1.01,-0.268,NA
2021-08-01 02:18:00,1.035,-0.127,NA
