"date (UTC+0)","NO (ppb)","NOy (ppb)","Flag"
2021-01-01,0.601,8.748,NA
2021-01-01 00:01:00,0.613,8.615,NA
2021-01-01 00:02:00,0.617,8.557,NA
2021-01-01 00:03:00,0.624,8.531,NA
2021-01-01 00:04:00,0.654,8.563,NA
2021-01-01 00:05:00,0.646,8.497,NA
2021-01-01 00:06:00,0.63,8.347,NA
2021-01-01 00:07:00,0.635,8.275,NA
2021-01-01 00:08:00,0.645,8.248,NA
2021-01-01 00:09:00,0.649,8.208,NA
2021-01-01 00:10:00,0.615,8.169,NA
2021-01-01 00:11:00,0.633,8.206,NA
2021-01-01 00:12:00,0.681,8.292,NA
2021-01-01 00:13:00,0.649,8.116,NA
2021-01-01 00:14:00,0.644,8.1,NA
2021-01-01 00:15:00,0.646,8.118,NA
2021-01-01 00:16:00,0.625,8.134,NA
2021-01-01 00:17:00,0.607,8.118,NA
2021-01-01 00:18:00,0.6,8.141,NA
2021-01-01 00:19:00,0.619,8.109,NA
2021-01-01 00:20:00,0.509,7.941,NA
2021-01-01 00:21:00,0.474,7.986,NA
2021-01-01 00:22:00,0.48,8.151,NA
2021-01-01 00:23:00,0.483,8.237,NA
2021-01-01 00:24:00,0.485,8.284,NA
2021-01-01 00:25:00,0.488,8.389,NA
2021-01-01 00:26:00,0.479,8.504,NA
2021-01-01 00:27:00,0.464,8.659,NA
2021-01-01 00:28:00,0.5,8.92,NA
2021-01-01 00:29:00,0.52,9.068,NA
2021-01-01 00:30:00,0.529,9.059,NA
2021-01-01 00:31:00,0.486,9.111,NA
2021-01-01 00:32:00,0.48,9.219,NA
2021-01-01 00:33:00,0.486,9.305,NA
2021-01-01 00:34:00,0.513,9.317,NA
2021-01-01 00:35:00,0.519,9.322,NA
2021-01-01 00:36:00,0.512,9.307,NA
2021-01-01 00:37:00,0.467,9.198,NA
2021-01-01 00:38:00,0.448,9.223,NA
2021-01-01 00:39:00,0.461,9.212,NA
2021-01-01 00:40:00,0.489,9.156,NA
2021-01-01 00:41:00,0.484,9.097,NA
2021-01-01 00:42:00,0.461,9.061,NA
2021-01-01 00:43:00,0.456,9,NA
2021-01-01 00:44:00,0.457,8.881,NA
2021-01-01 00:45:00,0.455,8.759,NA
2021-01-01 00:46:00,0.47,8.589,NA
2021-01-01 00:47:00,0.484,8.425,NA
2021-01-01 00:48:00,0.469,8.304,NA
2021-01-01 00:49:00,0.463,8.191,NA
2021-01-01 00:50:00,0.456,7.984,NA
2021-01-01 00:51:00,0.442,7.796,NA
2021-01-01 00:52:00,0.448,7.613,NA
2021-01-01 00:53:00,0.448,7.421,NA
2021-01-01 00:54:00,0.446,7.285,NA
2021-01-01 00:55:00,0.437,7.145,NA
2021-01-01 00:56:00,0.429,7,NA
2021-01-01 00:57:00,0.441,6.874,NA
2021-01-01 00:58:00,0.445,6.831,NA
2021-01-01 00:59:00,0.459,6.822,NA
2021-01-01 01:00:00,0.461,6.85,NA
2021-01-01 01:01:00,0.444,6.916,NA
2021-01-01 01:02:00,0.439,6.905,NA
2021-01-01 01:03:00,0.433,6.883,NA
2021-01-01 01:04:00,0.428,6.899,NA
2021-01-01 01:05:00,0.407,6.918,NA
2021-01-01 01:06:00,0.407,6.883,NA
2021-01-01 01:07:00,0.401,6.821,NA
2021-01-01 01:08:00,0.401,6.739,NA
2021-01-01 01:09:00,0.403,6.662,NA
2021-01-01 01:10:00,0.397,6.635,NA
2021-01-01 01:11:00,0.402,6.682,NA
2021-01-01 01:12:00,0.408,6.71,NA
2021-01-01 01:13:00,0.409,6.671,NA
2021-01-01 01:14:00,0.41,6.626,NA
2021-01-01 01:15:00,0.393,6.572,NA
2021-01-01 01:16:00,0.374,6.423,NA
2021-01-01 01:17:00,0.357,6.291,NA
2021-01-01 01:18:00,0.352,6.133,NA
2021-01-01 01:19:00,0.344,5.923,NA
2021-01-01 01:20:00,0.352,5.769,NA
2021-01-01 01:21:00,0.361,5.55,NA
2021-01-01 01:22:00,0.358,5.338,NA
2021-01-01 01:23:00,0.355,5.133,NA
2021-01-01 01:24:00,0.355,4.986,NA
2021-01-01 01:25:00,0.365,4.974,NA
