"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2021-06-01,0.15975,2.86065,3.31253333333333,32.701175,"1b","1b","1b","1b"
2021-06-01 01:00:00,0.253233333333333,4.17513333333333,5.51166666666667,27.4058636363636,"1b","1b","1b","1b"
2021-06-01 02:00:00,0.331,4.98691666666666,6.47516666666667,24.4523666666667,"1b","1b","1b","1b"
2021-06-01 03:00:00,0.3116,5.76088333333333,6.9068,22.4390833333333,"1b","1b","1b","1b"
2021-06-01 04:00:00,1.08148333333333,13.0967833333333,16.7290333333333,13.9085833333333,"1b","1b","1b","1b"
2021-06-01 05:00:00,2.38478333333333,16.9391666666666,15.4317,17.552,"1b","1b","1b","1b"
2021-06-01 06:00:00,2.46338333333333,12.7351333333333,10.8827333333333,21.2031333333333,"1b","1b","1b","1b"
2021-06-01 07:00:00,4.23788333333333,15.97285,12.4452666666667,20.3769,"1b","1b","1b","1b"
2021-06-01 08:00:00,4.43198333333333,16.2297166666666,12.23865,22.2822166666667,"1b","1b","1b","1b"
2021-06-01 09:00:00,3.47598333333333,14.15575,10.6970166666667,26.6944666666667,"1b","1b","1b","1b"
2021-06-01 10:00:00,1.1971,7.75991666666666,5.49165,39.24565,"1b","1b","1b","1b"
2021-06-01 11:00:00,0.3548,3.4249,2.04431666666667,45.2123,"1b","1b","1b","1b"
2021-06-01 12:00:00,0.362183333333333,2.55706666666666,1.78183333333333,44.096,"1b","1b","1b","1b"
2021-06-01 13:00:00,0.404283333333333,3.02061666666666,1.93916666666667,45.5918666666667,"1b","1b","1b","1b"
2021-06-01 14:00:00,0.338933333333333,2.6066,1.50133333333333,47.0536166666667,"1b","1b","1b","1b"
2021-06-01 15:00:00,0.272583333333333,2.767,1.73713333333333,47.60915,"1b","1b","1b","1b"
2021-06-01 16:00:00,0.24725,2.55338333333333,1.83965,48.6907666666667,"1b","1b","1b","1b"
2021-06-01 17:00:00,0.221583333333333,2.45848333333333,2.15741666666667,48.4801833333333,"1b","1b","1b","1b"
2021-06-01 18:00:00,0.1315,2.0872,2.25101666666667,47.8519666666667,"1b","1b","1b","1b"
2021-06-01 19:00:00,0.1176,2.65856666666666,2.89728333333333,46.7546333333333,"1b","1b","1b","1b"
2021-06-01 20:00:00,0.131483333333333,3.501,3.79946666666667,44.3734333333333,"1b","1b","1b","1b"
2021-06-01 21:00:00,0.129383333333333,4.12063333333333,4.33035,42.2702166666667,"1b","1b","1b","1b"
2021-06-01 22:00:00,0.171866666666667,5.86485,6.05486666666667,38.4744666666667,"1b","1b","1b","1b"
2021-06-01 23:00:00,0.210833333333333,10.7329,11.0541333333333,33.00075,"1b","1b","1b","1b"
2021-06-02,0.192283333333333,8.12831666666666,8.30816666666667,34.01735,"1b","1b","1b","1b"
2021-06-02 01:00:00,0.160083333333333,7.30551666666666,6.5415,33.3577045454545,"1b","1b","1b","1b"
2021-06-02 02:00:00,0.206183333333333,6.66618333333333,6.93205,32.2008833333333,"1b","1b","1b","1b"
2021-06-02 03:00:00,0.217466666666667,9.33325,9.2273,28.5635833333333,"1b","1b","1b","1b"
2021-06-02 04:00:00,0.4669,10.9412833333333,11.0257833333333,25.5117,"1b","1b","1b","1b"
2021-06-02 05:00:00,1.33601666666667,12.6493666666667,11.3899333333333,23.3676,"1b","1b","1b","1b"
2021-06-02 06:00:00,2.2673,13.3920166666666,10.7432666666667,22.6251333333333,"1b","1b","1b","1b"
2021-06-02 07:00:00,4.24445,17.6049,13.12195,21.3856833333333,"1b","1b","1b","1b"
2021-06-02 08:00:00,4.03616666666667,16.0485833333333,11.38925,24.6960166666667,"1b","1b","1b","1b"
2021-06-02 09:00:00,2.99071666666667,13.4177166666666,9.9234,29.6202666666667,"1b","1b","1b","1b"
2021-06-02 10:00:00,2.37253333333333,11.8736166666667,8.47901666666667,36.48015,"1b","1b","1b","1b"
2021-06-02 11:00:00,0.7278,6.79325,4.37123333333333,43.2012,"1b","1b","1b","1b"
2021-06-02 12:00:00,0.496683333333333,4.447,2.81125,47.4503666666667,"1b","1b","1b","1b"
2021-06-02 13:00:00,0.4482,4.24705,2.43465,48.7598,"1b","1b","1b","1b"
2021-06-02 14:00:00,0.2706,3.70991666666666,2.22041666666667,50.2329166666667,"1b","1b","1b","1b"
2021-06-02 15:00:00,0.242883333333333,3.6696,2.37618333333333,53.24695,"1b","1b","1b","1b"
2021-06-02 16:00:00,0.281116666666667,6.21835,5.65875,47.36245,"1b","1b","1b","1b"
2021-06-02 17:00:00,0.455666666666667,10.4274166666667,10.1334333333333,36.3497333333333,"1b","1b","1b","1b"
2021-06-02 18:00:00,0.28805,9.80325,9.8485,33.6745833333333,"1b","1b","1b","1b"
2021-06-02 19:00:00,0.28105,8.95781666666666,8.7172,33.5649333333333,"1b","1b","1b","1b"
2021-06-02 20:00:00,0.2201,8.90526666666666,9.13046666666667,35.5197,"1b","1b","1b","1b"
2021-06-02 21:00:00,0.13365,6.21623333333333,5.7654,44.0933166666667,"1b","1b","1b","1b"
2021-06-02 22:00:00,0.12255,6.15525,6.0471,40.3706333333333,"1b","1b","1b","1b"
2021-06-02 23:00:00,0.154616666666667,5.38673333333333,5.43905,33.0028,"1b","1b","1b","1b"
2021-06-03,0.305183333333333,5.58816666666666,5.94766666666667,27.616125,"1b","1b","1b","1b"
2021-06-03 01:00:00,0.292,4.43423333333333,NA,26.0372045454545,"1b","1b","5b","1b"
2021-06-03 02:00:00,0.208416666666667,2.5558,2.72261363636364,27.0019,"1b","1b","1b","1b"
2021-06-03 03:00:00,0.2843,2.90311666666666,2.89976666666667,22.7125166666667,"1b","1b","1b","1b"
2021-06-03 04:00:00,0.331533333333333,3.33921666666666,3.35271666666667,23.0049,"1b","1b","1b","1b"
2021-06-03 05:00:00,0.303633333333333,2.06255,2.51676666666667,29.6262166666667,"1b","1b","1b","1b"
2021-06-03 06:00:00,0.52435,2.89793333333333,3.4013,28.7856833333333,"1b","1b","1b","1b"
2021-06-03 07:00:00,0.644583333333333,3.75156666666666,4.09491666666667,27.4414,"1b","1b","1b","1b"
2021-06-03 08:00:00,0.542083333333333,3.1088,3.31183333333333,27.2223166666667,"1b","1b","1b","1b"
2021-06-03 09:00:00,0.727766666666667,4.30578333333333,4.20055,24.6989333333333,"1b","1b","1b","1b"
2021-06-03 10:00:00,1.38328333333333,6.50456666666666,5.71905,25.0708166666667,"1b","1b","1b","1b"
