"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2022-06-01,0.416516666666667,1.36655,4.60860869565217,15.4014,"1b","1b","1b","1b"
2022-06-01 01:00:00,0.326566666666667,2.05558333333334,8.51816666666667,15.6190909090909,"1b","1b","1b","1b"
2022-06-01 02:00:00,0.431440677966102,2.71409971751413,7.11728813559322,13.0009830508475,"1b","1b","1b","1b"
2022-06-01 03:00:00,0.278316666666667,1.42953333333334,4.6733,14.3132333333333,"1b","1b","1b","1b"
2022-06-01 04:00:00,0.285016666666667,1.81728333333334,5.43566666666667,15.5792166666667,"1b","1b","1b","1b"
2022-06-01 05:00:00,0.632733333333333,3.28688333333334,7.63371666666667,15.5919166666667,"1b","1b","1b","1b"
2022-06-01 06:00:00,1.30578333333333,4.70201666666667,8.66248333333333,16.3654333333333,"1b","1b","1b","1b"
2022-06-01 07:00:00,1.44631666666667,4.45141666666667,8.13111666666667,17.43405,"1b","1b","1b","1b"
2022-06-01 08:00:00,1.56571666666667,4.76136666666667,8.52115,19.9624166666667,"1b","1b","1b","1b"
2022-06-01 09:00:00,1.70268333333333,5.37513333333334,9.6698,19.8434833333333,"1b","1b","1b","1b"
2022-06-01 10:00:00,2.11793333333333,6.73583333333334,11.0647666666667,18.9177166666667,"1b","1b","1b","1b"
2022-06-01 11:00:00,1.92023333333333,5.60421666666667,8.9878,21.0255166666667,"1b","1b","1b","1b"
2022-06-01 12:00:00,1.42403333333333,4.07211666666667,6.99973333333333,25.0754333333333,"1b","1b","1b","1b"
2022-06-01 13:00:00,0.956883333333333,3.37698333333334,5.96236666666667,26.7083833333333,"1b","1b","1b","1b"
2022-06-01 14:00:00,0.860166666666667,2.58951666666667,4.81543333333333,29.02415,"1b","1b","1b","1b"
2022-06-01 15:00:00,0.78255,4.20238333333334,7.84886666666667,27.7795666666667,"1b","1b","1b","1b"
2022-06-01 16:00:00,0.681516666666667,3.40108333333334,6.32065,30.2822833333333,"1b","1b","1b","1b"
2022-06-01 17:00:00,0.625566666666667,5.00906666666667,9.87155,27.86595,"1b","1b","1b","1b"
2022-06-01 18:00:00,0.455933333333333,3.9638,7.92938333333333,30.7575833333333,"1b","1b","1b","1b"
2022-06-01 19:00:00,0.303016666666667,4.57711666666667,9.81546666666667,30.58335,"1b","1b","1b","1b"
2022-06-01 20:00:00,0.809966666666667,9.45361666666667,19.60985,22.5651666666667,"1b","1b","1b","1b"
2022-06-01 21:00:00,1.60075,12.4537,24.7074833333333,15.7787,"1b","1b","1b","1b"
2022-06-01 22:00:00,1.2935,13.9123166666667,34.8831166666667,6.54625,"1b","1b","1b","1b"
2022-06-01 23:00:00,1.8139,17.7583333333334,40.5329166666667,2.47166666666667,"1b","1b","1b","1b"
2022-06-02,5.82815,20.923,41.0131304347826,1.55225,"1b","1b","1b","1b"
2022-06-02 01:00:00,13.1301833333333,28.4993666666667,35.1044583333333,1.58081818181818,"1b","1b","1b","1b"
2022-06-02 02:00:00,11.9114,24.6642166666667,30.5708166666667,1.59313333333333,"1b","1b","1b","1b"
2022-06-02 03:00:00,15.05875,24.3576166666667,23.4350833333333,1.60236666666667,"1b","1b","1b","1b"
2022-06-02 04:00:00,14.2178833333333,23.5339,21.2447833333333,2.0587,"1b","1b","1b","1b"
2022-06-02 05:00:00,19.4106833333333,31.4979166666667,25.2000333333333,4.02683333333333,"1b","1b","1b","1b"
2022-06-02 06:00:00,8.49676666666667,20.6633333333334,21.5328333333333,12.8693666666667,"1b","1b","1b","1b"
2022-06-02 07:00:00,1.58116666666667,6.71516666666667,9.31556666666667,24.3712833333333,"1b","1b","1b","1b"
2022-06-02 08:00:00,0.833283333333333,2.95686666666667,4.3655,31.82175,"1b","1b","1b","1b"
