"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-05-01,0.552133333333333,0.13105,3.25183333333333,5.0381,22.1323,"1b","1b","1b","1b","1b"
2024-05-01 01:00:00,0.485883333333333,0.159816666666667,2.1159,3.90313793103448,15.626,"1b","1b","1b","1b","1b"
2024-05-01 02:00:00,0.410716666666667,0.168,2.43733333333333,3.51995,16.9025333333333,"1b","1b","1b","1b","1b"
2024-05-01 03:00:00,0.379966666666667,0.103583333333333,2.2763,3.1971,18.87205,"1b","1b","1b","1b","1b"
2024-05-01 04:00:00,0.398216666666667,0.1539,1.97153333333333,3.14588333333333,16.97165,"1b","1b","1b","1b","1b"
2024-05-01 05:00:00,0.421866666666667,0.20785,2.88076666666666,3.87071666666667,18.7649,"1b","1b","1b","1b","1b"
2024-05-01 06:00:00,0.474966666666667,0.483233333333333,4.07105,4.92536666666667,19.4261,"1b","1b","1b","1b","1b"
2024-05-01 07:00:00,0.4973,0.899783333333333,5.48275,6.07641666666667,20.6323833333333,"1b","1b","1b","1b","1b"
2024-05-01 08:00:00,0.590316666666667,0.83315,4.54958333333333,5.00366666666667,25.3199333333333,"1b","1b","1b","1b","1b"
2024-05-01 09:00:00,0.773133333333333,0.82035,4.32185,4.64245,26.9007666666667,"1b","1b","1b","1b","1b"
2024-05-01 10:00:00,0.6823,1.13893333333333,5.5205,6.13708333333333,28.0074166666667,"1b","1b","1b","1b","1b"
2024-05-01 11:00:00,0.647766666666667,1.9194,9.00725,8.91093333333333,27.8592,"1b","1b","1b","1b","1b"
2024-05-01 12:00:00,0.515883333333333,1.15766666666667,7.31553333333333,7.44438333333333,28.3271833333333,"1b","1b","1b","1b","1b"
2024-05-01 13:00:00,0.729716666666667,0.787233333333333,6.02645,6.39196666666667,28.81215,"1b","1b","1b","1b","1b"
2024-05-01 14:00:00,0.8016,1.01321666666667,7.86983333333333,8.3883,27.69895,"1b","1b","1b","1b","1b"
2024-05-01 15:00:00,0.800466666666667,0.814766666666667,7.26525,7.68095,29.1679666666667,"1b","1b","1b","1b","1b"
2024-05-01 16:00:00,0.729433333333333,0.346683333333333,6.02471666666666,6.86336666666667,30.0012833333333,"1b","1b","1b","1b","1b"
2024-05-01 17:00:00,0.774683333333333,0.264,7.91471666666666,9.18131666666667,28.1127166666667,"1b","1b","1b","1b","1b"
2024-05-01 18:00:00,0.5427,0.309033333333333,9.12998333333333,10.4716666666667,25.02155,"1b","1b","1b","1b","1b"
2024-05-01 19:00:00,0.54705,0.22715,11.8496,13.55445,19.1062666666667,"1b","1b","1b","1b","1b"
2024-05-01 20:00:00,0.71405,0.15325,10.1023666666667,10.86885,26.5798166666667,"1b","1b","1b","1b","1b"
2024-05-01 21:00:00,0.75495,0.123566666666667,6.41111666666666,7.1702,33.69725,"1b","1b","1b","1b","1b"
2024-05-01 22:00:00,0.637016666666667,0.12545,5.72463333333333,6.55373333333333,29.5527333333333,"1b","1b","1b","1b","1b"
2024-05-01 23:00:00,0.5545,0.09665,4.78308333333333,5.22633333333333,28.5920333333333,"1b","1b","1b","1b","1b"
2024-05-02,0.703066666666667,0.1125,6.0727,6.91903333333333,22.3973666666667,"1b","1b","1b","1b","1b"
2024-05-02 01:00:00,0.661533333333333,0.0910333333333333,4.94026666666666,3.97472413793103,28.4363409090909,"1b","1b","1b","1b","1b"
2024-05-02 02:00:00,0.665383333333333,0.12625,4.46706666666666,3.34943333333333,30.48745,"1b","1b","1b","1b","1b"
2024-05-02 03:00:00,0.64285,0.0876833333333333,4.18735,2.7832,30.8587666666667,"1b","1b","1b","1b","1b"
2024-05-02 04:00:00,0.611633333333333,0.0936666666666667,3.90466666666666,2.6445,31.72405,"1b","1b","1b","1b","1b"
2024-05-02 05:00:00,0.612433333333333,0.132733333333333,5.42228333333333,5.45241666666667,29.74045,"1b","1b","1b","1b","1b"
2024-05-02 06:00:00,0.5353,0.259833333333333,7.273,8.26193333333333,27.4566166666667,"1b","1b","1b","1b","1b"
2024-05-02 07:00:00,0.484566666666667,0.6004,9.363,10.7372,26.5207,"1b","1b","1b","1b","1b"
2024-05-02 08:00:00,0.581783333333333,0.916516666666667,9.58033333333333,10.46225,25.85895,"1b","1b","1b","1b","1b"
2024-05-02 09:00:00,0.670483333333333,1.4937,9.89045,10.27975,26.7090333333333,"4b","1b","1b","1b","1b"
2024-05-02 10:00:00,0.644483333333333,1.58738333333333,10.7775333333333,11.02265,27.3509,"4b","1b","1b","1b","1b"
2024-05-02 11:00:00,0.7378,0.8849,8.82595,8.95153333333333,28.6004,"4b","1b","1b","1b","1b"
2024-05-02 12:00:00,0.730716666666667,0.690583333333333,8.98858333333333,9.22893333333333,28.5181833333333,"4b","1b","1b","1b","1b"
2024-05-02 13:00:00,0.935733333333333,0.980916666666667,9.68486666666666,9.82735,27.4381,"4b","1b","1b","1b","1b"
2024-05-02 14:00:00,0.969933333333333,2.04008333333333,13.07075,12.7386,21.2134333333333,"4b","1b","1b","1b","1b"
2024-05-02 15:00:00,1.1052,1.90743333333333,13.6962333333333,12.9618,21.91495,"4b","1b","1b","1b","1b"
2024-05-02 16:00:00,0.899033333333333,0.968883333333333,12.18175,11.9478666666667,21.9402,"4b","1b","1b","1b","1b"
2024-05-02 17:00:00,0.906316666666667,0.67515,12.2255333333333,12.0346666666667,20.17705,"4b","1b","1b","1b","1b"
2024-05-02 18:00:00,0.7733,0.391183333333333,10.2070166666667,9.93481666666667,21.4090333333333,"4b","1b","1b","1b","1b"
2024-05-02 19:00:00,0.725183333333333,0.257233333333333,8.35306666666666,7.81271666666667,21.62175,"4b","1b","1b","1b","1b"
2024-05-02 20:00:00,0.663,0.173883333333333,7.29628333333333,6.91446666666667,19.79835,"4b","1b","1b","1b","1b"
2024-05-02 21:00:00,0.641,0.293566666666667,10.0670333333333,9.95091666666667,21.9555166666667,"4b","1b","1b","1b","1b"
2024-05-02 22:00:00,0.75375,0.12695,7.72096666666666,7.9399,28.7366,"4b","1b","1b","1b","1b"
2024-05-02 23:00:00,0.573216666666667,0.132616666666667,7.53188333333333,7.72755,26.6999833333333,"4b","1b","1b","1b","1b"
2024-05-03,0.608166666666667,0.142516666666667,6.58258333333333,6.66253333333333,27.344,"4b","1b","1b","1b","1b"
2024-05-03 01:00:00,0.616666666666667,0.13625,5.31666666666666,4.26513793103448,28.2784090909091,"4b","1b","1b","1b","1b"
2024-05-03 02:00:00,0.616916666666667,0.136116666666667,4.77115,4.1222,27.94445,"1b","1b","1b","1b","1b"
2024-05-03 03:00:00,0.647016666666667,0.119416666666667,4.20463333333333,3.06465,25.8795166666667,"1b","1b","1b","1b","1b"
2024-05-03 04:00:00,0.597883333333333,0.1153,3.95108333333333,3.04458333333333,21.6523666666667,"1b","1b","1b","1b","1b"
2024-05-03 05:00:00,0.568,0.41975,4.01295,4.49871666666667,15.5352166666667,"1b","1b","1b","1b","1b"
2024-05-03 06:00:00,0.367066666666667,0.429166666666667,4.44991666666666,5.49595,16.6888833333333,"1b","1b","1b","1b","1b"
2024-05-03 07:00:00,0.437254237288136,1.08932203389831,7.97038757062147,9.31779661016949,14.7667457627119,"1b","1b","1b","1b","1b"
2024-05-03 08:00:00,0.495066666666667,0.666416666666667,5.22031666666666,6.57218333333333,19.2743,"1b","1b","1b","1b","1b"
2024-05-03 09:00:00,0.4195,0.9272,5.8688,7.09083333333333,19.7227166666667,"1b","1b","1b","1b","1b"
2024-05-03 10:00:00,0.478316666666667,0.831516666666667,5.29186666666666,6.53806666666667,20.4822833333333,"1b","1b","1b","1b","1b"
2024-05-03 11:00:00,0.514833333333333,1.17688333333333,6.52378333333333,7.3696,19.9807,"1b","1b","1b","1b","1b"
2024-05-03 12:00:00,0.520283333333333,1.10733333333333,6.5007,7.79388333333333,20.1379,"1b","1b","1b","1b","1b"
2024-05-03 13:00:00,0.630833333333333,1.28188333333333,7.09778333333333,8.17808333333333,20.6422833333333,"1b","1b","1b","1b","1b"
2024-05-03 14:00:00,0.702266666666667,1.35021666666667,6.80971666666666,7.88325,22.028,"1b","1b","1b","1b","1b"
2024-05-03 15:00:00,0.699083333333333,0.940116666666667,6.33365,7.80873333333333,22.5153833333333,"1b","1b","1b","1b","1b"
2024-05-03 16:00:00,0.53625,0.850466666666667,5.91338333333333,7.25225,24.0149833333333,"1b","1b","1b","1b","1b"
2024-05-03 17:00:00,0.556066666666667,0.751266666666667,5.94006666666666,7.46075,25.2417833333333,"1b","1b","1b","1b","1b"
2024-05-03 18:00:00,0.372366666666667,0.284316666666667,5.10771666666666,7.05806666666667,25.5768166666667,"1b","1b","1b","1b","1b"
2024-05-03 19:00:00,0.29795,0.203166666666667,4.68793333333333,6.18916666666667,25.0432166666667,"1b","1b","1b","1b","1b"
2024-05-03 20:00:00,0.355083333333333,0.20645,4.23888333333333,5.85533333333333,24.7933166666667,"1b","1b","1b","1b","1b"
2024-05-03 21:00:00,0.39615,0.186933333333333,3.04101666666666,4.25753333333333,26.01425,"1b","1b","1b","1b","1b"
2024-05-03 22:00:00,0.3514,0.126216666666667,1.95568333333333,2.94385,25.68655,"1b","1b","1b","1b","1b"
2024-05-03 23:00:00,0.304,0.14315,1.58103333333333,2.48701666666667,25.2792,"1b","1b","1b","1b","1b"
2024-05-04,0.445333333333333,0.121616666666667,1.17223333333333,2.0441,25.7198666666667,"1b","1b","1b","1b","1b"
