"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2025-03-01,NA,21.2664237288136,43.4877966101695,26.1265666666667,4.62513333333333,"5b","4b","4b","1b","1b"
2025-03-01 01:00:00,NA,23.36035,42.8587666666667,8.38593103448276,4.79793181818182,"5b","4b","4b","1b","1b"
2025-03-01 02:00:00,NA,10.9542333333333,27.6860166666667,4.82406666666667,4.8072,"5b","4b","4b","1b","1b"
2025-03-01 03:00:00,NA,8.5664,25.2154333333333,4.41163333333333,5.04333333333333,"5b","4b","4b","1b","1b"
2025-03-01 04:00:00,NA,4.9959,19.3179333333333,1.64803389830508,5.07121666666667,"5b","4b","4b","1b","1b"
2025-03-01 05:00:00,NA,3.58553333333333,17.3136166666667,12.4817166666667,5.24313333333333,"5b","1b","1b","1b","1b"
2025-03-01 06:00:00,NA,11.5843050847458,26.792406779661,16.7662203389831,5.09676271186441,"5b","1b","1b","1b","1b"
2025-03-01 07:00:00,NA,31.396,48.0855666666667,18.4852833333333,5.33801666666667,"5b","1b","1b","1b","1b"
2025-03-01 08:00:00,NA,30.0141896551724,46.3353103448276,19.4225689655172,7.08818965517241,"5b","1b","1b","1b","1b"
2025-03-01 09:00:00,NA,8.31171666666667,24.6511166666667,21.3351833333333,15.59675,"5b","1b","1b","1b","1b"
2025-03-01 10:00:00,NA,2.14351666666667,8.11423333333333,7.69348333333333,22.93235,"5b","1b","1b","1b","1b"
2025-03-01 11:00:00,NA,1.39323333333333,5.95976666666667,5.72455,25.33465,"5b","1b","1b","1b","1b"
2025-03-01 12:00:00,NA,1.31866666666667,6.10258333333333,6.12201666666667,26.28405,"5b","1b","1b","1b","1b"
2025-03-01 13:00:00,NA,1.0193,5.19356666666667,5.10176666666667,27.4639333333333,"5b","1b","1b","1b","1b"
2025-03-01 14:00:00,NA,0.8154,4.84738333333333,4.72126666666667,27.7070166666667,"5b","1b","1b","1b","1b"
2025-03-01 15:00:00,NA,0.608233333333333,5.10471666666667,5.43226666666667,27.5212166666667,"5b","1b","1b","1b","1b"
2025-03-01 16:00:00,NA,1.09893333333333,9.05043333333333,10.3783666666667,23.52905,"5b","1b","1b","1b","1b"
2025-03-01 17:00:00,NA,0.331133333333333,9.93026666666667,12.0616666666667,21.9277333333333,"5b","1b","1b","1b","1b"
2025-03-01 18:00:00,NA,2.33913333333333,19.1811,20.4279833333333,17.5910333333333,"5b","1b","1b","1b","1b"
