"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2020-03-01,NA,NA,1.67316666666667,29.662075,"2b","2b","1b","1b"
2020-03-01 01:00:00,NA,NA,1.23216666666667,28.3766590909091,"2b","2b","1b","1b"
2020-03-01 02:00:00,0.188116666666667,0.40531666666666,1.09075,28.2613333333333,"1b","1b","1b","1b"
2020-03-01 03:00:00,0.179133333333333,0.43126666666666,1.14491666666667,28.2642,"1b","1b","1b","1b"
2020-03-01 04:00:00,0.198766666666667,0.44291666666666,1.15865,28.3547666666667,"1b","1b","1b","1b"
2020-03-01 05:00:00,0.178633333333333,0.59273333333333,1.46041666666667,28.23795,"1b","1b","1b","1b"
2020-03-01 06:00:00,0.187733333333333,0.73688333333333,1.6663,28.6248166666667,"1b","1b","1b","1b"
2020-03-01 07:00:00,0.21515,0.923766666666663,2.03708333333333,28.1331333333333,"1b","1b","1b","1b"
2020-03-01 08:00:00,0.301633333333333,0.934049999999997,1.89245,28.2710166666667,"1b","1b","1b","1b"
2020-03-01 09:00:00,0.387283333333333,1.09708333333333,2.1302,28.56545,"1b","1b","1b","1b"
2020-03-01 10:00:00,0.571466666666667,1.74345,3.09848333333333,28.4546,"1b","1b","1b","1b"
2020-03-01 11:00:00,0.371,1.20695,2.30833333333333,30.01025,"1b","1b","1b","1b"
2020-03-01 12:00:00,0.370833333333333,1.02265,1.99863333333333,30.42575,"1b","1b","1b","1b"
2020-03-01 13:00:00,0.709,2.65385,4.90853333333333,28.1385,"1b","1b","1b","1b"
2020-03-01 14:00:00,0.5043,2.11985,3.58546666666667,29.2340666666667,"1b","1b","1b","1b"
2020-03-01 15:00:00,0.466883333333333,1.82368333333333,3.24271666666667,29.7325166666667,"1b","1b","1b","1b"
2020-03-01 16:00:00,0.4269,2.49705,4.60445,28.11715,"1b","1b","1b","1b"
2020-03-01 17:00:00,0.402,3.36821666666666,6.17351666666667,26.4020166666667,"1b","1b","1b","1b"
2020-03-01 18:00:00,0.268733333333333,2.83393333333333,5.61658333333333,27.6201833333333,"1b","1b","1b","1b"
2020-03-01 19:00:00,0.267833333333333,5.0329,9.35241666666667,24.9932833333333,"1b","1b","1b","1b"
2020-03-01 20:00:00,0.263783333333333,4.7113,8.48155,25.1431333333333,"1b","1b","1b","1b"
2020-03-01 21:00:00,0.188233333333333,5.47315,10.4235666666667,20.9695166666667,"1b","1b","1b","1b"
2020-03-01 22:00:00,0.386316666666667,5.79501666666666,10.2322666666667,19.0898,"1b","1b","1b","1b"
2020-03-01 23:00:00,0.1969,5.19151666666666,9.54798333333333,18.06805,"1b","1b","1b","1b"
2020-03-02,NA,NA,10.8219,16.760975,"2b","2b","1b","1b"
2020-03-02 01:00:00,NA,NA,9.12679166666667,13.8219772727273,"2b","2b","1b","1b"
2020-03-02 02:00:00,0.146716666666667,3.99541666666666,7.25561666666667,12.75075,"1b","1b","1b","1b"
2020-03-02 03:00:00,0.26595,4.26753333333333,7.76761666666667,11.6674,"1b","1b","1b","1b"
2020-03-02 04:00:00,0.263716666666667,4.86076666666666,8.9914,7.17145,"1b","1b","1b","1b"
2020-03-02 05:00:00,0.3276,5.39881666666666,9.99555,5.90531666666667,"1b","1b","1b","1b"
