"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2025-06-01,2.47163333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 01:00:00,2.37558620689655,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 02:00:00,2.63913333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 03:00:00,2.51446666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 04:00:00,2.58328333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 05:00:00,2.49228333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 06:00:00,2.61828333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 07:00:00,2.68851666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 08:00:00,2.73025,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 09:00:00,2.66541666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 10:00:00,2.83188333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 11:00:00,2.73073333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 12:00:00,2.50181666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 13:00:00,2.72745,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 14:00:00,2.53305,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 15:00:00,2.5785,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 16:00:00,2.72433333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 17:00:00,2.65455,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 18:00:00,2.51061666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 19:00:00,2.402,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 20:00:00,2.74991666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 21:00:00,2.56468333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 22:00:00,2.50145,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-01 23:00:00,2.49186666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02,2.32973333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 01:00:00,2.4118275862069,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 02:00:00,2.52361666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 03:00:00,2.42313333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 04:00:00,2.4631,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 05:00:00,2.36076666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 06:00:00,2.60473333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 07:00:00,2.62773333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 08:00:00,2.61951666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 09:00:00,2.47966666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 10:00:00,2.55136666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 11:00:00,2.68695,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 12:00:00,2.6158,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 13:00:00,2.53798333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 14:00:00,2.68033333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 15:00:00,2.55826666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 16:00:00,2.7119,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 17:00:00,2.8012,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 18:00:00,2.78031666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 19:00:00,2.74731666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 20:00:00,2.63066666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 21:00:00,2.68558333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 22:00:00,2.88863333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-02 23:00:00,2.7119,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03,2.49276666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 01:00:00,2.59931034482759,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 02:00:00,2.70981666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 03:00:00,2.84491666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 04:00:00,2.87106666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 05:00:00,2.73231666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 06:00:00,2.95545,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 07:00:00,2.92001666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 08:00:00,2.79311666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 09:00:00,2.7849,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 10:00:00,2.9094,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 11:00:00,3.04528333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 12:00:00,2.9679,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 13:00:00,3.00805,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 14:00:00,3.02955,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 15:00:00,3.11361666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 16:00:00,2.90465,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 17:00:00,2.88835,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 18:00:00,3.10905,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 19:00:00,3.2049,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 20:00:00,3.06883333333333,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 21:00:00,2.96945,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 22:00:00,2.84451666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-03 23:00:00,2.89251666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-04,2.9472,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-04 01:00:00,3.00255172413793,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-04 02:00:00,3.05331666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
2025-06-04 03:00:00,2.96061666666667,NA,NA,NA,NA,"1b","0b","0b",NA,"5b"
