"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-10-01,1.25076666666667,0.2106,0.963783333333337,2.9439,4.80536666666667,"1b","1b","1b","1b","3b"
2024-10-01 01:00:00,1.32105,0.19765,1.09808333333334,3.01124137931034,4.47161363636364,"1b","1b","1b","1b","3b"
2024-10-01 02:00:00,1.4037,0.172033333333333,0.571383333333337,2.50956666666667,4.7169,"1b","1b","1b","1b","3b"
2024-10-01 03:00:00,1.25535,0.1583,0.96301666666667,2.87891666666667,4.83085,"1b","1b","1b","1b","3b"
2024-10-01 04:00:00,1.24423333333333,0.19925,1.73041666666667,3.83525,4.7239,"1b","1b","1b","1b","3b"
2024-10-01 05:00:00,1.34193333333333,0.26805,4.18101666666667,6.90466666666667,4.44595,"1b","1b","1b","1b","3b"
2024-10-01 06:00:00,1.12388333333333,0.402783333333333,6.65913333333334,10.1096833333333,4.17506666666667,"1b","1b","1b","1b","3b"
2024-10-01 07:00:00,1.25471666666667,0.7591,8.59678333333334,12.4074,3.92003333333333,"1b","1b","1b","1b","3b"
2024-10-01 08:00:00,1.38243333333333,0.888016666666667,7.78091666666667,11.3721,4.22778333333333,"1b","1b","1b","1b","3b"
2024-10-01 09:00:00,1.16086666666667,0.98165,6.35268333333334,9.39916666666667,4.59101666666667,"1b","1b","1b","1b","3b"
2024-10-01 10:00:00,0.995733333333333,1.2197,6.84061666666667,9.8049,4.55251666666667,"1b","1b","1b","1b","3b"
2024-10-01 11:00:00,1.35396666666667,1.05915,6.41558333333334,9.5253,4.76246666666667,"1b","1b","1b","1b","3b"
2024-10-01 12:00:00,1.42495,0.88415,5.49946666666667,8.5268,5.14935,"1b","1b","1b","1b","3b"
2024-10-01 13:00:00,1.32331666666667,0.864833333333333,5.42095,8.44565,5.46553333333333,"1b","1b","1b","1b","3b"
2024-10-01 14:00:00,1.29808333333333,0.548283333333333,4.80001666666667,7.95888333333333,6.04248333333333,"1b","1b","1b","1b","3b"
2024-10-01 15:00:00,1.39115,0.484383333333333,5.22296666666667,8.52855,5.47566666666667,"1b","1b","1b","1b","3b"
2024-10-01 16:00:00,1.3426,0.451833333333333,5.83435,9.41741666666667,5.35055,"1b","1b","1b","1b","3b"
2024-10-01 17:00:00,1.2773,0.355733333333333,6.28385,10.20568,5.17826666666667,"1b","1b","1b","1b","3b"
2024-10-01 18:00:00,1.30701666666667,0.2771,5.12008333333334,NA,5.47283333333333,"1b","1b","1b","5b","3b"
2024-10-01 19:00:00,1.09683333333333,0.192483333333333,4.4541,NA,5.72121666666667,"1b","1b","1b","5b","3b"
