"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2019-11-01,NA,NA,15.9788666666667,3.09623333333333,"2b","2b","1b","1b"
2019-11-01 01:00:00,NA,NA,11.54475,4.15018333333333,"2b","2b","1b","1b"
2019-11-01 02:00:00,0.602733333333333,7.67201666666666,10.0487,5.18776666666667,"1b","1b","1b","1b"
2019-11-01 03:00:00,0.51715,5.2338,7.36628333333333,6.1521,"1b","1b","1b","1b"
2019-11-01 04:00:00,0.38335,4.25346666666666,6.97863333333333,5.64018333333333,"1b","1b","1b","1b"
2019-11-01 05:00:00,0.669933333333333,3.67271666666666,5.95521666666667,7.22138333333333,"1b","1b","1b","1b"
2019-11-01 06:00:00,0.938566666666667,4.47376666666666,7.08436666666667,7.40641666666667,"1b","1b","1b","1b"
2019-11-01 07:00:00,0.583366666666667,4.9607,8.64845,7.0278,"1b","1b","1b","1b"
2019-11-01 08:00:00,1.06588333333333,7.01186666666666,10.75685,8.74983050847458,"1b","1b","1b","1b"
2019-11-01 09:00:00,0.9946,6.1562,9.92105,12.3055166666667,"1b","1b","1b","1b"
2019-11-01 10:00:00,1.56308333333333,7.43951666666666,11.2066833333333,13.5781333333333,"1b","1b","1b","1b"
2019-11-01 11:00:00,1.65928333333333,6.34563333333333,9.44878333333333,15.1829,"1b","1b","1b","1b"
2019-11-01 12:00:00,1.33268333333333,5.82626666666666,9.17841666666667,16.6412666666667,"1b","1b","1b","1b"
2019-11-01 13:00:00,1.34013333333333,6.49058333333333,10.10345,16.6573666666667,"1b","1b","1b","1b"
2019-11-01 14:00:00,0.998266666666667,6.53981666666666,10.7315833333333,16.8562833333333,"1b","1b","1b","1b"
2019-11-01 15:00:00,1.15133333333333,6.18115,9.71718333333333,17.8478,"1b","1b","1b","1b"
2019-11-01 16:00:00,0.759733333333333,5.60056666666666,9.27501666666667,16.5838666666667,"1b","1b","1b","1b"
2019-11-01 17:00:00,0.364066666666667,6.79648333333333,12.3109666666667,12.9160333333333,"1b","1b","1b","1b"
2019-11-01 18:00:00,0.552533333333333,5.7235,9.64766666666667,13.0095666666667,"1b","1b","1b","1b"
2019-11-01 19:00:00,0.33975,4.0868,7.47868333333333,13.28525,"1b","1b","1b","1b"
2019-11-01 20:00:00,0.361616666666667,3.23276666666666,6.23406666666667,16.3366333333333,"1b","1b","1b","1b"
2019-11-01 21:00:00,0.2994,2.57545,5.4259,20.1376,"1b","1b","1b","1b"
2019-11-01 22:00:00,0.3022,3.42805,6.6945,19.72295,"1b","1b","1b","1b"
2019-11-01 23:00:00,0.280733333333333,2.35561666666666,5.04945,21.6011,"1b","1b","1b","1b"
2019-11-02,0.323066666666667,1.38661666666667,4.529,23.0406833333333,"1b","1b","1b","1b"
2019-11-02 01:00:00,0.153,0,2.068125,24.11715,"1b","1b","1b","1b"
2019-11-02 02:00:00,0.3277,0.912433333333333,2.9584,22.2177333333333,"1b","1b","1b","1b"
2019-11-02 03:00:00,0.258,0.69995,2.70406666666667,23.31695,"1b","1b","1b","1b"
2019-11-02 04:00:00,0.38795,1.33118333333333,3.27046666666667,24.8074666666667,"1b","1b","1b","1b"
2019-11-02 05:00:00,0.3123,0.622733333333333,2.44993333333333,24.2382,"1b","1b","1b","1b"
2019-11-02 06:00:00,0.318433333333333,0.4796,2.19433333333333,22.9570666666667,"1b","1b","1b","1b"
2019-11-02 07:00:00,0.276716666666667,0.756833333333333,2.7087,22.1109,"1b","1b","1b","1b"
2019-11-02 08:00:00,0.230883333333333,0.823716666666666,2.85503333333333,19.9822711864407,"1b","1b","1b","1b"
2019-11-02 09:00:00,0.20695,0.728716666666666,2.79555,20.7266333333333,"1b","1b","1b","1b"
2019-11-02 10:00:00,0.412166666666667,1.5441,4.19805,18.9839387755102,"1b","1b","1b","1b"
2019-11-02 11:00:00,1.73726666666667,6.48045,9.44096666666667,14.2136666666667,"1b","1b","1b","1b"
2019-11-02 12:00:00,1.1384,3.64031666666666,5.99293333333333,16.8063666666667,"1b","1b","1b","1b"
2019-11-02 13:00:00,0.87955,3.05176666666666,5.4025,17.251,"1b","1b","1b","1b"
2019-11-02 14:00:00,0.6245,2.6429,5.47556666666667,18.4382833333333,"1b","1b","1b","1b"
2019-11-02 15:00:00,0.594066666666667,3.5364,6.64833333333333,17.8711,"1b","1b","1b","1b"
2019-11-02 16:00:00,0.4713,3.8445,7.21071666666667,18.7402833333333,"1b","1b","1b","1b"
2019-11-02 17:00:00,0.256283333333333,5.86226666666666,10.7165333333333,17.0441333333333,"1b","1b","1b","1b"
2019-11-02 18:00:00,0.362033333333333,5.83941666666666,10.1559166666667,14.9224166666667,"1b","1b","1b","1b"
2019-11-02 19:00:00,0.402,4.41465,7.79076666666667,15.5033666666667,"1b","1b","1b","1b"
2019-11-02 20:00:00,0.2705,2.82886666666666,5.92425,16.9817,"1b","1b","1b","1b"
2019-11-02 21:00:00,0.387483333333333,2.99835,6.1361,16.9228333333333,"1b","1b","1b","1b"
2019-11-02 22:00:00,0.444666666666667,3.38513333333333,6.2473,16.2653833333333,"1b","1b","1b","1b"
2019-11-02 23:00:00,0.226833333333333,1.55586666666667,3.83385,18.5994666666667,"1b","1b","1b","1b"
2019-11-03,0.0676833333333333,0.824766666666666,3.02676666666667,19.4204833333333,"1b","1b","1b","1b"
2019-11-03 01:00:00,0.204083333333333,0.946933333333333,3.62466666666667,18.1706333333333,"1b","1b","1b","1b"
2019-11-03 02:00:00,0.147083333333333,0.98505,3.07663333333333,16.63915,"1b","1b","1b","1b"
2019-11-03 03:00:00,0.182316666666667,0.815933333333333,2.87848333333333,16.3896166666667,"1b","1b","1b","1b"
2019-11-03 04:00:00,0.195033333333333,0.900266666666666,3.01095,16.0814166666667,"1b","1b","1b","1b"
2019-11-03 05:00:00,0.186716666666667,1.08948333333333,3.16436666666667,15.7772333333333,"1b","1b","1b","1b"
2019-11-03 06:00:00,0.00253333333333333,1.30945,3.82185,14.3285666666667,"1b","1b","1b","1b"
2019-11-03 07:00:00,0.225533333333333,2.5162,5.4743,13.2006,"1b","1b","1b","1b"
2019-11-03 08:00:00,0.392633333333333,2.58155,5.09438333333333,12.3906440677966,"1b","1b","1b","1b"
2019-11-03 09:00:00,0.45285,2.3885,4.4281,12.71035,"1b","1b","1b","1b"
2019-11-03 10:00:00,0.9169,4.05955,6.46638333333333,15.5268166666667,"1b","1b","1b","1b"
2019-11-03 11:00:00,1.62375,5.95678333333333,7.71006666666667,15.3546833333333,"1b","1b","1b","1b"
2019-11-03 12:00:00,1.78883333333333,6.18758333333333,7.58671666666667,16.2790166666667,"1b","1b","1b","1b"
2019-11-03 13:00:00,1.04876666666667,4.53035,6.09583333333333,18.9579333333333,"1b","1b","1b","1b"
2019-11-03 14:00:00,0.767366666666667,4.94175,7.18561666666667,16.7552333333333,"1b","1b","1b","1b"
2019-11-03 15:00:00,0.808566666666667,5.98746666666666,9.27436666666667,15.8684333333333,"1b","1b","1b","1b"
2019-11-03 16:00:00,1.65333333333333,10.0527,14.09675,10.2857833333333,"1b","1b","1b","1b"
2019-11-03 17:00:00,0.901016666666667,9.72883333333333,14.5823166666667,9.75885,"1b","1b","1b","1b"
2019-11-03 18:00:00,1.18305,10.1715166666667,15.0662166666667,6.35878333333333,"1b","1b","1b","1b"
2019-11-03 19:00:00,4.22428333333333,15.6375666666666,18.0808166666667,4.47585,"1b","1b","1b","1b"
2019-11-03 20:00:00,1.09573333333333,11.0340333333333,16.0385,4.91701666666667,"1b","1b","1b","1b"
2019-11-03 21:00:00,0.81375,10.6629666666666,15.16125,7.94351666666667,"1b","1b","1b","1b"
2019-11-03 22:00:00,1.18863333333333,9.43863333333333,13.02905,8.64838333333333,"1b","1b","1b","1b"
2019-11-03 23:00:00,0.192266666666667,3.36718333333333,5.78741666666667,14.8602666666667,"1b","1b","1b","1b"
2019-11-04,0.145183333333333,2.83135,5.39203333333333,15.3025833333333,"1b","1b","1b","1b"
2019-11-04 01:00:00,0.2842,2.06256666666666,4.059125,15.2135833333333,"1b","1b","1b","1b"
2019-11-04 02:00:00,0.573266666666667,2.8029,4.76946666666667,15.7934,"1b","1b","1b","1b"
2019-11-04 03:00:00,0.4121,2.32763333333333,4.07375,15.9763333333333,"1b","1b","1b","1b"
2019-11-04 04:00:00,0.30885,1.90816666666666,4.35215,15.2828666666667,"1b","1b","1b","1b"
2019-11-04 05:00:00,0.4594,2.40248333333333,4.39203333333333,17.8024166666667,"1b","1b","1b","1b"
2019-11-04 06:00:00,0.923516666666667,4.74865,7.6344,15.9487666666667,"1b","1b","1b","1b"
2019-11-04 07:00:00,2.62133333333333,11.2919333333333,14.8246333333333,13.6047,"1b","1b","1b","1b"
2019-11-04 08:00:00,1.7973,9.05675,12.4508833333333,11.5396271186441,"1b","1b","1b","1b"
2019-11-04 09:00:00,2.2973,9.69598333333333,12.7525333333333,11.17685,"1b","1b","1b","1b"
2019-11-04 10:00:00,1.61128333333333,7.02041666666666,9.87428333333333,12.6227166666667,"1b","1b","1b","1b"
2019-11-04 11:00:00,1.3786,5.08355,7.56515,14.2828833333333,"1b","1b","1b","1b"
2019-11-04 12:00:00,3.22486666666667,9.15183333333333,11.4035833333333,12.3507,"1b","1b","1b","1b"
2019-11-04 13:00:00,3.16581666666667,11.2231,14.0768166666667,9.89311666666667,"1b","1b","1b","1b"
2019-11-04 14:00:00,3.76308333333333,11.7638,13.97805,10.7138666666667,"1b","1b","1b","1b"
2019-11-04 15:00:00,3.72993333333333,14.0002666666666,18.7708166666667,7.01753333333333,"1b","1b","1b","1b"
2019-11-04 16:00:00,6.03368333333333,21.5955333333333,26.6463666666667,2.17456666666667,"1b","1b","1b","1b"
