"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2021-03-01,0.405133333333333,16.2366,16.8827,11.45785,"1b","1b","1b","1b"
2021-03-01 01:00:00,0.503383333333333,16.4086,15.7708333333333,9.62643181818182,"1b","1b","1b","1b"
2021-03-01 02:00:00,0.488283333333333,14.6452333333333,15.6926833333333,8.13033333333333,"1b","1b","1b","1b"
2021-03-01 03:00:00,0.309066666666667,14.06745,15.322,9.22308333333333,"1b","1b","1b","1b"
2021-03-01 04:00:00,0.491633333333333,15.21855,16.3531,8.74206666666667,"4b","4b","1b","1b"
2021-03-01 05:00:00,1.20421666666667,21.3463166666667,23.0586666666667,4.34171666666667,"4b","4b","1b","1b"
2021-03-01 06:00:00,5.89348333333333,27.6577333333333,24.0394333333333,4.54081666666667,"4b","4b","1b","1b"
2021-03-01 07:00:00,5.96316666666667,27.5568333333333,23.21405,4.02353333333333,"4b","4b","1b","1b"
2021-03-01 08:00:00,5.52195,22.98845,18.91905,6.90251666666667,"4b","4b","1b","1b"
2021-03-01 09:00:00,2.79783333333333,13.0069333333333,12.0102333333333,11.8280666666667,"4b","4b","1b","1b"
2021-03-01 10:00:00,4.1262,15.5954833333333,13.4364333333333,10.6978333333333,"1b","1b","1b","1b"
2021-03-01 11:00:00,4.02318333333333,14.7562166666667,12.4049666666667,11.1353,"1b","1b","1b","1b"
2021-03-01 12:00:00,3.76763333333333,13.2127333333333,10.7920166666667,10.89795,"1b","1b","1b","1b"
2021-03-01 13:00:00,3.5709,14.6656833333333,12.6439,10.3789,"1b","1b","1b","1b"
2021-03-01 14:00:00,1.99421666666667,11.40045,10.8973333333333,13.4883666666667,"1b","1b","1b","1b"
2021-03-01 15:00:00,1.63058333333333,10.0858833333333,9.81,15.0086666666667,"1b","1b","1b","1b"
2021-03-01 16:00:00,1.10266666666667,9.51538333333333,10.0686,15.2757,"1b","1b","1b","1b"
2021-03-01 17:00:00,0.592283333333333,10.0162333333333,10.7741333333333,15.3269166666667,"1b","1b","1b","1b"
2021-03-01 18:00:00,0.340916666666667,10.6300666666667,11.5599666666667,14.52195,"1b","1b","1b","1b"
2021-03-01 19:00:00,0.315583333333333,10.8075,11.5086333333333,14.17525,"1b","1b","1b","1b"
2021-03-01 20:00:00,0.2703,7.45048333333333,7.76493333333333,17.3911166666667,"1b","1b","1b","1b"
2021-03-01 21:00:00,0.216733333333333,6.16763333333333,6.676,19.1253666666667,"1b","1b","1b","1b"
2021-03-01 22:00:00,0.279133333333333,5.81666666666667,6.06048333333333,19.5944166666667,"1b","1b","1b","1b"
2021-03-01 23:00:00,0.261516666666667,5.3364,5.74263333333333,19.7841333333333,"1b","1b","1b","1b"
2021-03-02,0.2479,4.82611666666667,4.81226666666667,19.778425,"1b","1b","1b","1b"
2021-03-02 01:00:00,0.2043,4.27511666666667,4.57591666666667,19.7489318181818,"1b","1b","1b","1b"
2021-03-02 02:00:00,0.209383333333333,4.84736666666667,4.61613333333333,19.4704666666667,"1b","1b","1b","1b"
2021-03-02 03:00:00,0.168716666666667,4.01685,3.75111666666667,19.4539,"1b","1b","1b","1b"
2021-03-02 04:00:00,0.260016666666667,4.4162,3.9654,18.3018666666667,"1b","1b","1b","1b"
2021-03-02 05:00:00,0.230833333333333,5.72096666666667,5.36466666666667,16.5777333333333,"1b","1b","1b","1b"
2021-03-02 06:00:00,0.211233333333333,6.29855,5.56603333333333,16.5749333333333,"1b","1b","1b","1b"
2021-03-02 07:00:00,0.965116666666667,10.5212666666667,9.73068333333333,13.61445,"1b","1b","1b","1b"
2021-03-02 08:00:00,1.1284,10.4557666666667,8.33365,14.5217666666667,"1b","1b","1b","1b"
2021-03-02 09:00:00,1.7153,13.9697333333333,10.42175,12.9667166666667,"4b","4b","1b","1b"
2021-03-02 10:00:00,12.5743833333333,27.8342666666667,15.0591833333333,12.4638666666667,"4b","4b","1b","1b"
2021-03-02 11:00:00,22.6659333333333,42.4653,20.2526,10.8416,"4b","4b","1b","1b"
2021-03-02 12:00:00,14.33955,29.9639,14.76845,13.7674,"4b","4b","1b","1b"
2021-03-02 13:00:00,8.82791666666667,22.7133666666667,13.1288166666667,15.3093,"4b","4b","1b","1b"
2021-03-02 14:00:00,8.20201666666667,23.7963666666667,14.0330333333333,14.9454666666667,"4b","4b","1b","1b"
2021-03-02 15:00:00,4.79505,19.7261833333333,13.82365,14.0497333333333,"4b","4b","1b","1b"
2021-03-02 16:00:00,3.23163333333333,19.2228166666667,15.1539666666667,12.2774833333333,"4b","4b","1b","1b"
2021-03-02 17:00:00,1.4784,18.7574166666667,16.1856,10.0296666666667,"4b","4b","1b","1b"
2021-03-02 18:00:00,0.48295,17.5538,15.249,10.3931333333333,"4b","4b","1b","1b"
2021-03-02 19:00:00,0.311183333333333,15.1002666666667,12.9112833333333,11.7512,"1b","1b","1b","1b"
2021-03-02 20:00:00,0.378983333333333,14.9690166666667,12.5864,11.7613333333333,"1b","1b","1b","1b"
2021-03-02 21:00:00,0.213033333333333,13.71885,11.6733,11.87785,"1b","1b","1b","1b"
2021-03-02 22:00:00,0.26255,13.3392666666667,10.7128166666667,11.9693,"1b","1b","1b","1b"
2021-03-02 23:00:00,0.316533333333333,12.29465,9.84526666666667,12.6516833333333,"1b","1b","1b","1b"
2021-03-03,0.271216666666667,11.0953166666667,7.5607,13.504775,"1b","1b","1b","1b"
2021-03-03 01:00:00,0.297283333333333,11.4051666666667,7.60483333333333,12.1093636363636,"1b","1b","1b","1b"
2021-03-03 02:00:00,0.219733333333333,10.1289666666667,6.362,12.2313,"1b","1b","1b","1b"
2021-03-03 03:00:00,0.217983333333333,10.0427666666667,6.29643333333333,11.2608166666667,"1b","1b","1b","1b"
2021-03-03 04:00:00,0.304016666666667,10.8643333333333,6.43633333333333,10.3718666666667,"1b","1b","1b","1b"
2021-03-03 05:00:00,0.339016666666667,11.3211,6.71456666666667,9.73266666666667,"1b","1b","1b","1b"
2021-03-03 06:00:00,0.482433333333333,15.1026,10.3531666666667,7.09268333333333,"1b","1b","1b","1b"
2021-03-03 07:00:00,0.96545,17.2687166666667,11.3603666666667,5.95773333333333,"1b","1b","1b","1b"
2021-03-03 08:00:00,4.50698333333333,23.1293,14.5465333333333,4.2153,"1b","1b","1b","1b"
2021-03-03 09:00:00,10.9912833333333,31.6839166666667,15.8157166666667,3.37986666666667,"1b","1b","1b","1b"
2021-03-03 10:00:00,8.12671666666667,26.7754,14.2143666666667,3.86741666666667,"1b","1b","1b","1b"
2021-03-03 11:00:00,11.7807666666667,32.7572,15.60915,3.14826666666667,"1b","1b","1b","1b"
2021-03-03 12:00:00,10.80615,30.8526166666667,13.78035,4.09296666666667,"1b","1b","1b","1b"
2021-03-03 13:00:00,17.7615166666667,39.0099166666667,15.9151333333333,4.47941666666667,"1b","1b","1b","1b"
2021-03-03 14:00:00,33.60455,60.3928833333333,20.8133666666667,2.56981666666667,"1b","1b","1b","1b"
