"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-06-01,NA,0.1142,4.67581666666667,6.22593333333333,24.1496333333333,"5b","1b","1b","1b","1b"
2024-06-01 01:00:00,NA,0.0942333333333333,3.91203333333333,5.09934482758621,24.4241136363636,"5b","1b","1b","1b","1b"
2024-06-01 02:00:00,NA,0.1073,3.47605,4.16145,24.3391666666667,"5b","1b","1b","1b","1b"
2024-06-01 03:00:00,NA,0.1125,2.82398333333333,3.87841666666667,22.74085,"5b","1b","1b","1b","1b"
2024-06-01 04:00:00,NA,0.23955,3.51608333333333,4.98643333333333,20.43965,"5b","1b","1b","1b","1b"
2024-06-01 05:00:00,NA,0.552366666666667,3.90668333333333,5.24353333333333,22.2254,"5b","1b","1b","1b","1b"
2024-06-01 06:00:00,NA,0.379916666666667,2.23201666666667,3.49311666666667,26.0054666666667,"5b","1b","1b","1b","1b"
2024-06-01 07:00:00,NA,0.301383333333333,1.4147,2.52285,26.7387833333333,"5b","1b","1b","1b","1b"
2024-06-01 08:00:00,NA,0.440116666666667,1.51211666666667,2.48248333333333,26.9548166666667,"5b","1b","1b","1b","1b"
2024-06-01 09:00:00,NA,0.5625,2.17383333333333,3.28155,26.8887166666667,"5b","1b","1b","1b","1b"
2024-06-01 10:00:00,NA,0.612916666666667,2.3853,3.42753333333333,27.3921833333333,"5b","1b","1b","1b","1b"
2024-06-01 11:00:00,NA,0.547983333333333,2.52486666666667,3.69068333333333,27.6723833333333,"5b","1b","1b","1b","1b"
2024-06-01 12:00:00,NA,0.543616666666667,2.27205,3.1587,28.9150166666667,"5b","1b","1b","1b","1b"
2024-06-01 13:00:00,0.409457627118644,0.491666666666667,2.34363333333333,3.50415,29.6196666666667,"1b","1b","1b","1b","1b"
2024-06-01 14:00:00,0.367616666666667,0.4603,2.25858333333333,3.30651666666667,29.4173166666667,"1b","1b","1b","1b","1b"
2024-06-01 15:00:00,0.295383333333333,0.4492,2.07395,3.07351666666667,29.4038333333333,"1b","1b","1b","1b","1b"
2024-06-01 16:00:00,0.414883333333333,0.390533333333333,2.25136666666667,3.29575,30.7371666666667,"1b","1b","1b","1b","1b"
2024-06-01 17:00:00,0.35155,0.275933333333333,1.91955,2.8846,33.1131166666667,"1b","1b","1b","1b","1b"
2024-06-01 18:00:00,0.442683333333333,0.2176,2.8327,4.35993333333333,33.3954833333333,"1b","1b","1b","1b","1b"
2024-06-01 19:00:00,0.37675,0.155916666666667,4.0738,6.12211666666667,31.9925,"1b","1b","1b","1b","1b"
2024-06-01 20:00:00,0.49115,0.125466666666667,4.14618333333333,6.87163333333333,28.0094333333333,"1b","1b","1b","1b","1b"
2024-06-01 21:00:00,0.282533333333333,0.184633333333333,6.46148333333333,11.8258166666667,21.8931166666667,"1b","1b","1b","1b","1b"
2024-06-01 22:00:00,0.203016666666667,0.215516666666667,8.63495,14.4117,18.4247166666667,"1b","1b","1b","1b","1b"
2024-06-01 23:00:00,0.248566666666667,0.301333333333333,10.2065,16.90665,13.8930333333333,"1b","1b","1b","1b","1b"
