"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2025-04-01,2.30116666666667,0.125440677966102,4.464,6.4755,21.0771,"1b","1b","1b","1b","1b"
2025-04-01 01:00:00,2.15451724137931,0.0991833333333333,4.17016666666667,6.3211724137931,19.7677045454545,"1b","1b","1b","1b","1b"
2025-04-01 02:00:00,1.99398333333333,0.0680833333333333,4.44881666666667,6.75751666666667,18.0112666666667,"1b","1b","1b","1b","1b"
2025-04-01 03:00:00,1.93465,0.0743166666666667,6.3618,10.22475,16.6979833333333,"1b","1b","1b","1b","1b"
2025-04-01 04:00:00,2.06188333333333,0.152833333333333,11.6127166666667,16.43145,14.7959333333333,"1b","1b","1b","1b","1b"
2025-04-01 05:00:00,2.18783333333333,0.199783333333333,8.4775,11.6389166666667,16.6379833333333,"1b","1b","1b","1b","1b"
2025-04-01 06:00:00,2.03415,0.566533333333333,5.9804,8.70693333333333,18.03675,"1b","1b","1b","1b","1b"
2025-04-01 07:00:00,1.88728333333333,0.852916666666667,5.27998333333333,7.6896,20.6274333333333,"1b","1b","1b","1b","1b"
2025-04-01 08:00:00,2.20495,1.54511666666667,5.24366666666667,7.04125,20.79405,"1b","1b","1b","1b","1b"
2025-04-01 09:00:00,2.40866666666667,1.58861666666667,4.92475,6.3553,21.3078166666667,"1b","1b","1b","1b","1b"
2025-04-01 10:00:00,2.27093333333333,1.09975,3.552,4.86468333333333,23.4961333333333,"1b","1b","1b","1b","1b"
2025-04-01 11:00:00,2.33331666666667,1.03251666666667,3.48971666666667,4.90198333333333,24.0723333333333,"1b","1b","1b","1b","1b"
2025-04-01 12:00:00,2.3442,1.27811666666667,3.98241666666667,5.36683333333333,24.2290833333333,"1b","1b","1b","1b","1b"
2025-04-01 13:00:00,2.33493333333333,0.743283333333333,2.7216,4.28676666666667,25.49315,"1b","1b","1b","1b","1b"
2025-04-01 14:00:00,2.48216666666667,0.9748,3.82951666666667,5.38498333333333,25.3329666666667,"1b","1b","1b","1b","1b"
2025-04-01 15:00:00,2.44385,0.709883333333333,3.17983333333333,4.6385,26.5515166666667,"1b","1b","1b","1b","1b"
2025-04-01 16:00:00,2.49761666666667,0.5202,3.00315,4.78966666666667,26.7056166666667,"1b","1b","1b","1b","1b"
