"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2021-10-01,0.570733333333333,2.80371666666666,4.08723333333333,22.81465,"1b","1b","1b","1b"
2021-10-01 01:00:00,0.574016666666667,1.78243333333333,2.51066666666667,22.8696363636364,"1b","1b","1b","1b"
2021-10-01 02:00:00,0.520433333333333,1.32978333333333,2.06923333333333,22.8216833333333,"1b","1b","1b","1b"
2021-10-01 03:00:00,0.62885,1.66848333333333,2.59168333333333,22.7394666666667,"1b","1b","1b","1b"
2021-10-01 04:00:00,0.26585,1.041,2.10981666666667,27.852,"1b","1b","1b","1b"
2021-10-01 05:00:00,0.467266666666667,1.95951666666666,3.22361666666667,27.6848333333333,"1b","1b","1b","1b"
2021-10-01 06:00:00,0.733083333333333,4.69298333333333,6.5827,26.0335333333333,"1b","1b","4b","1b"
2021-10-01 07:00:00,1.82568333333333,9.23685,10.2709833333333,22.3443333333333,"1b","1b","4b","1b"
2021-10-01 08:00:00,1.65813333333333,7.21476666666666,7.818,23.7930666666667,"1b","1b","4b","1b"
2021-10-01 09:00:00,1.16753333333333,3.97736666666666,4.79915,24.8439333333333,"1b","1b","4b","1b"
2021-10-01 10:00:00,1.26171666666667,4.39428333333333,5.16806666666667,21.4216333333333,"1b","1b","1b","1b"
2021-10-01 11:00:00,0.972033333333333,2.48273333333333,3.16176666666667,23.4238333333333,"1b","1b","1b","1b"
2021-10-01 12:00:00,1.00836666666667,2.37141666666666,2.88878333333333,25.4730666666667,"1b","1b","1b","1b"
2021-10-01 13:00:00,0.907566666666667,2.05016666666666,2.51178333333333,25.6634333333333,"1b","1b","1b","1b"
2021-10-01 14:00:00,1.09111666666667,2.77231666666666,3.02783333333333,24.6246,"1b","1b","1b","1b"
2021-10-01 15:00:00,0.996916666666667,3.2055,3.51306666666667,24.6101666666667,"1b","1b","1b","1b"
2021-10-01 16:00:00,0.82375,4.07096666666666,4.90628333333333,23.4522666666667,"1b","1b","1b","1b"
2021-10-01 17:00:00,1.51393333333333,8.9884,10.0065166666667,18.4757333333333,"1b","1b","4b","1b"
2021-10-01 18:00:00,2.2568,16.0355333333333,17.32535,11.0688666666667,"1b","1b","4b","1b"
2021-10-01 19:00:00,1.06316666666667,13.1366666666667,14.1860333333333,13.859,"1b","1b","4b","1b"
2021-10-01 20:00:00,1.09995,7.90841666666666,8.92146666666667,17.7438833333333,"1b","1b","1b","1b"
2021-10-01 21:00:00,0.9254,9.51655,10.7372666666667,16.1925,"1b","1b","1b","1b"
2021-10-01 22:00:00,0.642233333333333,5.9914,7.03461666666667,19.4798333333333,"1b","1b","1b","1b"
2021-10-01 23:00:00,0.5518,5.01645,6.37838333333333,19.6435333333333,"1b","1b","1b","1b"
2021-10-02,0.9831,6.43861666666666,6.76416666666667,18.4972,"1b","1b","1b","1b"
2021-10-02 01:00:00,1.06978333333333,6.79825,6.62441666666667,17.2447272727273,"1b","1b","1b","1b"
2021-10-02 02:00:00,1.30948333333333,6.65806666666666,6.89366666666667,16.5995,"1b","1b","1b","1b"
2021-10-02 03:00:00,0.951783333333333,5.18873333333333,5.61533333333333,17.9027,"1b","1b","1b","1b"
2021-10-02 04:00:00,0.375333333333333,2.23703333333333,3.08331666666667,18.7814333333333,"1b","1b","1b","1b"
2021-10-02 05:00:00,0.453083333333333,2.56298333333333,3.46203333333333,18.5324,"1b","1b","1b","1b"
2021-10-02 06:00:00,0.553766666666667,3.00756666666666,3.88245,18.6755,"1b","1b","1b","1b"
2021-10-02 07:00:00,0.762066666666667,3.24443333333333,3.75491666666667,18.6721333333333,"1b","1b","1b","1b"
2021-10-02 08:00:00,0.810133333333333,3.09923333333333,3.67748333333333,20.0767,"1b","1b","1b","1b"
2021-10-02 09:00:00,0.92495,3.83981666666666,4.47443333333333,19.5778666666667,"1b","1b","1b","1b"
2021-10-02 10:00:00,1.00875,4.44576666666666,5.11035,19.3742,"1b","1b","1b","1b"
2021-10-02 11:00:00,0.886283333333333,3.31493333333333,4.07983333333333,20.8911333333333,"1b","1b","1b","1b"
2021-10-02 12:00:00,0.88585,3.49146666666666,4.51068333333333,19.1673333333333,"1b","1b","1b","1b"
