"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-04-01,0.112166666666667,3.25988333333333,5.6774,25.7643333333333,"1b","1b","1b","1b"
2024-04-01 01:00:00,0.1345,3.29371666666666,6.10393103448276,25.1335909090909,"1b","1b","1b","1b"
2024-04-01 02:00:00,0.137816666666667,2.80113333333333,5.00018333333333,25.2521666666667,"1b","1b","1b","1b"
2024-04-01 03:00:00,0.119366666666667,3.0054,5.45013333333333,24.10445,"1b","1b","1b","1b"
2024-04-01 04:00:00,0.123933333333333,3.00201666666666,5.59418333333333,22.2216333333333,"1b","1b","1b","1b"
2024-04-01 05:00:00,0.2019,3.23018333333333,5.6096,19.5689833333333,"1b","1b","1b","1b"
2024-04-01 06:00:00,0.230333333333333,3.38281666666666,5.98956666666667,19.8147833333333,"1b","1b","1b","1b"
2024-04-01 07:00:00,0.8094,6.11905,9.09911666666667,19.8008666666667,"1b","1b","1b","1b"
2024-04-01 08:00:00,0.910316666666667,4.72318333333333,6.85225,23.44785,"1b","1b","1b","1b"
2024-04-01 09:00:00,0.90835,4.68341666666666,7.29138333333333,22.88905,"1b","1b","1b","1b"
2024-04-01 10:00:00,0.942833333333333,3.82203333333333,5.88306666666667,23.0856333333333,"1b","1b","1b","1b"
2024-04-01 11:00:00,0.985683333333333,3.1434,4.7241,25.9848166666667,"1b","1b","1b","1b"
2024-04-01 12:00:00,0.919833333333333,3.20938333333333,4.9886,29.85485,"1b","1b","1b","1b"
2024-04-01 13:00:00,0.824,2.34136666666666,4.05425,32.7999,"1b","1b","1b","1b"
2024-04-01 14:00:00,0.921283333333333,3.19248333333333,4.88036666666667,34.4367333333333,"1b","1b","1b","1b"
2024-04-01 15:00:00,0.810233333333333,2.75885,4.52631666666667,36.0141333333333,"1b","1b","1b","1b"
2024-04-01 16:00:00,0.77715,2.81658333333333,4.56065,33.9652833333333,"1b","1b","1b","1b"
2024-04-01 17:00:00,0.453183333333333,2.76603333333333,4.8519,32.10415,"1b","1b","1b","1b"
2024-04-01 18:00:00,0.248966666666667,3.50108333333333,5.92131666666667,30.0233,"1b","1b","1b","1b"
2024-04-01 19:00:00,0.224033333333333,3.50223333333333,6.59568333333333,31.15905,"1b","1b","1b","1b"
2024-04-01 20:00:00,0.07295,3.48388333333333,6.16366666666667,29.0901,"1b","1b","1b","1b"
2024-04-01 21:00:00,0.103566666666667,3.73248333333333,7.22536666666667,23.9956333333333,"1b","1b","1b","1b"
2024-04-01 22:00:00,0.126966666666667,3.79531666666666,7.5474,19.5363,"1b","1b","1b","1b"
2024-04-01 23:00:00,0.104966666666667,2.97248333333333,5.8026,20.2613333333333,"4b","4b","1b","1b"
2024-04-02,0.0910333333333333,2.25411666666666,4.77373333333333,20.9395333333333,"4b","4b","1b","1b"
2024-04-02 01:00:00,0.1463,1.9603,4.21651724137931,15.3572727272727,"4b","4b","1b","1b"
2024-04-02 02:00:00,3.60593333333333,12.3771333333333,14.3061333333333,7.81175,"4b","4b","1b","1b"
2024-04-02 03:00:00,0.174766666666667,4.07686666666666,7.37815,7.96855,"4b","4b","1b","1b"
2024-04-02 04:00:00,0.331183333333333,5.08388333333333,8.72831666666667,3.87646666666667,"4b","4b","1b","1b"
2024-04-02 05:00:00,2.60298333333333,11.28615,14.8975833333333,3.06781666666667,"1b","1b","1b","1b"
2024-04-02 06:00:00,9.35773333333333,23.17425,21.5639666666667,7.19618333333333,"1b","1b","1b","1b"
2024-04-02 07:00:00,2.06841666666667,11.4583333333333,14.6323,16.5328666666667,"1b","1b","1b","1b"
2024-04-02 08:00:00,1.76358333333333,6.9489,8.90251666666667,23.6933666666667,"1b","1b","1b","1b"
2024-04-02 09:00:00,1.29491666666667,5.14971666666666,7.05805,26.9803166666667,"1b","1b","1b","1b"
2024-04-02 10:00:00,1.31236666666667,4.53285,6.1954,28.5753666666667,"1b","1b","1b","1b"
2024-04-02 11:00:00,1.26126666666667,4.2363,6.14488333333333,30.03445,"1b","1b","1b","1b"
2024-04-02 12:00:00,1.31793333333333,4.47223333333333,6.41356666666667,31.2764833333333,"1b","1b","1b","1b"
2024-04-02 13:00:00,1.017,3.72788333333333,5.58323333333333,31.0977833333333,"1b","1b","1b","1b"
2024-04-02 14:00:00,1.00451666666667,4.44006666666666,6.48171666666667,31.8777166666667,"1b","1b","1b","1b"
2024-04-02 15:00:00,0.865783333333333,4.43035,6.70306666666667,32.5967333333333,"1b","1b","1b","1b"
2024-04-02 16:00:00,0.3453,4.2278,7.17758333333333,28.9973,"1b","1b","1b","1b"
2024-04-02 17:00:00,0.341466666666667,3.19418333333333,5.6619,30.0785833333333,"1b","1b","1b","1b"
2024-04-02 18:00:00,0.0937166666666667,2.14841666666666,4.64193333333333,30.8913,"1b","1b","1b","1b"
2024-04-02 19:00:00,0.0736833333333333,2.55118333333333,4.87128333333333,31.2971,"1b","1b","1b","1b"
2024-04-02 20:00:00,0.0711,2.45465,4.9492,30.7862,"1b","1b","1b","1b"
2024-04-02 21:00:00,0.106883333333333,2.87406666666666,5.54626666666667,26.1732333333333,"1b","1b","1b","1b"
2024-04-02 22:00:00,0.0989333333333333,1.87541666666667,4.21528333333333,23.86705,"1b","1b","1b","1b"
2024-04-02 23:00:00,0.21475,1.5437,3.627,26.0536666666667,"1b","1b","1b","1b"
2024-04-03,0.197433333333333,0.989566666666666,3.1447,28.3894333333333,"1b","1b","1b","1b"
2024-04-03 01:00:00,0.158233333333333,0.608716666666666,2.52503448275862,28.4799772727273,"1b","1b","1b","1b"
2024-04-03 02:00:00,0.132616666666667,0.5825,2.4159,28.5467166666667,"1b","1b","1b","1b"
2024-04-03 03:00:00,0.1387,0.773916666666666,2.69286666666667,27.9024166666667,"1b","1b","1b","1b"
2024-04-03 04:00:00,0.109666666666667,0.681983333333333,2.61951666666667,26.9700166666667,"1b","1b","1b","1b"
2024-04-03 05:00:00,0.38305,2.4101,4.95081666666667,24.5545,"1b","1b","1b","1b"
2024-04-03 06:00:00,0.8728,4.05703333333333,6.21123333333333,26.5320833333333,"1b","1b","1b","1b"
2024-04-03 07:00:00,1.12655,4.68816666666666,7.28495,28.1584833333333,"1b","1b","1b","1b"
2024-04-03 08:00:00,1.47611666666667,6.60276666666666,9.48455,27.2766666666667,"1b","1b","1b","1b"
2024-04-03 09:00:00,1.24226666666667,5.00995,7.72775,27.6557833333333,"1b","1b","1b","1b"
2024-04-03 10:00:00,1.3684,4.91263333333333,7.38618333333333,26.6815333333333,"1b","1b","1b","1b"
2024-04-03 11:00:00,1.27293333333333,4.2014,6.17093333333333,26.0459166666667,"1b","1b","1b","1b"
2024-04-03 12:00:00,1.06463333333333,3.56786666666666,5.68523333333333,25.9143166666667,"1b","1b","1b","1b"
2024-04-03 13:00:00,0.990716666666667,3.69428333333333,5.56546666666667,25.6291666666667,"1b","1b","1b","1b"
2024-04-03 14:00:00,0.908116666666667,3.64396666666666,5.73428333333333,25.7897666666667,"1b","1b","1b","1b"
2024-04-03 15:00:00,0.831633333333333,4.5137,7.02353333333333,27.0462666666667,"1b","1b","1b","1b"
2024-04-03 16:00:00,0.977016666666667,4.70816666666666,6.94286666666667,26.9305,"1b","1b","1b","1b"
2024-04-03 17:00:00,0.771983333333333,5.2804,8.03975,25.9600833333333,"1b","1b","1b","1b"
2024-04-03 18:00:00,0.302983333333333,5.60298333333333,9.07843333333333,25.05665,"1b","1b","1b","1b"
2024-04-03 19:00:00,0.147633333333333,4.8365,8.35,24.3458,"1b","1b","1b","1b"
2024-04-03 20:00:00,0.21635,4.80338333333333,8.07373333333333,24.8612,"1b","1b","1b","1b"
2024-04-03 21:00:00,0.177333333333333,3.61583333333333,6.48851666666667,27.0872833333333,"1b","1b","1b","1b"
2024-04-03 22:00:00,0.31835,5.20105,8.32113333333333,25.0799833333333,"1b","1b","1b","1b"
2024-04-03 23:00:00,0.320166666666667,3.18333333333333,5.4091,24.5940833333333,"1b","1b","1b","1b"
2024-04-04,0.0954833333333333,2.45625,4.28806666666667,22.7037666666667,"1b","1b","1b","1b"
2024-04-04 01:00:00,0.1103,1.66788333333333,3.48051724137931,22.6184318181818,"1b","1b","1b","1b"
2024-04-04 02:00:00,0.135483333333333,1.72783333333333,3.3159,22.8514666666667,"1b","1b","1b","1b"
2024-04-04 03:00:00,0.1086,1.4077,2.96501666666667,24.5123666666667,"1b","1b","1b","1b"
2024-04-04 04:00:00,0.103766666666667,1.38606666666667,3.11396666666667,23.2795666666667,"1b","1b","1b","1b"
2024-04-04 05:00:00,0.1425,2.95518333333333,6.08173333333333,20.3818166666667,"1b","1b","1b","1b"
2024-04-04 06:00:00,1.98711666666667,10.9345166666666,15.38895,18.7451833333333,"1b","1b","1b","1b"
2024-04-04 07:00:00,1.28865,8.59721666666666,12.4755666666667,23.29285,"1b","1b","1b","1b"
2024-04-04 08:00:00,1.24431666666667,5.4842,8.18891666666667,27.4759333333333,"1b","1b","1b","1b"
2024-04-04 09:00:00,0.953783333333333,4.33991666666666,6.78403333333333,26.6628833333333,"1b","1b","1b","1b"
2024-04-04 10:00:00,0.924166666666667,2.66886666666666,4.90768333333333,30.3753166666667,"1b","1b","1b","1b"
