"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2020-12-01,0.205383333333333,4.31633333333333,5.12263333333333,18.317875,"1b","1b","1b","1b"
2020-12-01 01:00:00,0.351216666666667,4.5819,4.97533333333333,17.2754545454545,"1b","1b","1b","1b"
2020-12-01 02:00:00,0.263416666666667,3.51405,4.08281666666667,18.33405,"1b","1b","1b","1b"
2020-12-01 03:00:00,0.26515,3.61556666666667,4.22745,18.4668166666667,"1b","1b","1b","1b"
2020-12-01 04:00:00,0.26325,3.74448333333333,4.57533333333333,18.1261166666667,"1b","1b","1b","1b"
2020-12-01 05:00:00,0.269066666666667,6.11436666666667,7.136,16.7640833333333,"1b","1b","1b","1b"
2020-12-01 06:00:00,0.4907,9.6745,10.8651333333333,14.0216666666667,"1b","1b","1b","1b"
2020-12-01 07:00:00,2.3728,22.3204833333333,21.8304166666667,6.82495,"1b","1b","1b","1b"
2020-12-01 08:00:00,7.5161,32.7341666666667,26.9882,4.42401666666667,"1b","1b","1b","1b"
2020-12-01 09:00:00,10.8175,34.8397166666667,25.3105666666667,5.75811666666667,"1b","1b","1b","1b"
2020-12-01 10:00:00,9.51883333333333,30.4046,22.2311166666667,8.76563333333333,"1b","1b","1b","1b"
2020-12-01 11:00:00,5.13965,19.3028333333333,15.8985666666667,13.5717166666667,"1b","1b","1b","1b"
2020-12-01 12:00:00,4.112,17.1021,15.0524833333333,14.7211333333333,"1b","1b","1b","1b"
2020-12-01 13:00:00,3.74858333333333,17.0557833333333,15.2037666666667,15.3132166666667,"1b","1b","1b","1b"
2020-12-01 14:00:00,2.23048333333333,14.4766,14.2391166666667,14.6391166666667,"1b","1b","1b","1b"
2020-12-01 15:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 16:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 17:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 18:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 19:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 20:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 21:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 22:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-01 23:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 01:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 02:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 03:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 04:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 05:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 06:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 07:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 08:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 09:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 10:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 11:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 12:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 13:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 14:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 15:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 16:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 17:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 18:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 19:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 20:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 21:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 22:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-02 23:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 01:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 02:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 03:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 04:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 05:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 06:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 07:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 08:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 09:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 10:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 11:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 12:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 13:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 14:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 15:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 16:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 17:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 18:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 19:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 20:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 21:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 22:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-03 23:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 01:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 02:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 03:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 04:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 05:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 06:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 07:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 08:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 09:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 10:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 11:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 12:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 13:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 14:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 15:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 16:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 17:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
2020-12-04 18:00:00,NA,NA,NA,NA,"0b","0b","5b","5b"
