"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-12-01,0.875316666666667,0.833683333333333,4.49663333333334,3.90343333333333,19.3261666666667,"1b","1b","1b","1b","3b"
2024-12-01 01:00:00,0.9944,0.69625,4.00475,3.54144827586207,20.2928409090909,"1b","1b","1b","1b","1b"
2024-12-01 02:00:00,0.946883333333333,0.67375,3.72551666666667,3.45718333333333,20.9304,"1b","1b","1b","1b","1b"
2024-12-01 03:00:00,1.026,0.552666666666667,3.37976666666667,3.2648,20.1458,"1b","1b","1b","1b","1b"
2024-12-01 04:00:00,0.878816666666667,0.44175,3.29486666666667,3.37631666666667,19.2130666666667,"1b","1b","1b","1b","1b"
2024-12-01 05:00:00,1.1621,0.571283333333333,3.26185,3.33845,19.13535,"1b","1b","1b","1b","1b"
2024-12-01 06:00:00,1.10525,0.618033333333333,3.57866666666667,3.54835,18.6804666666667,"1b","1b","1b","1b","1b"
2024-12-01 07:00:00,1.15147457627119,0.684152542372881,3.57858785310735,3.47615254237288,17.8076610169492,"1b","1b","1b","1b","1b"
2024-12-01 08:00:00,1.11518333333333,0.68235,3.84983333333334,3.7743,17.0148833333333,"1b","1b","1b","1b","1b"
2024-12-01 09:00:00,1.12223333333333,1.03523333333333,4.5945,4.70785,16.8485833333333,"1b","1b","1b","1b","1b"
2024-12-01 10:00:00,1.1756,1.18101666666667,5.31881666666667,5.41843333333333,16.5484666666667,"1b","1b","1b","1b","1b"
2024-12-01 11:00:00,1.01578333333333,1.18038333333333,5.53136666666667,6.01813333333333,18.4309333333333,"1b","1b","1b","1b","1b"
2024-12-01 12:00:00,1.08283333333333,1.11945,5.61658333333334,6.3532,20.3680666666667,"1b","1b","1b","1b","1b"
2024-12-01 13:00:00,1.00811666666667,1.16421666666667,5.83683333333334,6.66365,22.2640166666667,"1b","1b","1b","1b","1b"
2024-12-01 14:00:00,1.07938333333333,0.996016666666667,5.59088333333334,6.51133333333333,24.07515,"1b","1b","1b","1b","1b"
2024-12-01 15:00:00,1.13843333333333,0.818183333333333,5.95461666666667,7.3223,23.4592333333333,"1b","1b","1b","1b","1b"
2024-12-01 16:00:00,1.1746,0.7962,6.51046666666667,7.81351666666667,22.4048666666667,"1b","1b","1b","1b","1b"
2024-12-01 17:00:00,1.22628333333333,0.836283333333333,5.83188333333334,6.97961666666667,22.23055,"1b","1b","1b","1b","1b"
2024-12-01 18:00:00,1.23718333333333,0.935183333333333,6.4164,7.65745,20.8621333333333,"1b","1b","1b","1b","1b"
2024-12-01 19:00:00,1.2066,0.690783333333333,6.55231666666667,8.00861666666667,19.8412833333333,"1b","1b","1b","1b","1b"
2024-12-01 20:00:00,1.04946666666667,0.72555,5.97215,7.21815,19.62275,"1b","1b","1b","1b","1b"
2024-12-01 21:00:00,1.18686666666667,0.718116666666667,5.88321666666667,7.208,19.365,"1b","1b","1b","1b","1b"
2024-12-01 22:00:00,1.31735,0.808433333333333,5.19958333333334,6.60688333333333,20.1404666666667,"1b","1b","1b","1b","1b"
2024-12-01 23:00:00,1.1857,0.851383333333333,4.0765,5.18433333333333,21.3503666666667,"1b","1b","1b","1b","1b"
2024-12-02,1.18795,0.7017,2.77713333333334,3.71293333333333,22.2365333333333,"1b","1b","1b","1b","1b"
2024-12-02 01:00:00,1.29595,0.704683333333333,2.61458333333334,1.18307692307692,21.8999545454545,"1b","1b","1b","1b","1b"
2024-12-02 02:00:00,1.20563333333333,0.344416666666667,2.30283333333334,0.629389830508475,20.6965833333333,"1b","1b","1b","1b","1b"
2024-12-02 03:00:00,1.19691666666667,0.669366666666667,2.44698333333334,0.683442307692308,20.6596333333333,"1b","1b","1b","1b","1b"
2024-12-02 04:00:00,1.1302,1.03313333333333,3.35621666666667,1.6022,19.8129,"1b","1b","1b","1b","1b"
