"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2023-01-01,0.406271186440678,1.63208361581921,3.81641379310345,27.1413103448276,"1b","1b","1b","1b"
2023-01-01 01:00:00,0.316316666666667,0.7494,2.08358620689655,28.5825,"1b","1b","1b","1b"
2023-01-01 02:00:00,0.347166666666667,0.7921,2.16381666666667,28.6146666666667,"1b","1b","1b","1b"
2023-01-01 03:00:00,0.339616666666667,0.854416666666667,2.27253333333333,28.6751833333333,"1b","1b","1b","1b"
2023-01-01 04:00:00,0.40365,1.36721666666667,2.91786666666667,28.3654166666667,"1b","1b","1b","1b"
2023-01-01 05:00:00,0.373883333333333,2.10293333333334,3.74498333333333,27.2189333333333,"1b","1b","1b","1b"
2023-01-01 06:00:00,0.427483333333333,1.37693333333333,2.95221666666667,28.3723,"1b","1b","1b","1b"
2023-01-01 07:00:00,0.420283333333333,2.41951666666667,4.23241666666667,27.5696833333333,"1b","1b","1b","1b"
2023-01-01 08:00:00,0.70015,3.3319,5.0892,26.4696,"1b","1b","1b","1b"
2023-01-01 09:00:00,0.69165,2.53031666666667,4.0133,27.4331666666667,"1b","1b","1b","1b"
2023-01-01 10:00:00,0.7905,2.32386666666667,3.79543333333333,27.4948833333333,"1b","1b","1b","1b"
2023-01-01 11:00:00,0.825366666666667,2.88301666666667,4.5088,27.0637666666667,"1b","1b","1b","1b"
2023-01-01 12:00:00,0.709583333333333,2.83966666666667,4.51776666666667,26.4141166666667,"1b","1b","1b","1b"
2023-01-01 13:00:00,0.676,3.48781666666667,5.19916666666667,25.77715,"1b","1b","1b","1b"
2023-01-01 14:00:00,0.738733333333333,4.09258333333334,5.9331,24.8107833333333,"1b","1b","1b","1b"
2023-01-01 15:00:00,0.567466666666667,5.0854,7.10953333333333,23.4376833333333,"1b","1b","1b","1b"
2023-01-01 16:00:00,0.521783333333333,4.5884,6.44503333333333,22.9648833333333,"1b","1b","1b","1b"
2023-01-01 17:00:00,0.5239,4.2932,6.05288333333333,23.4989166666667,"1b","1b","1b","1b"
2023-01-01 18:00:00,0.447666666666667,3.61618333333334,5.33713333333333,25.6779833333333,"1b","1b","1b","1b"
2023-01-01 19:00:00,0.367766666666667,2.6009,4.25613333333333,26.1377666666667,"1b","1b","1b","1b"
2023-01-01 20:00:00,0.3805,3.34961666666667,4.98673333333333,24.88585,"1b","1b","1b","1b"
2023-01-01 21:00:00,0.553116666666667,3.35316666666667,4.93026666666667,24.3493333333333,"1b","1b","1b","1b"
2023-01-01 22:00:00,0.6701,4.06515,5.49995,23.2428333333333,"1b","1b","1b","1b"
2023-01-01 23:00:00,0.64795,4.50531666666667,5.9582,22.1136166666667,"1b","1b","1b","1b"
2023-01-02,0.711166666666667,4.10298333333334,5.61583333333333,21.0132333333333,"1b","1b","1b","1b"
2023-01-02 01:00:00,0.5221,3.84336666666667,6.11851724137931,20.185,"1b","1b","1b","1b"
2023-01-02 02:00:00,0.449933333333333,4.68136666666667,6.33585,19.2361333333333,"1b","1b","1b","1b"
2023-01-02 03:00:00,0.2291,2.16811666666667,4.03241666666667,19.5918666666667,"1b","1b","1b","1b"
2023-01-02 04:00:00,0.186583333333333,2.56238333333334,4.63853333333333,16.9565833333333,"1b","1b","1b","1b"
2023-01-02 05:00:00,0.143683333333333,1.42781666666667,3.37758333333333,16.5721833333333,"1b","1b","1b","1b"
2023-01-02 06:00:00,0.223466666666667,2.42055,4.69771666666667,18.1847833333333,"1b","1b","1b","1b"
2023-01-02 07:00:00,0.403066666666667,7.09318333333334,10.205,13.0267666666667,"1b","1b","1b","1b"
2023-01-02 08:00:00,2.58485,11.0751833333334,13.1433166666667,12.0572166666667,"1b","1b","1b","1b"
2023-01-02 09:00:00,5.90211666666667,16.2835666666667,15.0663166666667,10.96085,"1b","1b","1b","1b"
2023-01-02 10:00:00,3.02153333333333,10.9515166666667,11.4591333333333,15.2935166666667,"1b","1b","1b","1b"
