"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-08-01,0.868883333333333,0.0596166666666667,1.66256666666667,3.01753333333333,36.0536,"1b","1b","1b","1b","1b"
2024-08-01 01:00:00,0.840716666666667,0.114433333333333,1.656,1.66913793103448,31.7767954545455,"1b","1b","1b","1b","1b"
2024-08-01 02:00:00,0.8418,0.1001,1.92305,1.65986666666667,30.7052666666667,"1b","1b","1b","1b","1b"
2024-08-01 03:00:00,1.01608333333333,0.128266666666667,1.86181666666667,1.66118333333333,28.5920333333333,"1b","1b","1b","1b","1b"
2024-08-01 04:00:00,1.01995,0.141183333333333,2.28806666666667,1.8873,25.4676166666667,"1b","1b","1b","1b","1b"
2024-08-01 05:00:00,0.75525,0.230216666666667,4.00565,5.0801,19.5807833333333,"1b","1b","1b","1b","1b"
2024-08-01 06:00:00,0.740883333333333,0.405633333333333,7.95991666666667,10.3869333333333,16.2533166666667,"1b","4b","4b","1b","1b"
2024-08-01 07:00:00,0.8485,8.02276666666667,21.5614333333333,17.2538833333333,13.2062666666667,"1b","4b","4b","1b","1b"
2024-08-01 08:00:00,1.05573333333333,1.71663333333333,10.8170833333333,14.5283166666667,23.8348833333333,"1b","4b","4b","1b","1b"
2024-08-01 09:00:00,1.74013333333333,6.7128,18.3006666666667,17.0365833333333,23.4586,"1b","4b","4b","1b","1b"
2024-08-01 10:00:00,1.74183050847458,5.75103389830509,18.0104093220339,20.5313389830508,NA,"1b","4b","4b","1b","5b"
2024-08-01 11:00:00,1.33481355932203,0.946169491525424,8.22286694915254,8.9548813559322,NA,"1b","1b","1b","1b","5b"
2024-08-01 12:00:00,1.378,0.596766666666667,7.52573333333333,7.92043333333333,NA,"1b","1b","1b","1b","5b"
2024-08-01 13:00:00,1.13871186440678,0.323474576271186,7.4552906779661,8.0911186440678,NA,"1b","1b","1b","1b","5b"
2024-08-01 14:00:00,1.04796610169492,0.347813559322034,6.20483305084746,6.41696610169492,NA,"1b","1b","1b","1b","5b"
2024-08-01 15:00:00,0.985779661016949,0.371237288135593,5.26008728813559,5.6386779661017,NA,"1b","1b","1b","1b","5b"
2024-08-01 16:00:00,0.959516666666667,0.35545,4.188,4.58586666666667,NA,"1b","1b","1b","1b","5b"
2024-08-01 17:00:00,1.11163333333333,0.282933333333333,4.73005,5.72435,NA,"1b","1b","1b","1b","5b"
2024-08-01 18:00:00,0.904416666666667,0.188333333333333,4.96828333333333,5.89023333333333,NA,"1b","1b","1b","1b","5b"
2024-08-01 19:00:00,1.52986666666667,0.101016666666667,5.11898333333333,6.52978333333333,NA,"1b","1b","1b","1b","5b"
2024-08-01 20:00:00,1.16025,0.0755166666666667,5.16561666666667,6.50041666666667,NA,"1b","1b","1b","1b","5b"
2024-08-01 21:00:00,0.949216666666667,0.08655,5.83351666666667,7.69246666666667,NA,"1b","1b","1b","1b","5b"
2024-08-01 22:00:00,0.676766666666667,0.0854166666666667,4.07773333333333,5.43886666666667,NA,"1b","1b","1b","1b","5b"
2024-08-01 23:00:00,0.7024,0.11995,5.10771666666667,6.48011666666667,NA,"1b","1b","1b","1b","5b"
2024-08-02,0.746233333333333,0.201766666666667,5.58116666666667,7.44903333333333,NA,"1b","1b","1b","1b","5b"
2024-08-02 01:00:00,0.663083333333333,0.246783333333333,5.60561666666667,8.28351724137931,NA,"1b","1b","1b","1b","5b"
2024-08-02 02:00:00,0.921733333333333,0.27955,6.47111666666667,8.66633333333333,NA,"1b","1b","1b","1b","5b"
2024-08-02 03:00:00,0.834466666666667,0.29475,5.15081666666667,6.79931666666667,NA,"1b","1b","1b","1b","5b"
2024-08-02 04:00:00,0.820316666666667,0.3433,4.81596666666667,6.20881666666667,NA,"1b","1b","1b","1b","5b"
2024-08-02 05:00:00,0.90535,0.936916666666667,7.50131666666667,8.66926666666667,NA,"1b","1b","1b","1b","5b"
2024-08-02 06:00:00,1.1478,2.744,13.6475833333333,13.2672,NA,"1b","1b","1b","1b","5b"
2024-08-02 07:00:00,1.55445,1.56596666666667,8.83755,9.71566666666667,NA,"1b","1b","1b","1b","5b"
2024-08-02 08:00:00,2.1124,0.879366666666667,4.7901,5.64851666666667,NA,"1b","1b","1b","1b","5b"
