"Date_UTC","SO2","NO","NOy","NO2","O3","qc_flag_SO2","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2024-09-01,0.85285,0.0940333333333333,1.34631666666667,4.41926666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 01:00:00,0.823916666666667,0.08415,1.15171666666667,4.0698275862069,NA,"1b","1b","1b","1b","3b"
2024-09-01 02:00:00,0.843833333333333,0.115316666666667,1.17471666666667,4.03536666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 03:00:00,0.8672,0.130833333333333,1.44106666666667,4.43615,NA,"1b","1b","1b","1b","3b"
2024-09-01 04:00:00,0.891483333333333,0.165733333333333,2.05346666666667,5.22803333333333,NA,"1b","1b","1b","1b","3b"
2024-09-01 05:00:00,0.79475,0.167633333333333,2.0533,5.13026666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 06:00:00,0.90355,0.251666666666667,2.09018333333334,5.0536,NA,"1b","1b","1b","1b","3b"
2024-09-01 07:00:00,0.8607,0.297983333333333,1.89215,4.57885,NA,"1b","1b","1b","1b","3b"
2024-09-01 08:00:00,0.97155,0.389666666666667,1.99668333333334,4.43466666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 09:00:00,1.0884,0.45255,2.45831666666667,4.91178333333333,NA,"1b","1b","1b","1b","3b"
2024-09-01 10:00:00,0.929783333333333,0.477183333333333,2.44006666666667,4.73516666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 11:00:00,0.950766666666667,0.438333333333333,2.57443333333334,4.92075,NA,"1b","1b","1b","1b","3b"
2024-09-01 12:00:00,1.05725,0.399216666666667,2.97628333333334,5.50421666666667,NA,"1b","1b","1b","1b","3b"
2024-09-01 13:00:00,1.1314,0.467166666666667,3.85543333333334,6.67365,NA,"1b","1b","1b","1b","3b"
2024-09-01 14:00:00,1.10238333333333,0.3788,4.00998333333334,7.08813333333333,NA,"1b","1b","1b","1b","3b"
