"Date_UTC","NO","NOy","NO2","O3","qc_flag_NO","qc_flag_NOy","qc_flag_NO2","qc_flag_O3"
2021-05-01,1.31726666666667,12.4055166666667,14.9495333333333,18.891925,"1b","1b","1b","1b"
2021-05-01 01:00:00,1.69203333333333,12.757,12.1372916666667,17.2112045454545,"1b","1b","1b","1b"
2021-05-01 02:00:00,1.5117,8.58408333333333,9.11161666666667,17.0516666666667,"1b","1b","1b","1b"
2021-05-01 03:00:00,1.46361666666667,9.38796666666667,9.82498333333333,15.1761,"1b","1b","1b","1b"
2021-05-01 04:00:00,1.57728333333333,11.2403166666667,11.52875,12.6477,"1b","1b","1b","1b"
2021-05-01 05:00:00,2.04743333333333,13.0565666666667,12.9690333333333,12.6861333333333,"1b","1b","1b","1b"
2021-05-01 06:00:00,2.06245,12.41345,11.96195,17.11045,"1b","1b","1b","1b"
2021-05-01 07:00:00,1.89785,11.5104666666667,11.6901166666667,20.0185333333333,"1b","1b","1b","1b"
2021-05-01 08:00:00,1.9889,12.5372166666667,13.0286333333333,21.3124833333333,"1b","1b","1b","1b"
2021-05-01 09:00:00,2.97143333333333,12.0884333333333,10.7972333333333,22.78465,"1b","1b","1b","1b"
2021-05-01 10:00:00,2.34086666666667,6.05256666666667,5.06738333333333,31.4847333333333,"1b","1b","1b","1b"
2021-05-01 11:00:00,1.60598333333333,4.1461,4.20181666666667,33.05555,"1b","1b","1b","1b"
2021-05-01 12:00:00,1.62863333333333,5.60385,5.25946666666667,31.6127333333333,"1b","1b","1b","1b"
2021-05-01 13:00:00,1.34516666666667,2.43013333333333,2.32408333333333,35.9745,"1b","1b","1b","1b"
2021-05-01 14:00:00,1.34508333333333,4.22001666666667,4.59008333333333,33.4325666666667,"1b","1b","1b","1b"
2021-05-01 15:00:00,1.24776666666667,3.66241666666667,3.8506,35.4352,"1b","1b","1b","1b"
2021-05-01 16:00:00,1.10613333333333,3.88911666666667,4.17908333333333,34.9923166666667,"1b","1b","1b","1b"
2021-05-01 17:00:00,1.14878333333333,4.28625,5.4112,33.2889666666667,"1b","1b","1b","1b"
