"date..UTC.0.","Al_Flags","Al_Concentration..ng.m3.","Al_Concentration.Uncertainty..ng.m3.","Si_Flags","Si_Concentration..ng.m3.","Si_Concentration.Uncertainty..ng.m3.","P_Flags","P_Concentration..ng.m3.","P_Concentration.Uncertainty..ng.m3.","S_Flags","S_Concentration..ng.m3.","S_Concentration.Uncertainty..ng.m3.","Cl_Flags","Cl_Concentration..ng.m3.","Cl_Concentration.Uncertainty..ng.m3.","K_Flags","K_Concentration..ng.m3.","K_Concentration.Uncertainty..ng.m3.","Ca_Flags","Ca_Concentration..ng.m3.","Ca_Concentration.Uncertainty..ng.m3.","Ti_Flags","Ti_Concentration..ng.m3.","Ti_Concentration.Uncertainty..ng.m3.","V_Flags","V_Concentration..ng.m3.","V_Concentration.Uncertainty..ng.m3.","Cr_Flags","Cr_Concentration..ng.m3.","Cr_Concentration.Uncertainty..ng.m3.","Mn_Flags","Mn_Concentration..ng.m3.","Mn_Concentration.Uncertainty..ng.m3.","Fe_Flags","Fe_Concentration..ng.m3.","Fe_Concentration.Uncertainty..ng.m3.","Co_Flags","Co_Concentration..ng.m3.","Co_Concentration.Uncertainty..ng.m3.","Ni_Flags","Ni_Concentration..ng.m3.","Ni_Concentration.Uncertainty..ng.m3.","Cu_Flags","Cu_Concentration..ng.m3.","Cu_Concentration.Uncertainty..ng.m3.","Zn_Flags","Zn_Concentration..ng.m3.","Zn_Concentration.Uncertainty..ng.m3.","Ga_Flags","Ga_Concentration..ng.m3.","Ga_Concentration.Uncertainty..ng.m3.","Ge_Flags","Ge_Concentration..ng.m3.","Ge_Concentration.Uncertainty..ng.m3.","As_Flags","As_Concentration..ng.m3.","As_Concentration.Uncertainty..ng.m3.","Se_Flags","Se_Concentration..ng.m3.","Se_Concentration.Uncertainty..ng.m3.","Br_Flags","Br_Concentration..ng.m3.","Br_Concentration.Uncertainty..ng.m3.","Sr_Flags","Sr_Concentration..ng.m3.","Sr_Concentration.Uncertainty..ng.m3.","Y_Flags","Y_Concentration..ng.m3.","Y_Concentration.Uncertainty..ng.m3.","Zr_Flags","Zr_Concentration..ng.m3.","Zr_Concentration.Uncertainty..ng.m3.","Mo_Flags","Mo_Concentration..ng.m3.","Mo_Concentration.Uncertainty..ng.m3.","Pd_Flags","Pd_Concentration..ng.m3.","Pd_Concentration.Uncertainty..ng.m3.","Ag_Flags","Ag_Concentration..ng.m3.","Ag_Concentration.Uncertainty..ng.m3.","Cd_Flags","Cd_Concentration..ng.m3.","Cd_Concentration.Uncertainty..ng.m3.","In_Flags","In_Concentration..ng.m3.","In_Concentration.Uncertainty..ng.m3.","Sn_Flags","Sn_Concentration..ng.m3.","Sn_Concentration.Uncertainty..ng.m3.","Sb_Flags","Sb_Concentration..ng.m3.","Sb_Concentration.Uncertainty..ng.m3.","Te_Flags","Te_Concentration..ng.m3.","Te_Concentration.Uncertainty..ng.m3.","Ba_Flags","Ba_Concentration..ng.m3.","Ba_Concentration.Uncertainty..ng.m3.","La_Flags","La_Concentration..ng.m3.","La_Concentration.Uncertainty..ng.m3.","Ce_Flags","Ce_Concentration..ng.m3.","Ce_Concentration.Uncertainty..ng.m3.","Pt_Flags","Pt_Concentration..ng.m3.","Pt_Concentration.Uncertainty..ng.m3.","Hg_Flags","Hg_Concentration..ng.m3.","Hg_Concentration.Uncertainty..ng.m3.","Tl_Flags","Tl_Concentration..ng.m3.","Tl_Concentration.Uncertainty..ng.m3.","Pb_Flags","Pb_Concentration..ng.m3.","Pb_Concentration.Uncertainty..ng.m3.","Bi_Flags","Bi_Concentration..ng.m3.","Bi_Concentration.Uncertainty..ng.m3.","PM.size.fraction"
"2021-08-14 03:00:00","E: Uncertainty",466.4774,586.6166,NA,0,0,NA,0,0,NA,589.8111,29.618,NA,806.4403,31.2827,NA,45.3157,4.2558,NA,34.8118,3.0495,"E: Uncertainty",0.2552,0.9753,NA,0,0,NA,0,0,NA,0,0,NA,18.4007,1.3922,NA,0,0,NA,0,0,"E: Uncertainty",0.1557,0.458,NA,3.0145,0.4959,NA,0,0,NA,0,0,NA,1.3316,0.3829,"E: Uncertainty",0.1179,0.4046,NA,3.5936,0.6275,"E: Uncertainty",0.1003,1.4983,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",7.6121,8.863,"E: Uncertainty",7.181,11.7315,"E: Uncertainty",4.0272,13.5272,NA,0,0,NA,0,0,"E: Uncertainty",5.3748,31.6339,"E: Uncertainty",3.0527,43.2893,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 05:00:00",NA,1286.1888,609.2254,NA,0,0,NA,0,0,NA,581.3992,29.5697,NA,597.9802,24.9102,NA,44.5908,4.2474,NA,31.6606,3.003,"E: Uncertainty",0.5252,1.0006,"E: Uncertainty",0.1361,0.7476,"E: Uncertainty",0.0692,0.5746,NA,0,0,NA,29.9484,1.765,NA,0,0,"E: Uncertainty",0.0414,0.4828,NA,1.9581,0.5181,NA,3.269,0.5188,NA,0,0,NA,0,0,NA,1.3895,0.3895,NA,0,0,NA,4.1793,0.6552,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",5.0945,9.0021,"E: Uncertainty",1.2827,12.0678,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",16.7629,32.4204,"E: Uncertainty",12.7561,44.7337,NA,0,0,NA,0,0,"E: Uncertainty",0.2707,1.9943,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 07:00:00","E: Uncertainty",569.6555,583.8939,NA,0,0,NA,0,0,NA,420.6142,24.4941,NA,668.2939,26.9687,NA,39.6159,4.0427,NA,29.3374,2.8867,"E: Uncertainty",0.6093,0.9928,NA,0,0,NA,0,0,NA,0,0,NA,39.9691,2.0659,NA,0,0,"E: Uncertainty",0.1752,0.4733,NA,2.2352,0.5137,NA,3.2008,0.5037,NA,0,0,NA,0,0,NA,0.6743,0.3642,"E: Uncertainty",0.1715,0.398,NA,4.6037,0.6322,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.0084,3.1575,NA,10.4279,8.8039,"E: Uncertainty",2.4344,11.634,"E: Uncertainty",3.8977,13.1493,NA,0,0,NA,0,0,"E: Uncertainty",5.2334,31.2308,"E: Uncertainty",7.8717,42.6543,"E: Uncertainty",0.0578,2.6919,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 09:00:00","E: Uncertainty",439.2227,602.4255,NA,0,0,NA,0,0,NA,301.0713,21.2183,NA,292.3997,15.7093,NA,25.8184,3.6934,NA,23.3035,2.7319,"E: Uncertainty",0.8483,1.0212,"E: Uncertainty",0.1742,0.7505,"E: Uncertainty",0.0437,0.5592,NA,0,0,NA,36.7979,1.9811,NA,0,0,NA,0,0,NA,1.4696,0.5112,NA,1.705,0.4644,NA,0,0,NA,0,0,NA,0.4081,0.3603,NA,0,0,NA,3.3365,0.6285,"E: Uncertainty",0.2176,1.534,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",6.2529,8.9932,"E: Uncertainty",0.5224,12.0844,"E: Uncertainty",2.1692,13.8747,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",7.936,44.7245,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 11:00:00","E: Uncertainty",181.9494,570.6892,NA,0,0,NA,0,0,NA,221.2688,18.4188,NA,0,0,NA,14.9112,3.1351,NA,11.2714,2.3348,"E: Uncertainty",0.7096,0.9689,NA,0,0,NA,0,0,NA,0,0,NA,41.1275,2.105,NA,0,0,NA,0,0,NA,1.4886,0.4829,NA,2.3819,0.4655,NA,0,0,NA,0,0,"E: Uncertainty",0.132,0.3485,"E: Uncertainty",0.0823,0.3948,NA,1.093,0.559,"E: Uncertainty",0.255,1.4677,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",2.9679,8.5753,"E: Uncertainty",1.6498,11.5485,NA,0,0,NA,0,0,"E: Uncertainty",2.3856,25.1154,"E: Uncertainty",9.9627,30.6593,"E: Uncertainty",11.0454,42.0313,NA,0,0,NA,0,0,"E: Uncertainty",0.2762,1.9537,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 13:00:00",NA,714.4388,596.449,NA,0,0,NA,0,0,NA,219.0775,18.5878,NA,18.8013,8.1593,NA,29.7561,3.7474,NA,39.3891,3.1825,NA,1.449,1.0607,"E: Uncertainty",0.0898,0.7771,"E: Uncertainty",0.0792,0.5773,"E: Uncertainty",0.0809,0.7521,NA,79.2165,3.3215,NA,0,0,"E: Uncertainty",0.3111,0.5022,NA,6.735,0.6739,NA,6.4663,0.6264,NA,0,0,NA,0,0,NA,1.1862,0.3892,NA,0,0,NA,2.9355,0.6244,"E: Uncertainty",0.1289,1.5387,NA,0,0,NA,0,0,NA,0,0,NA,10.2483,9.0113,"E: Uncertainty",7.005,11.9376,"E: Uncertainty",7.2869,13.8622,NA,0,0,"E: Uncertainty",7.5991,25.9294,NA,0,0,"E: Uncertainty",19.3661,44.4852,"E: Uncertainty",2.1904,2.8607,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-14 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 15:00:00","E: Uncertainty",525.4693,591.2483,NA,0,0,NA,0,0,NA,250.3338,19.3563,NA,0,0,NA,33.2439,3.7416,NA,29.9707,2.8825,NA,1.3237,1.0474,"E: Uncertainty",0.0235,0.7359,"E: Uncertainty",0.1316,0.5633,NA,0,0,NA,98.6112,3.931,NA,0,0,NA,0,0,NA,5.376,0.6271,NA,9.677,0.7205,NA,0,0,NA,0,0,NA,2.468,0.4195,"E: Uncertainty",0.0105,0.3984,NA,1.7618,0.5864,"E: Uncertainty",0.2367,1.5002,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",3.4546,8.8852,"E: Uncertainty",1.6366,11.873,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.9827,31.5973,"E: Uncertainty",6.4703,43.5298,"E: Uncertainty",1.1417,2.7862,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,9.2245,0.9677,NA,0,0,"PM2.5"
"2021-08-14 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 17:00:00",NA,695.4254,594.5878,NA,0,0,NA,0,0,NA,252.2684,19.0862,NA,0,0,NA,35.0083,3.745,NA,11.8376,2.3882,"E: Uncertainty",0.474,1.0047,NA,0,0,NA,0.0051,2e-04,"E: Uncertainty",0.0801,0.7115,NA,50.2228,2.4002,NA,0,0,"E: Uncertainty",0.1076,0.4742,NA,2.8285,0.5551,NA,5.8986,0.6032,NA,0,0,NA,0,0,NA,0.4844,0.3571,NA,0,0,NA,0.8899,0.5764,"E: Uncertainty",0.2578,1.5036,NA,0,0,NA,0,0,NA,0,0,NA,11.238,8.8581,"E: Uncertainty",4.8839,11.8667,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",11.3113,31.8255,"E: Uncertainty",2.6614,43.9601,"E: Uncertainty",0.1588,2.7284,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.1689,0.6853,NA,0,0,NA,1.0492,0.74,NA,0,0,"PM2.5"
"2021-08-14 18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 19:00:00",NA,945.5528,613.9868,NA,0,0,NA,0,0,NA,295.5188,20.7652,NA,0,0,NA,27.9194,3.6242,NA,27.4889,2.8521,"E: Uncertainty",0.7928,1.0877,NA,0,0,"E: Uncertainty",0.1106,0.5877,"E: Uncertainty",0.2294,0.7716,NA,177.9691,6.4461,NA,0,0,NA,0,0,NA,9.7879,0.781,NA,12.7036,0.8288,NA,0,0,NA,0,0,NA,0.3853,0.3779,"E: Uncertainty",0.0912,0.4142,NA,2.1495,0.6168,"E: Uncertainty",0.6907,1.5565,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",6.3236,9.0846,"E: Uncertainty",1.9364,12.107,"E: Uncertainty",1.785,14,NA,0,0,NA,0,0,"E: Uncertainty",4.0355,32.7162,"E: Uncertainty",2.7636,45.13,NA,4.1974,3.0006,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2.9378,0.8311,NA,0,0,"PM2.5"
"2021-08-14 20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 21:00:00",NA,1063.4235,603.7194,NA,0,0,NA,0,0,NA,219.1724,18.6455,NA,0,0,NA,64.5302,4.6402,NA,39.7179,3.1939,NA,1.7953,1.089,NA,0,0,NA,0,0,"E: Uncertainty",0.3522,0.7472,NA,209.3032,7.4312,NA,0,0,"E: Uncertainty",0.4663,0.5088,NA,21.3366,1.1336,NA,16.7248,0.9446,NA,0,0,NA,0,0,NA,3.1693,0.4485,NA,0,0,NA,2.0151,0.6065,"E: Uncertainty",0.7768,1.5224,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",4.2108,8.9065,"E: Uncertainty",2.3039,12.091,"E: Uncertainty",1.0306,13.824,NA,0,0,"E: Uncertainty",2.0448,25.8934,"E: Uncertainty",7.4686,32.0637,"E: Uncertainty",11.1525,44.0896,NA,3.6427,2.8951,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.1352,0.7449,NA,0,0,"PM2.5"
"2021-08-14 22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-14 23:00:00",NA,0,0,NA,0,0,NA,0,0,NA,209.6612,25.2059,NA,0,0,NA,37.6696,5.3791,NA,17.2438,3.6253,NA,0,0,"E: Uncertainty",0.952,1.0795,NA,0,0,NA,0,0,NA,29.9465,2.3303,NA,0,0,"E: Uncertainty",0.4037,0.7156,NA,1.0701,0.7234,NA,4.5689,0.7889,NA,0,0,NA,0,0,NA,1.7297,0.5703,NA,0,0,NA,1.6171,0.8554,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",11.0229,13.2011,NA,0,0,"E: Uncertainty",5.3782,19.517,"E: Uncertainty",0.6904,27.0518,"E: Uncertainty",11.1447,37.7543,"E: Uncertainty",7.3124,45.8699,"E: Uncertainty",1.7668,63.4299,"E: Uncertainty",0.7869,3.9566,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.2382,1.0844,NA,0,0,"PM2.5"
"2021-08-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-15 01:00:00","E: Uncertainty",424.3311,603.8464,NA,0,0,NA,0,0,NA,217.405,18.4274,NA,0,0,NA,34.4935,3.8197,NA,17.7734,2.6156,"E: Uncertainty",0.5988,1.0088,NA,1.096,0.7736,NA,0,0,NA,0,0,NA,27.3886,1.6994,NA,0,0,"E: Uncertainty",0.2056,0.5078,NA,2.032,0.5192,NA,6.2048,0.6139,NA,0,0,NA,0,0,NA,1.4011,0.4129,NA,0,0,NA,1.8871,0.6116,"E: Uncertainty",0.3933,1.5501,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",8.2533,9.1812,NA,0,0,"E: Uncertainty",1.4324,13.8964,NA,0,0,"E: Uncertainty",7.1442,26.6248,"E: Uncertainty",3.6383,32.3669,"E: Uncertainty",6.7893,44.7057,"E: Uncertainty",0.3871,2.732,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-15 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-15 03:00:00","E: Uncertainty",76.8675,573.9162,NA,0,0,NA,0,0,NA,333.2322,21.3297,NA,0,0,NA,32.1857,3.6066,NA,14.4063,2.4176,NA,0,0,NA,1.255,0.7502,"E: Uncertainty",0.3062,0.5541,"E: Uncertainty",0.2016,0.6944,NA,36.9364,1.9669,NA,0,0,NA,0.6217,0.492,NA,2.3529,0.5251,NA,17.538,0.963,NA,0,0,NA,0,0,NA,1.8124,0.3946,NA,0,0,NA,2.2941,0.5821,"E: Uncertainty",0.1225,1.4522,NA,0,0,NA,0,0,NA,0,0,NA,10.2625,8.7447,"E: Uncertainty",3.9496,11.4335,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.2456,30.6566,NA,0,0,"E: Uncertainty",0.0742,2.5805,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.4205,0.7202,NA,0,0,"PM2.5"
"2021-08-15 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-15 05:00:00",NA,738.5171,578.9484,NA,0,0,NA,0,0,NA,342.4563,21.5652,NA,0,0,NA,31.1072,3.5614,NA,18.5664,2.5151,NA,0,0,NA,1.461,0.7646,NA,0,0,NA,0.0029,1e-04,NA,22.3611,1.5098,NA,0,0,NA,0.4886,0.4787,NA,1.0944,0.4758,NA,11.2762,0.7616,NA,0,0,NA,0,0,NA,0.8586,0.3672,NA,0,0,NA,2.184,0.5889,"E: Uncertainty",0.2872,1.4653,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",7.0081,8.7499,NA,0,0,"E: Uncertainty",0.5278,13.2768,NA,0,0,NA,0,0,"E: Uncertainty",5.1529,31.0479,"E: Uncertainty",10.0666,42.4754,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.9544,0.7574,NA,0,0,"PM2.5"
"2021-08-15 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
