"date..UTC.0.","Al_Flags","Al_Concentration..ng.m3.","Al_Concentration.Uncertainty..ng.m3.","Si_Flags","Si_Concentration..ng.m3.","Si_Concentration.Uncertainty..ng.m3.","P_Flags","P_Concentration..ng.m3.","P_Concentration.Uncertainty..ng.m3.","S_Flags","S_Concentration..ng.m3.","S_Concentration.Uncertainty..ng.m3.","Cl_Flags","Cl_Concentration..ng.m3.","Cl_Concentration.Uncertainty..ng.m3.","K_Flags","K_Concentration..ng.m3.","K_Concentration.Uncertainty..ng.m3.","Ca_Flags","Ca_Concentration..ng.m3.","Ca_Concentration.Uncertainty..ng.m3.","Ti_Flags","Ti_Concentration..ng.m3.","Ti_Concentration.Uncertainty..ng.m3.","V_Flags","V_Concentration..ng.m3.","V_Concentration.Uncertainty..ng.m3.","Cr_Flags","Cr_Concentration..ng.m3.","Cr_Concentration.Uncertainty..ng.m3.","Mn_Flags","Mn_Concentration..ng.m3.","Mn_Concentration.Uncertainty..ng.m3.","Fe_Flags","Fe_Concentration..ng.m3.","Fe_Concentration.Uncertainty..ng.m3.","Co_Flags","Co_Concentration..ng.m3.","Co_Concentration.Uncertainty..ng.m3.","Ni_Flags","Ni_Concentration..ng.m3.","Ni_Concentration.Uncertainty..ng.m3.","Cu_Flags","Cu_Concentration..ng.m3.","Cu_Concentration.Uncertainty..ng.m3.","Zn_Flags","Zn_Concentration..ng.m3.","Zn_Concentration.Uncertainty..ng.m3.","Ga_Flags","Ga_Concentration..ng.m3.","Ga_Concentration.Uncertainty..ng.m3.","Ge_Flags","Ge_Concentration..ng.m3.","Ge_Concentration.Uncertainty..ng.m3.","As_Flags","As_Concentration..ng.m3.","As_Concentration.Uncertainty..ng.m3.","Se_Flags","Se_Concentration..ng.m3.","Se_Concentration.Uncertainty..ng.m3.","Br_Flags","Br_Concentration..ng.m3.","Br_Concentration.Uncertainty..ng.m3.","Sr_Flags","Sr_Concentration..ng.m3.","Sr_Concentration.Uncertainty..ng.m3.","Y_Flags","Y_Concentration..ng.m3.","Y_Concentration.Uncertainty..ng.m3.","Zr_Flags","Zr_Concentration..ng.m3.","Zr_Concentration.Uncertainty..ng.m3.","Mo_Flags","Mo_Concentration..ng.m3.","Mo_Concentration.Uncertainty..ng.m3.","Pd_Flags","Pd_Concentration..ng.m3.","Pd_Concentration.Uncertainty..ng.m3.","Ag_Flags","Ag_Concentration..ng.m3.","Ag_Concentration.Uncertainty..ng.m3.","Cd_Flags","Cd_Concentration..ng.m3.","Cd_Concentration.Uncertainty..ng.m3.","In_Flags","In_Concentration..ng.m3.","In_Concentration.Uncertainty..ng.m3.","Sn_Flags","Sn_Concentration..ng.m3.","Sn_Concentration.Uncertainty..ng.m3.","Sb_Flags","Sb_Concentration..ng.m3.","Sb_Concentration.Uncertainty..ng.m3.","Te_Flags","Te_Concentration..ng.m3.","Te_Concentration.Uncertainty..ng.m3.","Ba_Flags","Ba_Concentration..ng.m3.","Ba_Concentration.Uncertainty..ng.m3.","La_Flags","La_Concentration..ng.m3.","La_Concentration.Uncertainty..ng.m3.","Ce_Flags","Ce_Concentration..ng.m3.","Ce_Concentration.Uncertainty..ng.m3.","Pt_Flags","Pt_Concentration..ng.m3.","Pt_Concentration.Uncertainty..ng.m3.","Hg_Flags","Hg_Concentration..ng.m3.","Hg_Concentration.Uncertainty..ng.m3.","Tl_Flags","Tl_Concentration..ng.m3.","Tl_Concentration.Uncertainty..ng.m3.","Pb_Flags","Pb_Concentration..ng.m3.","Pb_Concentration.Uncertainty..ng.m3.","Bi_Flags","Bi_Concentration..ng.m3.","Bi_Concentration.Uncertainty..ng.m3.","PM.size.fraction"
"2021-08-04 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 13:00:00","E: Uncertainty",579.5681,597.741,NA,0,0,NA,0,0,NA,368.0934,22.8476,NA,0,0,NA,45.92,4.113,NA,33.6115,2.9818,NA,1.111,1.0245,"E: Uncertainty",0.1363,0.7453,"E: Uncertainty",0.2294,0.5769,"E: Uncertainty",0.085,0.7333,NA,46.6389,2.2952,NA,0,0,"E: Uncertainty",0.1567,0.4838,NA,1.721,0.5064,NA,11.3583,0.7683,NA,0,0,NA,0,0,NA,1.3097,0.3993,NA,0,0,NA,3.5743,0.6349,"E: Uncertainty",0.4868,1.5173,NA,0,0,NA,0,0,NA,0,0,NA,17.1563,9.2087,"E: Uncertainty",3.8444,12.1743,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",16.8406,31.9928,"E: Uncertainty",1.5617,44.2584,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2.0178,0.7971,NA,0,0,"PM2.5"
"2021-08-04 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 15:00:00","E: Uncertainty",275.8701,580.7476,NA,0,0,NA,0,0,NA,391.8118,23.3839,NA,0,0,NA,51.5225,4.229,NA,32.1778,2.9498,"E: Uncertainty",0.4611,1.0023,"E: Uncertainty",0.1901,0.751,NA,0,0,"E: Uncertainty",0.2984,0.7278,NA,57.2759,2.6214,"E: Uncertainty",0.1443,0.6115,"E: Uncertainty",0.1165,0.4889,NA,1.3658,0.4995,NA,9.4679,0.7129,NA,0,0,NA,0,0,NA,0.3982,0.3573,NA,0,0,NA,3.3438,0.6198,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,10.6363,8.906,"E: Uncertainty",5.7625,11.8105,NA,0,0,NA,0,0,"E: Uncertainty",4.7902,25.7357,"E: Uncertainty",7.0939,31.4894,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3.5858,0.8067,NA,0,0,"PM2.5"
"2021-08-04 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 17:00:00","E: Uncertainty",565.7956,590.2904,NA,0,0,NA,0,0,NA,356.6587,22.2891,NA,0,0,NA,52.9582,4.2971,NA,49.5653,3.4433,NA,1.0596,1.015,"E: Uncertainty",0.1854,0.7389,NA,0,0,"E: Uncertainty",0.0333,0.7235,NA,84.2035,3.47,"E: Uncertainty",0.0971,0.613,NA,0,0,NA,2.0447,0.5115,NA,10.503,0.7401,NA,0,0,NA,0,0,NA,1.1786,0.382,NA,0,0,NA,3.1987,0.6153,"E: Uncertainty",0.4078,1.4803,NA,0,0,NA,0,0,NA,0,0,NA,10.7958,8.8431,"E: Uncertainty",3.1622,11.5498,"E: Uncertainty",0.8247,13.4836,NA,0,0,"E: Uncertainty",6.3261,25.6437,NA,0,0,"E: Uncertainty",8.8031,42.9273,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,2.9148,0.7955,NA,0,0,"PM2.5"
"2021-08-04 18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 19:00:00","E: Uncertainty",200.6454,580.6654,NA,0,0,NA,0,0,NA,341.9865,21.9122,NA,0,0,NA,45.8093,4.0596,NA,28.7765,2.8268,NA,1.5375,1.0158,NA,0,0,NA,5e-04,0,"E: Uncertainty",0.2213,0.7181,NA,77.5598,3.2618,NA,0,0,NA,0,0,NA,4.3983,0.5937,NA,12.1741,0.7994,NA,0,0,NA,0,0,NA,0.7054,0.3722,"E: Uncertainty",0.1755,0.4103,NA,10.4864,0.7707,"E: Uncertainty",0.416,1.4909,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",3.3317,8.7545,"E: Uncertainty",1.9369,11.7713,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.3842,31.4336,NA,0,0,"E: Uncertainty",0.3489,2.6675,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.0732,0.6865,NA,0,0,NA,2.9776,0.8017,NA,0,0,"PM2.5"
"2021-08-04 20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 21:00:00","E: Uncertainty",321.403,577.0252,NA,0,0,"E: Uncertainty",0.7785,27.7957,NA,381.6887,23.0866,NA,0,0,NA,72.1209,4.8323,NA,21.7121,2.684,NA,1.0979,1.029,NA,0,0,"E: Uncertainty",0.1333,0.5663,"E: Uncertainty",0.291,0.7325,NA,152.9232,5.6472,NA,0,0,NA,0,0,NA,8.203,0.7178,NA,21.0852,1.0786,NA,0,0,NA,0,0,NA,2.7523,0.4283,NA,0,0,NA,3.4922,0.6252,"E: Uncertainty",0.0326,1.4942,NA,0,0,NA,0,0,NA,0,0,NA,12.9,9.0579,NA,0,0,"E: Uncertainty",4.3472,13.5881,NA,0,0,NA,0,0,"E: Uncertainty",5.9283,31.4344,"E: Uncertainty",16.5668,43.2958,NA,2.9985,2.78,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.4501,0.7572,NA,0,0,"PM2.5"
"2021-08-04 22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-04 23:00:00","E: Uncertainty",332.8241,841.5243,NA,0,0,NA,0,0,NA,408.282,31.9635,NA,0,0,NA,62.1608,6.2812,NA,26.3074,3.9946,"E: Uncertainty",0.294,1.421,"E: Uncertainty",0.3609,1.0575,NA,0,0,"E: Uncertainty",0.5259,1.0608,NA,86.8848,4.2638,NA,0,0,NA,0,0,NA,2.8688,0.7727,NA,13.2197,1.1123,NA,0,0,NA,0,0,NA,1.6764,0.5805,NA,0,0,NA,2.3602,0.876,"E: Uncertainty",0.3976,2.1801,NA,0,0,"E: Uncertainty",0.6583,3.2281,NA,0,0,"E: Uncertainty",12.4695,13.3491,NA,0,0,"E: Uncertainty",4.3005,19.5042,NA,0,0,"E: Uncertainty",0.8602,37.6955,"E: Uncertainty",5.4061,46.6734,"E: Uncertainty",10.2354,63.8652,NA,0,0,NA,0,0,"E: Uncertainty",0.0494,2.8523,NA,0,0,NA,0,0,NA,0,0,NA,5.726,1.2598,NA,0,0,"PM2.5"
"2021-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 01:00:00",NA,665.1411,607.5522,NA,0,0,NA,0,0,NA,416.8663,24.2514,NA,0,0,NA,86.2273,5.3033,NA,19.1739,2.6543,NA,1.4258,1.0594,"E: Uncertainty",0.338,0.7631,"E: Uncertainty",0.104,0.5717,"E: Uncertainty",0.0497,0.7438,NA,71.0125,3.0633,NA,0,0,"E: Uncertainty",0.093,0.5089,NA,2.6799,0.5604,NA,12.029,0.8038,NA,0,0,NA,0,0,NA,1.9253,0.4234,"E: Uncertainty",0.0642,0.4192,NA,2.6857,0.624,"E: Uncertainty",0.9468,1.5463,NA,0,0,NA,0,0,"E: Uncertainty",0.5982,3.288,"E: Uncertainty",3.2296,9.0989,NA,0.0834,0.0026,NA,0,0,NA,0,0,"E: Uncertainty",9.0621,26.5822,"E: Uncertainty",3.5936,32.583,"E: Uncertainty",6.2648,44.6587,"E: Uncertainty",0.0858,2.8063,NA,0,0,"E: Uncertainty",0.3259,2.0759,NA,0,0,NA,0,0,NA,0,0,NA,6.0019,0.9165,NA,0,0,"PM2.5"
"2021-08-05 02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 03:00:00",NA,679.8264,598.2833,NA,0,0,NA,0,0,NA,440.9023,25.029,NA,0,0,NA,114.7136,6.1272,NA,35.7689,3.1112,"E: Uncertainty",0.4479,1.0251,"E: Uncertainty",0.4229,0.7549,"E: Uncertainty",0.012,0.5797,"E: Uncertainty",0.1366,0.7513,NA,49.2002,2.3751,NA,0,0,NA,0,0,NA,2.0559,0.5298,NA,13.7418,0.8494,NA,0,0,NA,0,0,NA,3.0538,0.4475,"E: Uncertainty",0.0253,0.4184,NA,3.3194,0.6367,"E: Uncertainty",0.2348,1.5179,NA,0,0,NA,0,0,NA,0,0,NA,22.3127,9.2228,NA,0,0,"E: Uncertainty",2.6573,13.7967,NA,0,0,"E: Uncertainty",5.9469,26.2685,"E: Uncertainty",14.1301,31.7389,"E: Uncertainty",18.7759,44.0733,"E: Uncertainty",0.7268,2.8188,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,4.4072,0.8579,NA,0,0,"PM2.5"
"2021-08-05 04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 05:00:00",NA,651.3839,586.9417,NA,0,0,NA,0,0,NA,421.5415,24.1985,NA,0,0,NA,41.8876,3.9289,NA,19.4176,2.5896,"E: Uncertainty",0.7368,1.0135,NA,1.0483,0.7658,NA,0,0,NA,2e-04,0,NA,25.025,1.6043,NA,0,0,"E: Uncertainty",0.1364,0.4865,NA,0.879,0.4799,NA,5.511,0.5818,NA,0,0,NA,0,0,NA,0.988,0.3901,NA,0,0,NA,3.1214,0.6074,"E: Uncertainty",0.177,1.4903,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",1.6154,11.684,NA,0,0,NA,0,0,"E: Uncertainty",16.4139,25.5988,NA,0,0,"E: Uncertainty",1.5898,43.2453,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-05 06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 07:00:00","E: Uncertainty",226.0958,562.5255,NA,0,0,NA,0,0,NA,504.5694,26.665,NA,0,0,NA,25.2112,3.4323,NA,42.6662,3.1811,"E: Uncertainty",0.0835,0.9557,NA,1.539,0.7515,NA,0,0,NA,0,0,NA,35.2507,1.9108,NA,0,0,NA,0.6598,0.4819,NA,1.0277,0.4785,NA,2.8801,0.4919,NA,0,0,NA,0,0,"E: Uncertainty",0.2665,0.3521,NA,2e-04,0,NA,2.2327,0.5738,"E: Uncertainty",0.2611,1.4509,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",1.2405,8.6935,"E: Uncertainty",0.5839,11.3895,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",7.2166,30.6156,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",0.064,0.6568,NA,0,0,"E: Uncertainty",0.1078,0.7122,NA,0,0,"PM2.5"
"2021-08-05 08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 09:00:00","E: Uncertainty",268.6178,579.2235,NA,0,0,NA,0,0,NA,464.0097,25.4729,NA,0,0,NA,58.9189,4.3921,NA,29.5612,2.8133,"E: Uncertainty",0.8834,0.9772,NA,1.3647,0.7543,NA,0,0,NA,0,0,NA,24.719,1.5824,"E: Uncertainty",0.0783,0.5863,NA,0.5917,0.4846,NA,0.7992,0.4663,NA,9.8753,0.7146,NA,0,0,NA,0,0,NA,0.7826,0.3633,"E: Uncertainty",0.0433,0.3919,NA,2.2988,0.5757,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,13.7552,8.6475,"E: Uncertainty",4.7734,11.4031,NA,0,0,NA,0,0,"E: Uncertainty",2.8266,25.3743,"E: Uncertainty",2.9152,30.9192,"E: Uncertainty",7.6994,42.7345,"E: Uncertainty",0.6621,2.6095,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.1804,0.7344,NA,0,0,"PM2.5"
"2021-08-05 10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 11:00:00",NA,604.108,598.3213,NA,0,0,NA,0,0,NA,340.096,21.7123,NA,0,0,NA,24.1785,3.4902,NA,72.2909,4.0672,"E: Uncertainty",0.8028,1.0043,NA,1.4657,0.7808,NA,0,0,NA,0,0,NA,34.7543,1.9092,NA,0,0,"E: Uncertainty",0.393,0.4943,NA,0.6587,0.4807,NA,3.1553,0.514,NA,0,0,NA,0,0,NA,0.4624,0.3647,NA,0,0,NA,2.3404,0.603,"E: Uncertainty",0.2968,1.5094,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",2.7986,8.9896,NA,0,0,"E: Uncertainty",2.1037,13.7776,NA,0,0,"E: Uncertainty",6.5229,25.9201,"E: Uncertainty",7.0091,31.9813,"E: Uncertainty",9.1224,43.888,"E: Uncertainty",0.2659,2.6952,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-05 12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 13:00:00","E: Uncertainty",69.1932,570.7784,NA,0,0,NA,0,0,NA,325.5445,21.3593,NA,0,0,NA,29.8728,3.5906,NA,28.1359,2.8007,"E: Uncertainty",0.541,0.9792,"E: Uncertainty",0.704,0.7348,NA,0,0,NA,0,0,NA,25.1482,1.5964,NA,0,0,"E: Uncertainty",0.0256,0.4774,NA,1.0871,0.4868,NA,3.9214,0.53,NA,0,0,NA,0,0,NA,0.9304,0.3725,"E: Uncertainty",0.0913,0.3912,NA,1.8251,0.5756,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,19.6115,9.0742,NA,0,0,"E: Uncertainty",7.6603,13.4142,NA,0,0,"E: Uncertainty",3.3773,25.4535,"E: Uncertainty",2.5978,30.9787,"E: Uncertainty",14.9485,42.2047,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,"PM2.5"
"2021-08-05 14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-08-05 15:00:00",NA,672.5452,597.2836,NA,0,0,NA,0,0,NA,284.5714,19.9823,NA,0,0,NA,25.4083,3.4847,NA,20.5176,2.6287,"E: Uncertainty",0.6496,1.0051,"E: Uncertainty",0.6026,0.7453,NA,0,0,"E: Uncertainty",0.0087,0.7118,NA,31.0195,1.7976,NA,0,0,NA,0,0,NA,1.1749,0.4858,NA,2.3955,0.481,"E: Uncertainty",0.1253,0.3374,NA,0,0,NA,0.3823,0.3689,NA,0,0,NA,1.1234,0.5945,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,11.0697,9.0675,"E: Uncertainty",0.1524,11.9561,NA,0,0,NA,0,0,NA,0,0,"E: Uncertainty",7.7698,32.1379,NA,0,0,"E: Uncertainty",0.4363,2.7424,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.7861,0.7555,NA,0,0,"PM2.5"
